Gene stable ID,Rat gene stable ID,Rat gene name,Rat homology type,Gene name
ENSMUSG00000024410,ENSRNOG00000012597,Rmc1,ortholog_one2one,Rmc1
ENSMUSG00000024414,ENSRNOG00000003724,Mrpl27,ortholog_one2one,Mrpl27
ENSMUSG00000024436,ENSRNOG00000000804,Mrps18b,ortholog_one2one,Mrps18b
ENSMUSG00000024472,ENSRNOG00000045895,LOC103690064,ortholog_one2one,Dcp2
ENSMUSG00000024474,ENSRNOG00000009738,LOC108348453,ortholog_one2one,Ik
ENSMUSG00000024505,ENSRNOG00000059142,Dtwd2,ortholog_one2one,Dtwd2
ENSMUSG00000024537,ENSRNOG00000017729,Psmg2,ortholog_one2one,Psmg2
ENSMUSG00000024668,ENSRNOG00000020646,Sdhaf2,ortholog_one2one,Sdhaf2
ENSMUSG00000024683,ENSRNOG00000021005,Mrpl16,ortholog_one2one,Mrpl16
ENSMUSG00000024784,ENSRNOG00000021020,Gpha2,ortholog_one2one,Gpha2
ENSMUSG00000024791,ENSRNOG00000046635,Cdca5,ortholog_one2one,Cdca5
ENSMUSG00000024792,ENSRNOG00000050180,Zfpl1,ortholog_one2one,Zfpl1
ENSMUSG00000024829,ENSRNOG00000013845,Mrpl21,ortholog_one2one,Mrpl21
ENSMUSG00000024841,ENSRNOG00000020463,Eif1ad,ortholog_one2one,Eif1ad
ENSMUSG00000024845,ENSRNOG00000022153,Tmem134,ortholog_one2one,Tmem134
ENSMUSG00000024853,ENSRNOG00000020412,Sf3b2,ortholog_one2one,Sf3b2
ENSMUSG00000024906,ENSRNOG00000020617,Mus81,ortholog_one2one,Mus81
ENSMUSG00000024911,ENSRNOG00000020567,Fibp,ortholog_one2one,Fibp
ENSMUSG00000024953,ENSRNOG00000021125,Prdx5,ortholog_one2one,Prdx5
ENSMUSG00000024959,ENSRNOG00000021147,Bad,ortholog_one2one,Bad
ENSMUSG00000024975,ENSRNOG00000014779,Pdcd4,ortholog_one2one,Pdcd4
ENSMUSG00000024986,ENSRNOG00000016595,Hhex,ortholog_one2one,Hhex
ENSMUSG00000024989,ENSRNOG00000016377,Cep55,ortholog_one2one,Cep55
ENSMUSG00000025047,ENSRNOG00000020304,Pdcd11,ortholog_one2one,Pdcd11
ENSMUSG00000025078,ENSRNOG00000016948,Nhlrc2,ortholog_one2one,Nhlrc2
ENSMUSG00000025102,ENSRNOG00000052273,C1h15orf40,ortholog_one2one,3110040N11Rik
ENSMUSG00000025157,ENSRNOG00000046530,Zdhhc16,ortholog_one2one,Zdhhc16
ENSMUSG00000025169,ENSRNOG00000036668,Ogfod3,ortholog_one2one,Ogfod3
ENSMUSG00000025188,ENSRNOG00000045838,Hps1,ortholog_one2one,Hps1
ENSMUSG00000025193,ENSRNOG00000017298,Cutc,ortholog_one2one,Cutc
ENSMUSG00000025208,ENSRNOG00000014890,Mrpl43,ortholog_one2one,Mrpl43
ENSMUSG00000025209,ENSRNOG00000014935,Twnk,ortholog_one2one,Twnk
ENSMUSG00000025290,ENSRNOG00000031579,LOC100363469,ortholog_one2one,Rps24
ENSMUSG00000025316,ENSRNOG00000019140,Banp,ortholog_one2one,Banp
ENSMUSG00000025337,ENSRNOG00000000888,Sbds,ortholog_one2one,Sbds
ENSMUSG00000025377,ENSRNOG00000028161,Tepsin,ortholog_one2one,Tepsin
ENSMUSG00000025384,ENSRNOG00000036699,Faap100,ortholog_one2one,Faap100
ENSMUSG00000025408,ENSRNOG00000006789,Ddit3,ortholog_one2one,Ddit3
ENSMUSG00000025410,ENSRNOG00000025481,Dctn2,ortholog_one2one,Dctn2
ENSMUSG00000025466,ENSRNOG00000018476,Fuom,ortholog_one2one,Fuom
ENSMUSG00000025467,ENSRNOG00000018446,Prap1,ortholog_one2one,Prap1
ENSMUSG00000025470,ENSRNOG00000018272,Zfp511,ortholog_one2one,Zfp511
ENSMUSG00000025477,ENSRNOG00000017635,Inpp5a,ortholog_one2one,Inpp5a
ENSMUSG00000025487,ENSRNOG00000014109,Psmd13,ortholog_one2one,Psmd13
ENSMUSG00000025500,ENSRNOG00000017050,Lmntd2,ortholog_one2one,Lmntd2
ENSMUSG00000025521,ENSRNOG00000030199,Tmem192,ortholog_one2one,Tmem192
ENSMUSG00000025532,ENSRNOG00000000901,Vkorc1l1,ortholog_one2one,Crcp
ENSMUSG00000025591,ENSRNOG00000014188,Tma16,ortholog_one2one,Tma16
ENSMUSG00000025645,ENSRNOG00000020688,Ccdc51,ortholog_one2one,Ccdc51
ENSMUSG00000025731,ENSRNOG00000021615,Mettl26,ortholog_one2one,Mettl26
ENSMUSG00000025739,ENSRNOG00000039350,Gng13,ortholog_one2one,Gng13
ENSMUSG00000025857,ENSRNOG00000021312,Dnaaf5,ortholog_one2one,Dnaaf5
ENSMUSG00000025869,ENSRNOG00000017284,Nop16,ortholog_one2one,Nop16
ENSMUSG00000025871,ENSRNOG00000017133,LOC306766,ortholog_one2one,4833439L19Rik
ENSMUSG00000025894,ENSRNOG00000005795,Aasdhppt,ortholog_one2one,Aasdhppt
ENSMUSG00000025971,ENSRNOG00000015983,Maip1,ortholog_one2one,Maip1
ENSMUSG00000026005,ENSRNOG00000038085,Rpe,ortholog_one2one,Rpe
ENSMUSG00000026017,ENSRNOG00000017491,Carf,ortholog_one2one,Carf
ENSMUSG00000026036,ENSRNOG00000013446,Nif3l1,ortholog_one2one,Nif3l1
ENSMUSG00000026051,ENSRNOG00000023576,Ecrg4,ortholog_one2one,Ecrg4
ENSMUSG00000026087,ENSRNOG00000049330,Mrpl30,ortholog_one2one,Mrpl30
ENSMUSG00000026088,ENSRNOG00000018467,Mitd1,ortholog_one2one,Mitd1
ENSMUSG00000026111,ENSRNOG00000018128,Unc50,ortholog_one2one,Unc50
ENSMUSG00000026112,ENSRNOG00000064457,,ortholog_one2one,Coa5
ENSMUSG00000026150,ENSRNOG00000015428,Mff,ortholog_one2one,Mff
ENSMUSG00000026171,ENSRNOG00000016886,Rnf25,ortholog_one2one,Rnf25
ENSMUSG00000026188,ENSRNOG00000016091,Tmem169,ortholog_one2one,Tmem169
ENSMUSG00000026189,ENSRNOG00000055295,Pecr,ortholog_one2one,Pecr
ENSMUSG00000026199,ENSRNOG00000019052,Ankzf1,ortholog_one2one,Ankzf1
ENSMUSG00000026226,ENSRNOG00000017540,Spata3,ortholog_one2one,Spata3
ENSMUSG00000026273,ENSRNOG00000037376,Mterf4,ortholog_one2one,Mterf4
ENSMUSG00000026274,ENSRNOG00000016888,Pask,ortholog_one2one,Pask
ENSMUSG00000026333,ENSRNOG00000011962,Gin1,ortholog_one2one,Gin1
ENSMUSG00000026491,ENSRNOG00000023541,Ahctf1,ortholog_one2one,Ahctf1
ENSMUSG00000026645,ENSRNOG00000016403,Olah,ortholog_one2one,Olah
ENSMUSG00000026649,ENSRNOG00000034221,Cfap126,ortholog_one2one,Cfap126
ENSMUSG00000026730,ENSRNOG00000017328,Pter,ortholog_one2one,Pter
ENSMUSG00000026761,ENSRNOG00000005021,Orc4,ortholog_one2one,Orc4
ENSMUSG00000026766,ENSRNOG00000004740,Mmadhc,ortholog_one2one,Mmadhc
ENSMUSG00000026792,ENSRNOG00000022312,Lrsam1,ortholog_one2one,Lrsam1
ENSMUSG00000026809,ENSRNOG00000012697,Spaca9,ortholog_one2one,Spaca9
ENSMUSG00000026810,ENSRNOG00000070298,Dpm2,ortholog_one2one,Dpm2
ENSMUSG00000026812,ENSRNOG00000011470,Tsc1,ortholog_one2one,Tsc1
ENSMUSG00000026827,ENSRNOG00000033824,Gpd2,ortholog_one2one,Gpd2
ENSMUSG00000026851,ENSRNOG00000007532,C3h9orf78,ortholog_one2one,BC005624
ENSMUSG00000026889,ENSRNOG00000006763,Rbm18,ortholog_one2one,Rbm18
ENSMUSG00000026894,ENSRNOG00000026111,Morn5,ortholog_one2one,Morn5
ENSMUSG00000026895,ENSRNOG00000005668,Ndufa8,ortholog_one2one,Ndufa8
ENSMUSG00000026960,ENSRNOG00000005074,Arl6ip6,ortholog_one2one,Arl6ip6
ENSMUSG00000026966,ENSRNOG00000011093,Ssna1,ortholog_one2one,Ssna1
ENSMUSG00000026969,ENSRNOG00000010019,Fam166a,ortholog_one2one,Cimip2a
ENSMUSG00000027080,ENSRNOG00000006050,Med19,ortholog_one2one,Med19
ENSMUSG00000027131,ENSRNOG00000005719,Emc4,ortholog_one2one,Emc4
ENSMUSG00000027209,ENSRNOG00000037124,Fam227b,ortholog_one2one,Fam227b
ENSMUSG00000027222,ENSRNOG00000006539,Pex16,ortholog_one2one,Pex16
ENSMUSG00000027244,ENSRNOG00000016984,Atg13,ortholog_one2one,Atg13
ENSMUSG00000027306,ENSRNOG00000004921,Nusap1,ortholog_one2one,Nusap1
ENSMUSG00000027327,ENSRNOG00000021245,RGD1311739,ortholog_one2one,Adissp
ENSMUSG00000027342,ENSRNOG00000021264,Pcna,ortholog_one2one,Pcna
ENSMUSG00000027384,ENSRNOG00000004784,Ndufaf5,ortholog_one2one,Ndufaf5
ENSMUSG00000027394,ENSRNOG00000018205,Ttl,ortholog_one2one,Ttl
ENSMUSG00000027411,ENSRNOG00000021222,Vps16,ortholog_one2one,Vps16
ENSMUSG00000027427,ENSRNOG00000007548,Polr3f,ortholog_one2one,Polr3f
ENSMUSG00000027428,ENSRNOG00000007972,Rbbp9,ortholog_one2one,Rbbp9
ENSMUSG00000027502,ENSRNOG00000005083,Rtfdc1,ortholog_one2one,Rtf2
ENSMUSG00000027520,ENSRNOG00000024114,Zdbf2,ortholog_one2one,Zdbf2
ENSMUSG00000027642,ENSRNOG00000007492,Rpn2,ortholog_one2one,Rpn2
ENSMUSG00000027650,ENSRNOG00000012880,Tti1,ortholog_one2one,Tti1
ENSMUSG00000027673,ENSRNOG00000011949,Ndufb5,ortholog_one2one,Ndufb5
ENSMUSG00000027706,ENSRNOG00000009057,Sec62,ortholog_one2one,Sec62
ENSMUSG00000027751,ENSRNOG00000059480,Supt20h,ortholog_one2one,Supt20
ENSMUSG00000027809,ENSRNOG00000009538,Etfdh,ortholog_one2one,Etfdh
ENSMUSG00000027810,ENSRNOG00000013393,Eif2a,ortholog_one2one,Eif2a
ENSMUSG00000027828,ENSRNOG00000011148,Ssr3,ortholog_one2one,Ssr3
ENSMUSG00000027835,ENSRNOG00000010147,Pdcd10,ortholog_one2one,Pdcd10
ENSMUSG00000027884,ENSRNOG00000020360,Clcc1,ortholog_one2one,Clcc1
ENSMUSG00000028011,ENSRNOG00000011612,Tdo2,ortholog_one2one,Tdo2
ENSMUSG00000028029,ENSRNOG00000011384,Aimp1,ortholog_one2one,Aimp1
ENSMUSG00000028048,ENSRNOG00000049281,Gba,ortholog_one2one,Gba1
ENSMUSG00000028060,ENSRNOG00000020139,Khdc4,ortholog_one2one,Khdc4
ENSMUSG00000028085,ENSRNOG00000037655,Gatb,ortholog_one2one,Gatb
ENSMUSG00000028096,ENSRNOG00000000095,Gpr89b,ortholog_one2one,Gpr89
ENSMUSG00000028124,ENSRNOG00000013409,Gclm,ortholog_one2one,Gclm
ENSMUSG00000028140,ENSRNOG00000020869,mrpl9,ortholog_one2one,Mrpl9
ENSMUSG00000028180,ENSRNOG00000009990,Zranb2,ortholog_one2one,Zranb2
ENSMUSG00000028188,ENSRNOG00000015678,Spata1,ortholog_one2one,Spata1
ENSMUSG00000028232,ENSRNOG00000008872,Tmem68,ortholog_one2one,Tmem68
ENSMUSG00000028233,ENSRNOG00000008156,Tgs1,ortholog_one2one,Tgs1
ENSMUSG00000028398,ENSRNOG00000023946,Dmac1,ortholog_one2one,Dmac1
ENSMUSG00000028407,ENSRNOG00000069822,Smim27,ortholog_one2one,Smim27
ENSMUSG00000028416,ENSRNOG00000008277,Bag1,ortholog_one2one,Bag1
ENSMUSG00000028441,ENSRNOG00000013320,RGD1561916,ortholog_one2one,Spmip6
ENSMUSG00000028443,ENSRNOG00000013110,Nudt2,ortholog_one2one,Nudt2
ENSMUSG00000028445,ENSRNOG00000043300,Enho,ortholog_one2one,Enho
ENSMUSG00000028461,ENSRNOG00000017253,Ccdc107,ortholog_one2one,Ccdc107
ENSMUSG00000028467,ENSRNOG00000016364,Gba2,ortholog_one2one,Gba2
ENSMUSG00000028468,ENSRNOG00000016309,Rgp1,ortholog_one2one,Rgp1
ENSMUSG00000028520,ENSRNOG00000022890,C5h1orf141,ortholog_one2one,4921539E11Rik
ENSMUSG00000028617,ENSRNOG00000009983,Lrrc42,ortholog_one2one,Lrrc42
ENSMUSG00000028619,ENSRNOG00000009398,Tceanc2,ortholog_one2one,Tceanc2
ENSMUSG00000028622,ENSRNOG00000009078,Mrpl37,ortholog_one2one,Mrpl37
ENSMUSG00000028647,ENSRNOG00000065724,Mycbp,ortholog_one2one,Mycbp
ENSMUSG00000028689,ENSRNOG00000022953,Ccdc163,ortholog_one2one,Ccdc163
ENSMUSG00000028690,ENSRNOG00000017233,Mmachc,ortholog_one2one,Mmachc
ENSMUSG00000028693,ENSRNOG00000016454,Nasp,ortholog_one2one,Nasp
ENSMUSG00000028706,ENSRNOG00000046192,Nsun4,ortholog_one2one,Nsun4
ENSMUSG00000028741,ENSRNOG00000017979,Mrto4,ortholog_one2one,Mrto4
ENSMUSG00000028745,ENSRNOG00000007330,Capzb,ortholog_one2one,Capzb
ENSMUSG00000028757,ENSRNOG00000015079,Ddost,ortholog_one2one,Ddost
ENSMUSG00000028772,ENSRNOG00000012266,Zcchc17,ortholog_one2one,Zcchc17
ENSMUSG00000028798,ENSRNOG00000047185,Eif3i,ortholog_one2one,Eif3i
ENSMUSG00000028811,ENSRNOG00000007213,Yars1,ortholog_one2one,Yars1
ENSMUSG00000028833,ENSRNOG00000011751,Ncdn,ortholog_one2one,Ncdn
ENSMUSG00000028863,ENSRNOG00000009309,Meaf6,ortholog_one2one,Meaf6
ENSMUSG00000028889,ENSRNOG00000025424,Yrdc,ortholog_one2one,Yrdc
ENSMUSG00000028899,ENSRNOG00000048288,Taf12,ortholog_one2one,Taf12
ENSMUSG00000028964,ENSRNOG00000018289,Park7,ortholog_one2one,Park7
ENSMUSG00000029005,ENSRNOG00000008911,Draxin,ortholog_one2one,Draxin
ENSMUSG00000029022,ENSRNOG00000024139,Miip,ortholog_one2one,Miip
ENSMUSG00000029027,ENSRNOG00000025030,Dffb,ortholog_one2one,Dffb
ENSMUSG00000029036,ENSRNOG00000018118,Atad3a,ortholog_one2one,Atad3a
ENSMUSG00000029048,ENSRNOG00000014270,Rer1,ortholog_one2one,Rer1
ENSMUSG00000029097,ENSRNOG00000008898,Trmt44,ortholog_one2one,Trmt44
ENSMUSG00000029110,ENSRNOG00000013930,Rnf4,ortholog_one2one,Rnf4
ENSMUSG00000029111,ENSRNOG00000015474,Nelfa,ortholog_one2one,Nelfa
ENSMUSG00000029130,ENSRNOG00000005691,Rnf32,ortholog_one2one,Rnf32
ENSMUSG00000029199,ENSRNOG00000002759,Lias,ortholog_one2one,Lias
ENSMUSG00000029206,ENSRNOG00000025494,Nsun7,ortholog_one2one,Nsun7
ENSMUSG00000029263,ENSRNOG00000071170,Pigg,ortholog_one2one,Pigg
ENSMUSG00000029276,ENSRNOG00000002054,Glmn,ortholog_one2one,Glmn
ENSMUSG00000029326,ENSRNOG00000002262,Enoph1,ortholog_one2one,Enoph1
ENSMUSG00000029346,ENSRNOG00000000662,Srrd,ortholog_one2one,Srrd
ENSMUSG00000029387,ENSRNOG00000001035,Gtf2h3,ortholog_one2one,Gtf2h3
ENSMUSG00000029404,ENSRNOG00000001080,Arl6ip4,ortholog_one2one,Arl6ip4
ENSMUSG00000029414,ENSRNOG00000033658,Kntc1,ortholog_one2one,Kntc1
ENSMUSG00000029437,ENSRNOG00000026192,Il31,ortholog_one2one,Il31
ENSMUSG00000029446,ENSRNOG00000000925,Psph,ortholog_one2one,Psph
ENSMUSG00000029458,ENSRNOG00000046497,Brap,ortholog_one2one,Brap
ENSMUSG00000029462,ENSRNOG00000001274,Vps29,ortholog_one2one,Vps29
ENSMUSG00000029501,ENSRNOG00000060144,Ankle2,ortholog_one2one,Ankle2
ENSMUSG00000029521,ENSRNOG00000037509,Chek2,ortholog_one2one,Chek2
ENSMUSG00000029535,ENSRNOG00000001160,Triap1,ortholog_one2one,Triap1
ENSMUSG00000029536,ENSRNOG00000045621,Gatc,ortholog_one2one,Gatc
ENSMUSG00000029559,ENSRNOG00000001185,C12h12orf43,ortholog_one2one,2210016L21Rik
ENSMUSG00000029575,ENSRNOG00000049426,Mmab,ortholog_one2one,Mmab
ENSMUSG00000029610,ENSRNOG00000001044,Aimp2,ortholog_one2one,Aimp2
ENSMUSG00000029616,ENSRNOG00000001348,Erp29,ortholog_one2one,Erp29
ENSMUSG00000029617,ENSRNOG00000001032,Ccz1b,ortholog_one2one,Ccz1
ENSMUSG00000029623,ENSRNOG00000000990,Pdap1,ortholog_one2one,Pdap1
ENSMUSG00000029675,ENSRNOG00000001469,Eln,ortholog_one2one,Eln
ENSMUSG00000029715,ENSRNOG00000025310,Pop7,ortholog_one2one,Pop7
ENSMUSG00000029763,ENSRNOG00000046023,Exoc4,ortholog_one2one,Exoc4
ENSMUSG00000029782,ENSRNOG00000028219,Tmem209,ortholog_one2one,Tmem209
ENSMUSG00000029784,ENSRNOG00000010345,Ssmem1,ortholog_one2one,Ssmem1
ENSMUSG00000029815,ENSRNOG00000009035,Malsu1,ortholog_one2one,Malsu1
ENSMUSG00000029828,ENSRNOG00000010594,LOC500124,ortholog_one2one,Spmip4
ENSMUSG00000029867,ENSRNOG00000025618,Llcfc1,ortholog_one2one,Llcfc1
ENSMUSG00000029925,ENSRNOG00000007918,Tbxas1,ortholog_one2one,Tbxas1
ENSMUSG00000030008,ENSRNOG00000050483,Pradc1,ortholog_one2one,Pradc1
ENSMUSG00000030036,ENSRNOG00000054176,Mogs,ortholog_one2one,Mogs
ENSMUSG00000030094,ENSRNOG00000008274,Xpc,ortholog_one2one,Xpc
ENSMUSG00000030095,ENSRNOG00000007519,Tmem43,ortholog_one2one,Tmem43
ENSMUSG00000030166,ENSRNOG00000009742,Rad52,ortholog_one2one,Rad52
ENSMUSG00000030177,ENSRNOG00000037206,Ccdc77,ortholog_one2one,Ccdc77
ENSMUSG00000030271,ENSRNOG00000052140,Ogg1,ortholog_one2one,Ogg1
ENSMUSG00000030291,ENSRNOG00000001820,Med21,ortholog_one2one,Med21
ENSMUSG00000030301,ENSRNOG00000001847,Ccdc91,ortholog_one2one,Ccdc91
ENSMUSG00000030323,ENSRNOG00000010952,Ift122,ortholog_one2one,Ift122
ENSMUSG00000030423,ENSRNOG00000027646,Pop4,ortholog_one2one,Pop4
ENSMUSG00000030432,ENSRNOG00000017127,Rpl28,ortholog_one2one,Rpl28
ENSMUSG00000030493,ENSRNOG00000022393,Faap24,ortholog_one2one,Faap24
ENSMUSG00000030521,ENSRNOG00000016266,Mphosph10,ortholog_one2one,Mphosph10
ENSMUSG00000030579,ENSRNOG00000020845,Tyrobp,ortholog_one2one,Tyrobp
ENSMUSG00000030591,ENSRNOG00000037580,Psmd8,ortholog_one2one,Psmd8
ENSMUSG00000030610,ENSRNOG00000018515,Det1,ortholog_one2one,Det1
ENSMUSG00000030641,ENSRNOG00000022521,Ddias,ortholog_one2one,Ddias
ENSMUSG00000030689,ENSRNOG00000019960,Ino80e,ortholog_one2one,Ino80e
ENSMUSG00000030714,ENSRNOG00000019245,Sgf29,ortholog_one2one,Sgf29
ENSMUSG00000030718,ENSRNOG00000017227,Ppme1,ortholog_one2one,Ppme1
ENSMUSG00000030870,ENSRNOG00000018243,Ubfd1,ortholog_one2one,Ubfd1
ENSMUSG00000030876,ENSRNOG00000025940,Mettl9,ortholog_one2one,Mettl9
ENSMUSG00000030877,ENSRNOG00000028473,Mfsd13b,ortholog_one2one,Mfsd13b
ENSMUSG00000030887,ENSRNOG00000016292,Pdzd9,ortholog_one2one,Pdzd9
ENSMUSG00000030888,ENSRNOG00000018766,Rrp8,ortholog_one2one,Rrp8
ENSMUSG00000030905,ENSRNOG00000061215,Crym,ortholog_one2one,Crym
ENSMUSG00000030917,ENSRNOG00000048250,Ldaf1,ortholog_one2one,Ldaf1
ENSMUSG00000030922,ENSRNOG00000024530,Lyrm1,ortholog_one2one,Lyrm1
ENSMUSG00000030942,ENSRNOG00000014946,AABR07005588.1,ortholog_one2one,Thumpd1
ENSMUSG00000030979,ENSRNOG00000017810,Uros,ortholog_one2one,Uros
ENSMUSG00000030980,ENSRNOG00000070112,Knop1,ortholog_one2one,Knop1
ENSMUSG00000030982,ENSRNOG00000016063,Vps35l,ortholog_one2one,Vps35l
ENSMUSG00000030983,ENSRNOG00000018066,Bccip,ortholog_one2one,Bccip
ENSMUSG00000031022,ENSRNOG00000013713,C1h11orf16,ortholog_one2one,BC051019
ENSMUSG00000031023,ENSRNOG00000013744,Akip1,ortholog_one2one,Akip1
ENSMUSG00000031090,ENSRNOG00000020736,Nadsyn1,ortholog_one2one,Nadsyn1
ENSMUSG00000031226,ENSRNOG00000002662,Pbdc1,ortholog_one2one,Pbdc1
ENSMUSG00000031286,ENSRNOG00000065758,Alg13,ortholog_one2one,Glt28d2
ENSMUSG00000031370,ENSRNOG00000033176,Zrsr2,ortholog_one2one,Zrsr2
ENSMUSG00000031485,ENSRNOG00000013751,Plpbp,ortholog_one2one,Plpbp
ENSMUSG00000031505,ENSRNOG00000015021,Naxd,ortholog_one2one,Naxd
ENSMUSG00000031512,ENSRNOG00000033585,Tex29,ortholog_one2one,Tex29
ENSMUSG00000031534,ENSRNOG00000024930,Smim19,ortholog_one2one,Smim19
ENSMUSG00000031535,ENSRNOG00000019267,Dkk4,ortholog_one2one,Dkk4
ENSMUSG00000031568,ENSRNOG00000022500,Rwdd4,ortholog_one2one,Rwdd4a
ENSMUSG00000031575,ENSRNOG00000014875,Ash2l,ortholog_one2one,Ash2l
ENSMUSG00000031577,ENSRNOG00000023494,Tti2,ortholog_one2one,Tti2
ENSMUSG00000031585,ENSRNOG00000014422,Gtf2e2,ortholog_one2one,Gtf2e2
ENSMUSG00000031595,ENSRNOG00000010832,Pdgfrl,ortholog_one2one,Pdgfrl
ENSMUSG00000031684,ENSRNOG00000011991,Slc10a7,ortholog_one2one,Slc10a7
ENSMUSG00000031696,ENSRNOG00000017612,Vps35,ortholog_one2one,Vps35
ENSMUSG00000031697,ENSRNOG00000024043,Orc6,ortholog_one2one,Orc6
ENSMUSG00000031750,ENSRNOG00000017602,Il34,ortholog_one2one,Il34
ENSMUSG00000031754,ENSRNOG00000042983,Nudt21,ortholog_one2one,Nudt21
ENSMUSG00000031756,ENSRNOG00000011296,Cenpn,ortholog_one2one,Cenpn
ENSMUSG00000031774,ENSRNOG00000017841,Psme3ip1,ortholog_one2one,Psme3ip1
ENSMUSG00000031792,ENSRNOG00000013216,Usb1,ortholog_one2one,Usb1
ENSMUSG00000031807,ENSRNOG00000018326,Pgls,ortholog_one2one,Pgls
ENSMUSG00000031820,ENSRNOG00000017071,Babam1,ortholog_one2one,Babam1
ENSMUSG00000031821,ENSRNOG00000017575,Gins2,ortholog_one2one,Gins2
ENSMUSG00000031822,ENSRNOG00000017489,Gse1,ortholog_one2one,Gse1
ENSMUSG00000031832,ENSRNOG00000015632,Taf1c,ortholog_one2one,Taf1c
ENSMUSG00000031838,ENSRNOG00000019387,Ifi30,ortholog_one2one,Ifi30
ENSMUSG00000031858,ENSRNOG00000020526,Mau2,ortholog_one2one,Mau2
ENSMUSG00000031887,ENSRNOG00000015179,Tradd,ortholog_one2one,Tradd
ENSMUSG00000031893,ENSRNOG00000018954,Tsnaxip1,ortholog_one2one,Tsnaxip1
ENSMUSG00000031916,ENSRNOG00000020379,Cog8,ortholog_one2one,Cog8
ENSMUSG00000031928,ENSRNOG00000009506,Mre11,ortholog_one2one,Mre11a
ENSMUSG00000031931,ENSRNOG00000009233,Ankrd49,ortholog_one2one,Ankrd49
ENSMUSG00000031935,ENSRNOG00000010496,Med17,ortholog_one2one,Med17
ENSMUSG00000031938,ENSRNOG00000010887,C8h11orf54,ortholog_one2one,4931406C07Rik
ENSMUSG00000031939,ENSRNOG00000010921,Taf1d,ortholog_one2one,Taf1d
ENSMUSG00000031982,ENSRNOG00000018909,Arv1,ortholog_one2one,Arv1
ENSMUSG00000031984,ENSRNOG00000019169,C19h1orf131,ortholog_one2one,2810004N23Rik
ENSMUSG00000031986,ENSRNOG00000021330,Sprtn,ortholog_one2one,Sprtn
ENSMUSG00000032067,ENSRNOG00000009250,Pts,ortholog_one2one,Pts
ENSMUSG00000032098,ENSRNOG00000052010,Treh,ortholog_one2one,Treh
ENSMUSG00000032264,ENSRNOG00000054479,Zw10,ortholog_one2one,Zw10
ENSMUSG00000032342,ENSRNOG00000037659,Mto1,ortholog_one2one,Mto1
ENSMUSG00000032388,ENSRNOG00000015019,Spg21,ortholog_one2one,Spg21
ENSMUSG00000032399,ENSRNOG00000009378,Rpl4,ortholog_one2one,Rpl4
ENSMUSG00000032400,ENSRNOG00000009303,Zwilch,ortholog_one2one,Zwilch
ENSMUSG00000032403,ENSRNOG00000008340,C8h15orf61,ortholog_one2one,2300009A05Rik
ENSMUSG00000032407,ENSRNOG00000008607,U2surp,ortholog_one2one,U2surp
ENSMUSG00000032512,ENSRNOG00000016942,Wdr48,ortholog_one2one,Wdr48
ENSMUSG00000032551,ENSRNOG00000004135,RGD1311745,ortholog_one2one,1110059G10Rik
ENSMUSG00000032621,ENSRNOG00000032735,Srek1,ortholog_one2one,Srek1
ENSMUSG00000032633,ENSRNOG00000003302,Flcn,ortholog_one2one,Flcn
ENSMUSG00000032673,ENSRNOG00000004145,Prorsd1,ortholog_one2one,Prorsd1
ENSMUSG00000032680,ENSRNOG00000023721,LOC502684,ortholog_one2one,6820408C15Rik
ENSMUSG00000032712,ENSRNOG00000036913,Resf1,ortholog_one2one,Resf1
ENSMUSG00000032743,ENSRNOG00000016635,Katnip,ortholog_one2one,Katnip
ENSMUSG00000032754,ENSRNOG00000001383,Slc8b1,ortholog_one2one,Slc8b1
ENSMUSG00000032777,ENSRNOG00000016218,Gtf3c1,ortholog_one2one,Gtf3c1
ENSMUSG00000032782,ENSRNOG00000008270,Cntrob,ortholog_one2one,Cntrob
ENSMUSG00000032783,ENSRNOG00000060703,Troap,ortholog_one2one,Troap
ENSMUSG00000032898,ENSRNOG00000001129,Fbxo21,ortholog_one2one,Fbxo21
ENSMUSG00000032905,ENSRNOG00000000157,Atg12,ortholog_one2one,Atg12
ENSMUSG00000032965,ENSRNOG00000001958,Ift57,ortholog_one2one,Ift57
ENSMUSG00000033009,ENSRNOG00000019288,Ogfod1,ortholog_one2one,Ogfod1
ENSMUSG00000033020,ENSRNOG00000011214,Polr2f,ortholog_one2one,Polr2f
ENSMUSG00000033029,ENSRNOG00000011170,RGD1359634,ortholog_one2one,1700088E04Rik
ENSMUSG00000033047,ENSRNOG00000011020,Eif3l,ortholog_one2one,Eif3l
ENSMUSG00000033054,ENSRNOG00000024934,Npat,ortholog_one2one,Npat
ENSMUSG00000033106,ENSRNOG00000020049,Slc7a6os,ortholog_one2one,Slc7a6os
ENSMUSG00000033186,ENSRNOG00000068487,Mzt1,ortholog_one2one,Mzt1
ENSMUSG00000033253,ENSRNOG00000028659,Szt2,ortholog_one2one,Szt2
ENSMUSG00000033294,ENSRNOG00000037478,Noc4l,ortholog_one2one,Noc4l
ENSMUSG00000033313,ENSRNOG00000015242,Fbxl8,ortholog_one2one,Fbxl8
ENSMUSG00000033323,ENSRNOG00000061474,Ctdp1,ortholog_one2one,Ctdp1
ENSMUSG00000033400,ENSRNOG00000016214,Agl,ortholog_one2one,Agl
ENSMUSG00000033405,ENSRNOG00000025239,Nudt15,ortholog_one2one,Nudt15
