Gene stable ID,Olive baboon gene stable ID,Olive baboon gene name,Olive baboon homology type,Bonobo gene stable ID,Bonobo gene name,Bonobo homology type,Gibbon gene stable ID,Gibbon gene name,Gibbon homology type,Mouse Lemur gene stable ID,Mouse Lemur gene name,Mouse Lemur homology type,Gene name
ENSG00000115275,ENSPANG00000025371,MOGS,ortholog_one2one,ENSPPAG00000021139,MOGS,ortholog_one2one,ENSNLEG00000000658,MOGS,ortholog_one2one,ENSMICG00000006197,MOGS,ortholog_one2one,MOGS
ENSG00000115307,ENSPANG00000020439,AUP1,ortholog_one2one,ENSPPAG00000029713,AUP1,ortholog_one2one,ENSNLEG00000000790,AUP1,ortholog_one2one,ENSMICG00000044754,AUP1,ortholog_one2one,AUP1
ENSG00000115392,ENSPANG00000021497,FANCL,ortholog_one2one,ENSPPAG00000031399,FANCL,ortholog_one2one,ENSNLEG00000009472,FANCL,ortholog_one2one,ENSMICG00000015042,FANCL,ortholog_one2one,FANCL
ENSG00000115486,ENSPANG00000020859,GGCX,ortholog_one2one,ENSPPAG00000031307,GGCX,ortholog_one2one,ENSNLEG00000001826,GGCX,ortholog_one2one,ENSMICG00000011475,GGCX,ortholog_one2one,GGCX
ENSG00000115942,ENSPANG00000034347,ORC2,ortholog_one2one,ENSPPAG00000030211,ORC2,ortholog_one2one,ENSNLEG00000006938,ORC2,ortholog_one2one,ENSMICG00000043343,ORC2,ortholog_one2one,ORC2
ENSG00000115947,ENSPANG00000009846,ORC4,ortholog_one2one,ENSPPAG00000043794,ORC4,ortholog_one2one,ENSNLEG00000009077,ORC4,ortholog_one2one,ENSMICG00000004578,ORC4,ortholog_one2one,ORC4
ENSG00000116198,ENSPANG00000021631,CEP104,ortholog_one2one,ENSPPAG00000028267,CEP104,ortholog_one2one,ENSNLEG00000008136,CEP104,ortholog_one2one,ENSMICG00000000549,CEP104,ortholog_one2one,CEP104
ENSG00000116667,ENSPANG00000018536,C1orf21,ortholog_one2one,ENSPPAG00000027383,C1orf21,ortholog_one2one,ENSNLEG00000032562,C1orf21,ortholog_one2one,ENSMICG00000042970,C1orf21,ortholog_one2one,C1orf21
ENSG00000116747,ENSPANG00000000341,RO60,ortholog_one2one,ENSPPAG00000043846,RO60,ortholog_one2one,ENSNLEG00000018048,RO60,ortholog_one2one,ENSMICG00000011506,RO60,ortholog_one2one,RO60
ENSG00000116903,ENSPANG00000021580,EXOC8,ortholog_one2one,ENSPPAG00000008151,EXOC8,ortholog_one2one,ENSNLEG00000018836,EXOC8,ortholog_one2one,,,,EXOC8
ENSG00000117475,ENSPANG00000009151,BLZF1,ortholog_one2one,ENSPPAG00000033211,BLZF1,ortholog_one2one,ENSNLEG00000014962,BLZF1,ortholog_one2one,,,,BLZF1
ENSG00000117475,ENSPANG00000009151,BLZF1,ortholog_one2one,ENSPPAG00000033211,BLZF1,ortholog_one2one,ENSNLEG00000014962,BLZF1,ortholog_one2one,,,,BLZF1
ENSG00000117614,ENSPANG00000008139,SYF2,ortholog_one2one,ENSPPAG00000036579,SYF2,ortholog_one2one,ENSNLEG00000035185,SYF2,ortholog_one2one,ENSMICG00000016191,SYF2,ortholog_one2one,SYF2
ENSG00000117697,ENSPANG00000021442,NSL1,ortholog_one2one,ENSPPAG00000002209,NSL1,ortholog_one2one,ENSNLEG00000002951,NSL1,ortholog_one2one,ENSMICG00000037746,NSL1,ortholog_one2one,NSL1
ENSG00000117877,ENSPANG00000014599,POLR1G,ortholog_one2one,ENSPPAG00000004958,POLR1G,ortholog_one2one,ENSNLEG00000035363,POLR1G,ortholog_one2one,ENSMICG00000031258,POLR1G,ortholog_one2one,POLR1G
ENSG00000118162,ENSPANG00000018368,KPTN,ortholog_one2one,ENSPPAG00000008738,KPTN,ortholog_one2one,ENSNLEG00000003092,KPTN,ortholog_one2one,ENSMICG00000026946,KPTN,ortholog_one2one,KPTN
ENSG00000118181,ENSPANG00000012742,RPS25,ortholog_one2one,,,,ENSNLEG00000034013,,ortholog_one2one,,,,RPS25
ENSG00000118181,ENSPANG00000012742,RPS25,ortholog_one2one,,,,ENSNLEG00000034013,,ortholog_one2one,,,,RPS25
ENSG00000118181,ENSPANG00000012742,RPS25,ortholog_one2one,,,,ENSNLEG00000034013,,ortholog_one2one,,,,RPS25
ENSG00000118181,ENSPANG00000012742,RPS25,ortholog_one2one,,,,ENSNLEG00000034013,,ortholog_one2one,,,,RPS25
ENSG00000118307,ENSPANG00000003393,DNAI7,ortholog_one2one,ENSPPAG00000029931,DNAI7,ortholog_one2one,ENSNLEG00000005202,DNAI7,ortholog_one2one,ENSMICG00000001474,DNAI7,ortholog_one2one,DNAI7
ENSG00000118434,ENSPANG00000023127,SPACA1,ortholog_one2one,ENSPPAG00000030768,SPACA1,ortholog_one2one,ENSNLEG00000013059,SPACA1,ortholog_one2one,ENSMICG00000015574,SPACA1,ortholog_one2one,SPACA1
ENSG00000118518,ENSPANG00000003352,RNF146,ortholog_one2one,ENSPPAG00000025806,RNF146,ortholog_one2one,ENSNLEG00000014130,RNF146,ortholog_one2one,ENSMICG00000036585,RNF146,ortholog_one2one,RNF146
ENSG00000118557,ENSPANG00000005687,PMFBP1,ortholog_one2one,ENSPPAG00000037201,PMFBP1,ortholog_one2one,ENSNLEG00000032153,PMFBP1,ortholog_one2one,ENSMICG00000011422,PMFBP1,ortholog_one2one,PMFBP1
ENSG00000118579,ENSPANG00000007793,MED28,ortholog_one2one,ENSPPAG00000034569,MED28,ortholog_one2one,ENSNLEG00000016620,,ortholog_one2one,ENSMICG00000035340,MED28,ortholog_one2one,MED28
ENSG00000118804,ENSPANG00000040607,STBD1,ortholog_one2one,ENSPPAG00000033341,STBD1,ortholog_one2one,ENSNLEG00000008103,STBD1,ortholog_one2one,ENSMICG00000036847,STBD1,ortholog_one2one,STBD1
ENSG00000119328,ENSPANG00000025733,ABITRAM,ortholog_one2one,ENSPPAG00000028675,ABITRAM,ortholog_one2one,ENSNLEG00000017379,ABITRAM,ortholog_one2one,ENSMICG00000042265,ABITRAM,ortholog_one2one,ABITRAM
ENSG00000119397,ENSPANG00000025820,CNTRL,ortholog_one2one,ENSPPAG00000021663,CNTRL,ortholog_one2one,ENSNLEG00000017086,CNTRL,ortholog_one2one,ENSMICG00000003333,CNTRL,ortholog_one2one,CNTRL
ENSG00000119421,ENSPANG00000042514,NDUFA8,ortholog_one2one,ENSPPAG00000029306,NDUFA8,ortholog_one2one,ENSNLEG00000028087,NDUFA8,ortholog_one2one,,,,NDUFA8
ENSG00000119421,ENSPANG00000042514,NDUFA8,ortholog_one2one,ENSPPAG00000029306,NDUFA8,ortholog_one2one,ENSNLEG00000028087,NDUFA8,ortholog_one2one,,,,NDUFA8
ENSG00000119446,ENSPANG00000025845,RBM18,ortholog_one2one,ENSPPAG00000023355,RBM18,ortholog_one2one,ENSNLEG00000017174,RBM18,ortholog_one2one,ENSMICG00000046793,RBM18,ortholog_one2one,RBM18
ENSG00000119698,ENSPANG00000024736,PPP4R4,ortholog_one2one,ENSPPAG00000021420,PPP4R4,ortholog_one2one,ENSNLEG00000017253,PPP4R4,ortholog_one2one,ENSMICG00000009139,PPP4R4,ortholog_one2one,PPP4R4
ENSG00000119707,ENSPANG00000018212,RBM25,ortholog_one2one,ENSPPAG00000039402,RBM25,ortholog_one2one,ENSNLEG00000002701,RBM25,ortholog_one2one,ENSMICG00000034082,RBM25,ortholog_one2one,RBM25
ENSG00000119965,ENSPANG00000020468,C10orf88,ortholog_one2one,ENSPPAG00000040286,C10orf88,ortholog_one2one,ENSNLEG00000017047,C10orf88,ortholog_one2one,,,,C10orf88
ENSG00000119965,ENSPANG00000020468,C10orf88,ortholog_one2one,ENSPPAG00000040286,C10orf88,ortholog_one2one,ENSNLEG00000017047,C10orf88,ortholog_one2one,,,,C10orf88
ENSG00000119986,ENSPANG00000021293,AVPI1,ortholog_one2one,ENSPPAG00000033222,AVPI1,ortholog_one2one,ENSNLEG00000014255,AVPI1,ortholog_one2one,ENSMICG00000030042,AVPI1,ortholog_one2one,AVPI1
ENSG00000120253,ENSPANG00000016954,NUP43,ortholog_one2one,ENSPPAG00000042531,NUP43,ortholog_one2one,ENSNLEG00000015334,NUP43,ortholog_one2one,ENSMICG00000006312,NUP43,ortholog_one2one,NUP43
ENSG00000120334,ENSPANG00000017171,CENPL,ortholog_one2one,ENSPPAG00000015515,CENPL,ortholog_one2one,ENSNLEG00000015305,CENPL,ortholog_one2one,ENSMICG00000002966,CENPL,ortholog_one2one,CENPL
ENSG00000120370,ENSPANG00000007228,GORAB,ortholog_one2one,ENSPPAG00000027813,GORAB,ortholog_one2one,ENSNLEG00000015118,GORAB,ortholog_one2one,ENSMICG00000033096,GORAB,ortholog_one2one,GORAB
ENSG00000120647,ENSPANG00000024681,CCDC77,ortholog_one2one,ENSPPAG00000036641,CCDC77,ortholog_one2one,ENSNLEG00000002066,CCDC77,ortholog_one2one,ENSMICG00000030562,CCDC77,ortholog_one2one,CCDC77
ENSG00000120685,ENSPANG00000000887,PROSER1,ortholog_one2one,ENSPPAG00000041489,PROSER1,ortholog_one2one,ENSNLEG00000002592,PROSER1,ortholog_one2one,ENSMICG00000010238,PROSER1,ortholog_one2one,PROSER1
ENSG00000120686,ENSPANG00000050784,UFM1,ortholog_one2one,,,,ENSNLEG00000030526,,ortholog_one2one,ENSMICG00000042483,UFM1,ortholog_one2one,UFM1
ENSG00000120686,ENSPANG00000050784,UFM1,ortholog_one2one,,,,ENSNLEG00000030526,,ortholog_one2one,ENSMICG00000042483,UFM1,ortholog_one2one,UFM1
ENSG00000121057,ENSPANG00000022318,AKAP1,ortholog_one2one,ENSPPAG00000031095,AKAP1,ortholog_one2one,ENSNLEG00000031371,AKAP1,ortholog_one2one,ENSMICG00000013586,AKAP1,ortholog_one2one,AKAP1
ENSG00000121897,ENSPANG00000001640,LIAS,ortholog_one2one,ENSPPAG00000040519,LIAS,ortholog_one2one,ENSNLEG00000036301,LIAS,ortholog_one2one,ENSMICG00000016781,LIAS,ortholog_one2one,LIAS
ENSG00000121931,ENSPANG00000006342,LRIF1,ortholog_one2one,ENSPPAG00000039930,LRIF1,ortholog_one2one,ENSNLEG00000003685,LRIF1,ortholog_one2one,ENSMICG00000031355,LRIF1,ortholog_one2one,LRIF1
ENSG00000122026,ENSPANG00000048942,,ortholog_one2one,ENSPPAG00000006462,,ortholog_one2one,ENSNLEG00000033807,,ortholog_one2one,,,,RPL21
ENSG00000122033,ENSPANG00000005047,MTIF3,ortholog_one2one,ENSPPAG00000027304,MTIF3,ortholog_one2one,ENSNLEG00000000343,MTIF3,ortholog_one2one,ENSMICG00000014777,MTIF3,ortholog_one2one,MTIF3
ENSG00000122376,,,,,,,ENSNLEG00000032748,,ortholog_one2one,ENSMICG00000029494,SHLD2,ortholog_one2one,SHLD2
ENSG00000122390,ENSPANG00000016180,NAA60,ortholog_one2one,ENSPPAG00000039652,NAA60,ortholog_one2one,ENSNLEG00000027592,,ortholog_one2one,ENSMICG00000008785,NAA60,ortholog_one2one,NAA60
ENSG00000122484,ENSPANG00000016897,RPAP2,ortholog_one2one,ENSPPAG00000035306,RPAP2,ortholog_one2one,ENSNLEG00000010446,RPAP2,ortholog_one2one,,,,RPAP2
ENSG00000122484,ENSPANG00000016897,RPAP2,ortholog_one2one,ENSPPAG00000035306,RPAP2,ortholog_one2one,ENSNLEG00000010446,RPAP2,ortholog_one2one,,,,RPAP2
ENSG00000122507,ENSPANG00000019777,BBS9,ortholog_one2one,ENSPPAG00000034117,BBS9,ortholog_one2one,ENSNLEG00000015425,BBS9,ortholog_one2one,ENSMICG00000016999,BBS9,ortholog_one2one,BBS9
ENSG00000122711,ENSPANG00000025296,SPINK4,ortholog_one2one,ENSPPAG00000023247,,ortholog_one2one,ENSNLEG00000005213,SPINK4,ortholog_one2one,ENSMICG00000042621,SPINK4,ortholog_one2one,SPINK4
ENSG00000122882,ENSPANG00000022361,ECD,ortholog_one2one,ENSPPAG00000042581,ECD,ortholog_one2one,ENSNLEG00000016547,ECD,ortholog_one2one,ENSMICG00000013871,ECD,ortholog_one2one,ECD
ENSG00000122952,ENSPANG00000022000,ZWINT,ortholog_one2one,ENSPPAG00000038915,ZWINT,ortholog_one2one,ENSNLEG00000011900,ZWINT,ortholog_one2one,ENSMICG00000008552,ZWINT,ortholog_one2one,ZWINT
ENSG00000123200,ENSPANG00000014127,ZC3H13,ortholog_one2one,ENSPPAG00000034465,ZC3H13,ortholog_one2one,ENSNLEG00000002498,ZC3H13,ortholog_one2one,ENSMICG00000014772,ZC3H13,ortholog_one2one,ZC3H13
ENSG00000123219,ENSPANG00000004271,CENPK,ortholog_one2one,ENSPPAG00000026336,CENPK,ortholog_one2one,ENSNLEG00000028714,CENPK,ortholog_one2one,ENSMICG00000015204,CENPK,ortholog_one2one,CENPK
ENSG00000123395,ENSPANG00000012629,ATG101,ortholog_one2one,ENSPPAG00000027593,ATG101,ortholog_one2one,ENSNLEG00000017762,ATG101,ortholog_one2one,ENSMICG00000016818,ATG101,ortholog_one2one,ATG101
ENSG00000123485,ENSPANG00000015124,HJURP,ortholog_one2one,ENSPPAG00000037468,HJURP,ortholog_one2one,ENSNLEG00000008476,HJURP,ortholog_one2one,ENSMICG00000014679,HJURP,ortholog_one2one,HJURP
ENSG00000124160,ENSPANG00000007531,NCOA5,ortholog_one2one,ENSPPAG00000039336,NCOA5,ortholog_one2one,ENSNLEG00000035499,NCOA5,ortholog_one2one,ENSMICG00000043892,NCOA5,ortholog_one2one,NCOA5
ENSG00000124172,ENSPANG00000048306,ATP5F1E,ortholog_one2one,ENSPPAG00000017445,ATP5F1E,ortholog_one2one,ENSNLEG00000018656,ATP5F1E,ortholog_one2one,ENSMICG00000014899,ATP5F1E,ortholog_one2one,ATP5F1E
ENSG00000124541,ENSPANG00000025140,RRP36,ortholog_one2one,ENSPPAG00000042831,,ortholog_one2one,ENSNLEG00000033289,RRP36,ortholog_one2one,ENSMICG00000045230,RRP36,ortholog_one2one,RRP36
ENSG00000124615,ENSPANG00000017007,MOCS1,ortholog_one2one,ENSPPAG00000042908,MOCS1,ortholog_one2one,ENSNLEG00000000514,MOCS1,ortholog_one2one,ENSMICG00000009073,MOCS1,ortholog_one2one,MOCS1
ENSG00000124688,ENSPANG00000020360,MAD2L1BP,ortholog_one2one,ENSPPAG00000041364,MAD2L1BP,ortholog_one2one,ENSNLEG00000033665,MAD2L1BP,ortholog_one2one,ENSMICG00000005055,MAD2L1BP,ortholog_one2one,MAD2L1BP
ENSG00000124713,ENSPANG00000022693,GNMT,ortholog_one2one,ENSPPAG00000000924,GNMT,ortholog_one2one,ENSNLEG00000030090,GNMT,ortholog_one2one,ENSMICG00000008225,GNMT,ortholog_one2one,GNMT
ENSG00000124787,ENSPANG00000017865,RPP40,ortholog_one2one,ENSPPAG00000023703,RPP40,ortholog_one2one,ENSNLEG00000034397,RPP40,ortholog_one2one,ENSMICG00000003297,RPP40,ortholog_one2one,RPP40
ENSG00000124795,,,,ENSPPAG00000029381,DEK,ortholog_one2one,ENSNLEG00000001663,DEK,ortholog_one2one,ENSMICG00000015469,DEK,ortholog_one2one,DEK
ENSG00000124795,,,,ENSPPAG00000029381,DEK,ortholog_one2one,ENSNLEG00000001663,DEK,ortholog_one2one,ENSMICG00000015469,DEK,ortholog_one2one,DEK
ENSG00000124795,,,,ENSPPAG00000029381,DEK,ortholog_one2one,ENSNLEG00000001663,DEK,ortholog_one2one,ENSMICG00000015469,DEK,ortholog_one2one,DEK
ENSG00000124802,ENSPANG00000018352,EEF1E1,ortholog_one2one,ENSPPAG00000035045,EEF1E1,ortholog_one2one,ENSNLEG00000035609,EEF1E1,ortholog_one2one,ENSMICG00000012636,EEF1E1,ortholog_one2one,EEF1E1
ENSG00000125355,ENSPANG00000007810,TMEM255A,ortholog_one2one,ENSPPAG00000035961,TMEM255A,ortholog_one2one,ENSNLEG00000014936,TMEM255A,ortholog_one2one,ENSMICG00000014354,TMEM255A,ortholog_one2one,TMEM255A
ENSG00000125356,,,,ENSPPAG00000027878,NDUFA1,ortholog_one2one,ENSNLEG00000030961,NDUFA1,ortholog_one2one,,,,NDUFA1
ENSG00000125356,,,,ENSPPAG00000027878,NDUFA1,ortholog_one2one,ENSNLEG00000030961,NDUFA1,ortholog_one2one,,,,NDUFA1
ENSG00000125356,,,,ENSPPAG00000027878,NDUFA1,ortholog_one2one,ENSNLEG00000030961,NDUFA1,ortholog_one2one,,,,NDUFA1
ENSG00000125356,,,,ENSPPAG00000027878,NDUFA1,ortholog_one2one,ENSNLEG00000030961,NDUFA1,ortholog_one2one,,,,NDUFA1
ENSG00000125449,ENSPANG00000020201,ARMC7,ortholog_one2one,ENSPPAG00000043980,ARMC7,ortholog_one2one,ENSNLEG00000000591,ARMC7,ortholog_one2one,ENSMICG00000043029,ARMC7,ortholog_one2one,ARMC7
ENSG00000125450,ENSPANG00000020187,NUP85,ortholog_one2one,ENSPPAG00000017632,NUP85,ortholog_one2one,ENSNLEG00000000651,NUP85,ortholog_one2one,ENSMICG00000007562,NUP85,ortholog_one2one,NUP85
ENSG00000125484,ENSPANG00000026029,GTF3C4,ortholog_one2one,ENSPPAG00000014319,GTF3C4,ortholog_one2one,ENSNLEG00000012911,GTF3C4,ortholog_one2one,ENSMICG00000030831,GTF3C4,ortholog_one2one,GTF3C4
ENSG00000125652,ENSPANG00000035776,ALKBH7,ortholog_one2one,ENSPPAG00000028564,ALKBH7,ortholog_one2one,,,,ENSMICG00000006288,ALKBH7,ortholog_one2one,ALKBH7
ENSG00000125656,ENSPANG00000047270,CLPP,ortholog_one2one,ENSPPAG00000041016,CLPP,ortholog_one2one,,,,,,,CLPP
ENSG00000125656,ENSPANG00000047270,CLPP,ortholog_one2one,ENSPPAG00000041016,CLPP,ortholog_one2one,,,,,,,CLPP
ENSG00000125656,ENSPANG00000047270,CLPP,ortholog_one2one,ENSPPAG00000041016,CLPP,ortholog_one2one,,,,,,,CLPP
ENSG00000125741,ENSPANG00000031982,OPA3,ortholog_one2one,ENSPPAG00000040725,,ortholog_one2one,ENSNLEG00000002240,,ortholog_one2one,ENSMICG00000046590,OPA3,ortholog_one2one,OPA3
ENSG00000125743,ENSPANG00000008802,SNRPD2,ortholog_one2one,ENSPPAG00000038031,SNRPD2,ortholog_one2one,ENSNLEG00000002274,SNRPD2,ortholog_one2one,ENSMICG00000031545,SNRPD2,ortholog_one2one,SNRPD2
ENSG00000125877,ENSPANG00000037644,ITPA,ortholog_one2one,ENSPPAG00000035696,ITPA,ortholog_one2one,ENSNLEG00000007585,ITPA,ortholog_one2one,ENSMICG00000013833,ITPA,ortholog_one2one,ITPA
ENSG00000125995,ENSPANG00000032657,ROMO1,ortholog_one2one,ENSPPAG00000025981,ROMO1,ortholog_one2one,ENSNLEG00000010345,ROMO1,ortholog_one2one,ENSMICG00000035318,ROMO1,ortholog_one2one,ROMO1
ENSG00000126106,ENSPANG00000029507,TMEM53,ortholog_one2one,ENSPPAG00000031119,TMEM53,ortholog_one2one,ENSNLEG00000014099,TMEM53,ortholog_one2one,ENSMICG00000013691,TMEM53,ortholog_one2one,TMEM53
ENSG00000126107,ENSPANG00000022037,HECTD3,ortholog_one2one,ENSPPAG00000015272,HECTD3,ortholog_one2one,ENSNLEG00000014243,HECTD3,ortholog_one2one,ENSMICG00000010322,HECTD3,ortholog_one2one,HECTD3
ENSG00000126226,ENSPANG00000015796,PCID2,ortholog_one2one,ENSPPAG00000039673,PCID2,ortholog_one2one,ENSNLEG00000000552,PCID2,ortholog_one2one,ENSMICG00000028127,PCID2,ortholog_one2one,PCID2
ENSG00000126246,ENSPANG00000032363,IGFLR1,ortholog_one2one,ENSPPAG00000043269,,ortholog_one2one,ENSNLEG00000011322,IGFLR1,ortholog_one2one,ENSMICG00000032696,IGFLR1,ortholog_one2one,IGFLR1
ENSG00000126264,ENSPANG00000025199,HCST,ortholog_one2one,ENSPPAG00000034831,HCST,ortholog_one2one,ENSNLEG00000011589,HCST,ortholog_one2one,ENSMICG00000028917,HCST,ortholog_one2one,HCST
ENSG00000126432,ENSPANG00000033997,PRDX5,ortholog_one2one,ENSPPAG00000031356,PRDX5,ortholog_one2one,ENSNLEG00000005003,,ortholog_one2one,ENSMICG00000016988,PRDX5,ortholog_one2one,PRDX5
ENSG00000126524,ENSPANG00000004078,SBDS,ortholog_one2one,,,,ENSNLEG00000013288,SBDS,ortholog_one2one,ENSMICG00000014366,SBDS,ortholog_one2one,SBDS
ENSG00000126756,ENSPANG00000008541,UXT,ortholog_one2one,ENSPPAG00000029051,UXT,ortholog_one2one,ENSNLEG00000028907,UXT,ortholog_one2one,ENSMICG00000016263,UXT,ortholog_one2one,UXT
ENSG00000126970,ENSPANG00000049119,,ortholog_one2one,ENSPPAG00000039016,ZC4H2,ortholog_one2one,ENSNLEG00000032937,ZC4H2,ortholog_one2one,ENSMICG00000031226,ZC4H2,ortholog_one2one,ZC4H2
ENSG00000127419,ENSPANG00000020176,TMEM175,ortholog_one2one,ENSPPAG00000001209,TMEM175,ortholog_one2one,ENSNLEG00000030422,,ortholog_one2one,ENSMICG00000029354,TMEM175,ortholog_one2one,TMEM175
ENSG00000127554,ENSPANG00000046545,,ortholog_one2one,ENSPPAG00000019230,GFER,ortholog_one2one,ENSNLEG00000008975,GFER,ortholog_one2one,ENSMICG00000027083,GFER,ortholog_one2one,GFER
ENSG00000127586,,,,ENSPPAG00000028087,CHTF18,ortholog_one2one,ENSNLEG00000008429,,ortholog_one2one,ENSMICG00000017562,CHTF18,ortholog_one2one,CHTF18
ENSG00000127993,ENSPANG00000020591,RBM48,ortholog_one2one,ENSPPAG00000038032,RBM48,ortholog_one2one,ENSNLEG00000015330,RBM48,ortholog_one2one,,,,RBM48
ENSG00000127993,ENSPANG00000020591,RBM48,ortholog_one2one,ENSPPAG00000038032,RBM48,ortholog_one2one,ENSNLEG00000015330,RBM48,ortholog_one2one,,,,RBM48
ENSG00000128342,ENSPANG00000050022,LIF,ortholog_one2one,ENSPPAG00000012787,LIF,ortholog_one2one,ENSNLEG00000003520,LIF,ortholog_one2one,ENSMICG00000032126,LIF,ortholog_one2one,LIF
ENSG00000128463,ENSPANG00000019858,EMC4,ortholog_one2one,ENSPPAG00000032167,EMC4,ortholog_one2one,ENSNLEG00000010823,EMC4,ortholog_one2one,,,,EMC4
ENSG00000128463,ENSPANG00000019858,EMC4,ortholog_one2one,ENSPPAG00000032167,EMC4,ortholog_one2one,ENSNLEG00000010823,EMC4,ortholog_one2one,,,,EMC4
ENSG00000128513,ENSPANG00000020726,POT1,ortholog_one2one,ENSPPAG00000037505,POT1,ortholog_one2one,ENSNLEG00000012201,POT1,ortholog_one2one,ENSMICG00000035779,POT1,ortholog_one2one,POT1
ENSG00000128791,ENSPANG00000007236,TWSG1,ortholog_one2one,ENSPPAG00000028505,TWSG1,ortholog_one2one,ENSNLEG00000006949,TWSG1,ortholog_one2one,ENSMICG00000036913,TWSG1,ortholog_one2one,TWSG1
ENSG00000128891,ENSPANG00000019381,CCDC32,ortholog_one2one,ENSPPAG00000036607,,ortholog_one2one,ENSNLEG00000034409,CCDC32,ortholog_one2one,ENSMICG00000008817,CCDC32,ortholog_one2one,CCDC32
ENSG00000128915,,,,ENSPPAG00000004647,ICE2,ortholog_one2one,ENSNLEG00000011832,ICE2,ortholog_one2one,ENSMICG00000043974,ICE2,ortholog_one2one,ICE2
ENSG00000128915,,,,ENSPPAG00000004647,ICE2,ortholog_one2one,ENSNLEG00000011832,ICE2,ortholog_one2one,ENSMICG00000043974,ICE2,ortholog_one2one,ICE2
ENSG00000129128,ENSPANG00000005000,SPCS3,ortholog_one2one,ENSPPAG00000035990,,ortholog_one2one,ENSNLEG00000016805,,ortholog_one2one,ENSMICG00000045665,SPCS3,ortholog_one2one,SPCS3
ENSG00000129347,ENSPANG00000022951,KRI1,ortholog_one2one,ENSPPAG00000040241,KRI1,ortholog_one2one,ENSNLEG00000012256,,ortholog_one2one,ENSMICG00000009591,KRI1,ortholog_one2one,KRI1
ENSG00000129673,ENSPANG00000020034,AANAT,ortholog_one2one,ENSPPAG00000042927,AANAT,ortholog_one2one,ENSNLEG00000002451,AANAT,ortholog_one2one,ENSMICG00000047145,AANAT,ortholog_one2one,AANAT
ENSG00000129933,ENSPANG00000002876,MAU2,ortholog_one2one,ENSPPAG00000032359,MAU2,ortholog_one2one,ENSNLEG00000026855,MAU2,ortholog_one2one,ENSMICG00000015603,MAU2,ortholog_one2one,MAU2
ENSG00000130023,ENSPANG00000005066,,ortholog_one2one,ENSPPAG00000041843,ERMARD,ortholog_one2one,ENSNLEG00000000248,ERMARD,ortholog_one2one,ENSMICG00000013232,ERMARD,ortholog_one2one,ERMARD
ENSG00000130165,ENSPANG00000018993,ELOF1,ortholog_one2one,ENSPPAG00000039662,,ortholog_one2one,ENSNLEG00000034399,,ortholog_one2one,ENSMICG00000011684,ELOF1,ortholog_one2one,ELOF1
ENSG00000130193,ENSPANG00000040916,THEM6,ortholog_one2one,ENSPPAG00000043629,THEM6,ortholog_one2one,ENSNLEG00000001298,THEM6,ortholog_one2one,ENSMICG00000027716,THEM6,ortholog_one2one,THEM6
ENSG00000130303,ENSPANG00000001190,BST2,ortholog_one2one,ENSPPAG00000035052,BST2,ortholog_one2one,ENSNLEG00000005767,,ortholog_one2one,,,,BST2
ENSG00000130311,ENSPANG00000015034,DDA1,ortholog_one2one,ENSPPAG00000041026,DDA1,ortholog_one2one,ENSNLEG00000028594,DDA1,ortholog_one2one,,,,DDA1
ENSG00000130311,ENSPANG00000015034,DDA1,ortholog_one2one,ENSPPAG00000041026,DDA1,ortholog_one2one,ENSNLEG00000028594,DDA1,ortholog_one2one,,,,DDA1
ENSG00000130313,ENSPANG00000004444,PGLS,ortholog_one2one,ENSPPAG00000027380,PGLS,ortholog_one2one,ENSNLEG00000005794,PGLS,ortholog_one2one,ENSMICG00000037868,PGLS,ortholog_one2one,PGLS
ENSG00000130396,ENSPANG00000022297,AFDN,ortholog_one2one,ENSPPAG00000018981,AFDN,ortholog_one2one,ENSNLEG00000000333,AFDN,ortholog_one2one,ENSMICG00000003571,AFDN,ortholog_one2one,AFDN
ENSG00000130528,ENSPANG00000031499,HRC,ortholog_one2one,ENSPPAG00000031502,HRC,ortholog_one2one,ENSNLEG00000004990,HRC,ortholog_one2one,ENSMICG00000047576,HRC,ortholog_one2one,HRC
ENSG00000130725,ENSPANG00000012027,UBE2M,ortholog_one2one,ENSPPAG00000032421,UBE2M,ortholog_one2one,,,,ENSMICG00000047182,UBE2M,ortholog_one2one,UBE2M
ENSG00000130731,,,,ENSPPAG00000036892,,ortholog_one2one,ENSNLEG00000008112,,ortholog_one2one,ENSMICG00000017041,METTL26,ortholog_one2one,METTL26
ENSG00000130748,ENSPANG00000004010,TMEM160,ortholog_one2one,ENSPPAG00000029903,,ortholog_one2one,ENSNLEG00000002960,TMEM160,ortholog_one2one,ENSMICG00000035539,TMEM160,ortholog_one2one,TMEM160
ENSG00000130811,,,,ENSPPAG00000027888,EIF3G,ortholog_one2one,ENSNLEG00000012067,EIF3G,ortholog_one2one,ENSMICG00000006936,EIF3G,ortholog_one2one,EIF3G
ENSG00000131061,ENSPANG00000018096,ZNF341,ortholog_one2one,ENSPPAG00000037384,ZNF341,ortholog_one2one,ENSNLEG00000010013,ZNF341,ortholog_one2one,ENSMICG00000047832,ZNF341,ortholog_one2one,ZNF341
ENSG00000131470,ENSPANG00000021418,PSMC3IP,ortholog_one2one,ENSPPAG00000029924,PSMC3IP,ortholog_one2one,ENSNLEG00000011650,,ortholog_one2one,ENSMICG00000010266,PSMC3IP,ortholog_one2one,PSMC3IP
