Gene stable ID,Ryukyu mouse gene stable ID,Ryukyu mouse gene name,Ryukyu mouse homology type,Algerian mouse gene stable ID,Algerian mouse gene name,Algerian mouse homology type,Shrew mouse gene stable ID,Shrew mouse gene name,Shrew mouse homology type,Gene name
ENSMUSG00000022814,MGP_CAROLIEiJ_G0020694,Umps,ortholog_one2one,MGP_SPRETEiJ_G0021590,Umps,ortholog_one2one,MGP_PahariEiJ_G0016397,Umps,ortholog_one2one,Umps
ENSMUSG00000022827,MGP_CAROLIEiJ_G0020728,Rabl3,ortholog_one2one,MGP_SPRETEiJ_G0021628,Rabl3,ortholog_one2one,MGP_PahariEiJ_G0016429,Rabl3,ortholog_one2one,Rabl3
ENSMUSG00000022828,MGP_CAROLIEiJ_G0020727,,ortholog_one2one,MGP_SPRETEiJ_G0021627,Gtf2e1,ortholog_one2one,MGP_PahariEiJ_G0016428,Gtf2e1,ortholog_one2one,Gtf2e1
ENSMUSG00000022890,MGP_CAROLIEiJ_G0020890,Atp5pf,ortholog_one2one,MGP_SPRETEiJ_G0021795,Atp5pf,ortholog_one2one,MGP_PahariEiJ_G0016594,Atp5pf,ortholog_one2one,Atp5pf
ENSMUSG00000022956,MGP_CAROLIEiJ_G0020967,Atp5po,ortholog_one2one,MGP_SPRETEiJ_G0021873,Atp5po,ortholog_one2one,MGP_PahariEiJ_G0016672,Atp5po,ortholog_one2one,Atp5po
ENSMUSG00000022961,MGP_CAROLIEiJ_G0020965,Son,ortholog_one2one,MGP_SPRETEiJ_G0021871,Son,ortholog_one2one,MGP_PahariEiJ_G0016670,Son,ortholog_one2one,Son
ENSMUSG00000022962,MGP_CAROLIEiJ_G0020964,Gart,ortholog_one2one,MGP_SPRETEiJ_G0021870,,ortholog_one2one,MGP_PahariEiJ_G0016669,Gart,ortholog_one2one,Gart
ENSMUSG00000022972,MGP_CAROLIEiJ_G0020950,Cfap298,ortholog_one2one,MGP_SPRETEiJ_G0021856,Cfap298,ortholog_one2one,MGP_PahariEiJ_G0016655,Cfap298,ortholog_one2one,Cfap298
ENSMUSG00000022993,MGP_CAROLIEiJ_G0020237,Spmip11,ortholog_one2one,MGP_SPRETEiJ_G0021134,Spmip11,ortholog_one2one,MGP_PahariEiJ_G0020240,Spmip11,ortholog_one2one,Spmip11
ENSMUSG00000023052,MGP_CAROLIEiJ_G0020357,Npff,ortholog_one2one,MGP_SPRETEiJ_G0021250,Npff,ortholog_one2one,MGP_PahariEiJ_G0020356,Npff,ortholog_one2one,Npff
ENSMUSG00000023072,MGP_CAROLIEiJ_G0029585,Cep89,ortholog_one2one,MGP_SPRETEiJ_G0030684,Cep89,ortholog_one2one,MGP_PahariEiJ_G0012819,Cep89,ortholog_one2one,Cep89
ENSMUSG00000023089,MGP_CAROLIEiJ_G0028142,Ndufa5,ortholog_one2one,MGP_SPRETEiJ_G0029142,Ndufa5,ortholog_one2one,MGP_PahariEiJ_G0021898,Ndufa5,ortholog_one2one,Ndufa5
ENSMUSG00000023118,MGP_CAROLIEiJ_G0029267,Sympk,ortholog_one2one,MGP_SPRETEiJ_G0030351,,ortholog_one2one,MGP_PahariEiJ_G0021127,Sympk,ortholog_one2one,Sympk
ENSMUSG00000023153,MGP_CAROLIEiJ_G0026890,Tmem52,ortholog_one2one,MGP_SPRETEiJ_G0027883,Tmem52,ortholog_one2one,MGP_PahariEiJ_G0029238,Tmem52,ortholog_one2one,Tmem52
ENSMUSG00000023170,MGP_CAROLIEiJ_G0016604,Gps2,ortholog_one2one,MGP_SPRETEiJ_G0017440,Gps2,ortholog_one2one,MGP_PahariEiJ_G0017735,Gps2,ortholog_one2one,Gps2
ENSMUSG00000023235,MGP_CAROLIEiJ_G0030799,,ortholog_one2one,MGP_SPRETEiJ_G0031907,Ccl25,ortholog_one2one,MGP_PahariEiJ_G0021262,,ortholog_one2one,Ccl25
ENSMUSG00000023456,MGP_CAROLIEiJ_G0028853,Tpi1,ortholog_one2one,MGP_SPRETEiJ_G0029895,,ortholog_one2one,MGP_PahariEiJ_G0022613,Tpi1,ortholog_one2one,Tpi1
ENSMUSG00000023505,MGP_CAROLIEiJ_G0028855,Cdca3,ortholog_one2one,MGP_SPRETEiJ_G0029897,Cdca3,ortholog_one2one,MGP_PahariEiJ_G0022615,Cdca3,ortholog_one2one,Cdca3
ENSMUSG00000023572,MGP_CAROLIEiJ_G0024178,Ccndbp1,ortholog_one2one,MGP_SPRETEiJ_G0025094,Ccndbp1,ortholog_one2one,MGP_PahariEiJ_G0025620,,ortholog_one2one,Ccndbp1
ENSMUSG00000023791,MGP_CAROLIEiJ_G0020662,,ortholog_one2one,MGP_SPRETEiJ_G0021558,Pigx,ortholog_one2one,MGP_PahariEiJ_G0016366,Pigx,ortholog_one2one,Pigx
ENSMUSG00000023904,MGP_CAROLIEiJ_G0021151,Hcfc1r1,ortholog_one2one,MGP_SPRETEiJ_G0022061,Hcfc1r1,ortholog_one2one,MGP_PahariEiJ_G0023468,Hcfc1r1,ortholog_one2one,Hcfc1r1
ENSMUSG00000023919,MGP_CAROLIEiJ_G0021619,Cenpq,ortholog_one2one,MGP_SPRETEiJ_G0022531,Cenpq,ortholog_one2one,MGP_PahariEiJ_G0020611,Cenpq,ortholog_one2one,Cenpq
ENSMUSG00000023949,MGP_CAROLIEiJ_G0021644,Tcte1,ortholog_one2one,MGP_SPRETEiJ_G0022556,Tcte1,ortholog_one2one,MGP_PahariEiJ_G0020636,Tcte1,ortholog_one2one,Tcte1
ENSMUSG00000023988,MGP_CAROLIEiJ_G0021703,Bysl,ortholog_one2one,MGP_SPRETEiJ_G0022615,Bysl,ortholog_one2one,MGP_PahariEiJ_G0020693,Bysl,ortholog_one2one,Bysl
ENSMUSG00000023994,MGP_CAROLIEiJ_G0021725,Nfya,ortholog_one2one,MGP_SPRETEiJ_G0022637,Nfya,ortholog_one2one,MGP_PahariEiJ_G0020714,Nfya,ortholog_one2one,Nfya
ENSMUSG00000024018,MGP_CAROLIEiJ_G0021351,Ccdc167,ortholog_one2one,MGP_SPRETEiJ_G0022265,Ccdc167,ortholog_one2one,MGP_PahariEiJ_G0023670,Ccdc167,ortholog_one2one,Ccdc167
ENSMUSG00000024038,MGP_CAROLIEiJ_G0021369,Ndufv3,ortholog_one2one,MGP_SPRETEiJ_G0022283,Ndufv3,ortholog_one2one,MGP_PahariEiJ_G0023688,Ndufv3,ortholog_one2one,Ndufv3
ENSMUSG00000024081,MGP_CAROLIEiJ_G0021891,,ortholog_one2one,MGP_SPRETEiJ_G0022806,Cebpz,ortholog_one2one,MGP_PahariEiJ_G0020880,,ortholog_one2one,Cebpz
ENSMUSG00000024082,MGP_CAROLIEiJ_G0021892,,ortholog_one2one,MGP_SPRETEiJ_G0022807,Ndufaf7,ortholog_one2one,MGP_PahariEiJ_G0020881,Ndufaf7,ortholog_one2one,Ndufaf7
ENSMUSG00000024096,MGP_CAROLIEiJ_G0021832,Ralbp1,ortholog_one2one,MGP_SPRETEiJ_G0022743,Ralbp1,ortholog_one2one,MGP_PahariEiJ_G0020819,Ralbp1,ortholog_one2one,Ralbp1
ENSMUSG00000024142,MGP_CAROLIEiJ_G0021187,Mlst8,ortholog_one2one,MGP_SPRETEiJ_G0022097,Mlst8,ortholog_one2one,MGP_PahariEiJ_G0023503,Mlst8,ortholog_one2one,Mlst8
ENSMUSG00000024145,MGP_CAROLIEiJ_G0021941,Pigf,ortholog_one2one,MGP_SPRETEiJ_G0022857,Pigf,ortholog_one2one,MGP_PahariEiJ_G0020931,Pigf,ortholog_one2one,Pigf
ENSMUSG00000024251,MGP_CAROLIEiJ_G0021922,Thada,ortholog_one2one,MGP_SPRETEiJ_G0022838,Thada,ortholog_one2one,MGP_PahariEiJ_G0020912,Thada,ortholog_one2one,Thada
ENSMUSG00000024258,MGP_CAROLIEiJ_G0022066,Polr2d,ortholog_one2one,MGP_SPRETEiJ_G0022977,Polr2d,ortholog_one2one,MGP_PahariEiJ_G0018800,Polr2d,ortholog_one2one,Polr2d
ENSMUSG00000024259,MGP_CAROLIEiJ_G0022062,Slc25a46,ortholog_one2one,MGP_SPRETEiJ_G0022973,Slc25a46,ortholog_one2one,MGP_PahariEiJ_G0018796,Slc25a46,ortholog_one2one,Slc25a46
ENSMUSG00000024269,MGP_CAROLIEiJ_G0022056,Tpgs2,ortholog_one2one,MGP_SPRETEiJ_G0022967,Tpgs2,ortholog_one2one,MGP_PahariEiJ_G0018790,Tpgs2,ortholog_one2one,Tpgs2
ENSMUSG00000024271,MGP_CAROLIEiJ_G0022052,Elp2,ortholog_one2one,MGP_SPRETEiJ_G0022963,Elp2,ortholog_one2one,MGP_PahariEiJ_G0018786,Elp2,ortholog_one2one,Elp2
ENSMUSG00000024283,MGP_CAROLIEiJ_G0021982,Wac,ortholog_one2one,MGP_SPRETEiJ_G0022898,Wac,ortholog_one2one,MGP_PahariEiJ_G0018720,Wac,ortholog_one2one,Wac
ENSMUSG00000024309,MGP_CAROLIEiJ_G0021425,Pfdn6,ortholog_one2one,MGP_SPRETEiJ_G0022337,Pfdn6,ortholog_one2one,MGP_PahariEiJ_G0020430,Pfdn6,ortholog_one2one,Pfdn6
ENSMUSG00000024312,MGP_CAROLIEiJ_G0021426,Wdr46,ortholog_one2one,MGP_SPRETEiJ_G0022338,Wdr46,ortholog_one2one,MGP_PahariEiJ_G0020431,Wdr46,ortholog_one2one,Wdr46
ENSMUSG00000024346,MGP_CAROLIEiJ_G0022124,Pfdn1,ortholog_one2one,MGP_SPRETEiJ_G0023036,Pfdn1,ortholog_one2one,MGP_PahariEiJ_G0018858,Pfdn1,ortholog_one2one,Pfdn1
ENSMUSG00000024360,MGP_CAROLIEiJ_G0022102,Etf1,ortholog_one2one,MGP_SPRETEiJ_G0023014,Etf1,ortholog_one2one,MGP_PahariEiJ_G0018836,Etf1,ortholog_one2one,Etf1
ENSMUSG00000024365,MGP_CAROLIEiJ_G0021473,Cyp21a1,ortholog_one2one,MGP_SPRETEiJ_G0022380,,ortholog_one2one,MGP_PahariEiJ_G0020468,Cyp21a1,ortholog_one2one,Cyp21a1
ENSMUSG00000024369,MGP_CAROLIEiJ_G0021478,Nelfe,ortholog_one2one,MGP_SPRETEiJ_G0022383,Nelfe,ortholog_one2one,MGP_PahariEiJ_G0020473,Nelfe,ortholog_one2one,Nelfe
ENSMUSG00000024387,MGP_CAROLIEiJ_G0021505,Csnk2b,ortholog_one2one,MGP_SPRETEiJ_G0022410,Csnk2b,ortholog_one2one,MGP_PahariEiJ_G0020500,,ortholog_one2one,Csnk2b
ENSMUSG00000024391,MGP_CAROLIEiJ_G0021508,Apom,ortholog_one2one,MGP_SPRETEiJ_G0022413,Apom,ortholog_one2one,MGP_PahariEiJ_G0020503,Apom,ortholog_one2one,Apom
ENSMUSG00000024410,MGP_CAROLIEiJ_G0022002,Rmc1,ortholog_one2one,MGP_SPRETEiJ_G0022917,Rmc1,ortholog_one2one,MGP_PahariEiJ_G0018740,Rmc1,ortholog_one2one,Rmc1
ENSMUSG00000024414,MGP_CAROLIEiJ_G0016989,Mrpl27,ortholog_one2one,MGP_SPRETEiJ_G0017835,Mrpl27,ortholog_one2one,MGP_PahariEiJ_G0018120,Mrpl27,ortholog_one2one,Mrpl27
ENSMUSG00000024436,MGP_CAROLIEiJ_G0021541,Mrps18b,ortholog_one2one,MGP_SPRETEiJ_G0022448,Mrps18b,ortholog_one2one,MGP_PahariEiJ_G0020535,Mrps18b,ortholog_one2one,Mrps18b
ENSMUSG00000024472,MGP_CAROLIEiJ_G0022246,Dcp2,ortholog_one2one,MGP_SPRETEiJ_G0023158,Dcp2,ortholog_one2one,MGP_PahariEiJ_G0018979,Dcp2,ortholog_one2one,Dcp2
ENSMUSG00000024505,MGP_CAROLIEiJ_G0022263,Dtwd2,ortholog_one2one,MGP_SPRETEiJ_G0023175,Dtwd2,ortholog_one2one,MGP_PahariEiJ_G0018996,Dtwd2,ortholog_one2one,Dtwd2
ENSMUSG00000024537,MGP_CAROLIEiJ_G0022372,Psmg2,ortholog_one2one,MGP_SPRETEiJ_G0023284,Psmg2,ortholog_one2one,MGP_PahariEiJ_G0019101,Psmg2,ortholog_one2one,Psmg2
ENSMUSG00000024668,MGP_CAROLIEiJ_G0022689,Sdhaf2,ortholog_one2one,MGP_SPRETEiJ_G0023603,Sdhaf2,ortholog_one2one,MGP_PahariEiJ_G0014183,Sdhaf2,ortholog_one2one,Sdhaf2
ENSMUSG00000024683,MGP_CAROLIEiJ_G0022733,Mrpl16,ortholog_one2one,MGP_SPRETEiJ_G0023648,Mrpl16,ortholog_one2one,MGP_PahariEiJ_G0014227,Mrpl16,ortholog_one2one,Mrpl16
ENSMUSG00000024784,MGP_CAROLIEiJ_G0022600,Gpha2,ortholog_one2one,MGP_SPRETEiJ_G0023511,Gpha2,ortholog_one2one,MGP_PahariEiJ_G0014094,Gpha2,ortholog_one2one,Gpha2
ENSMUSG00000024791,MGP_CAROLIEiJ_G0022593,Cdca5,ortholog_one2one,MGP_SPRETEiJ_G0023504,Cdca5,ortholog_one2one,MGP_PahariEiJ_G0014087,Cdca5,ortholog_one2one,Cdca5
ENSMUSG00000024792,MGP_CAROLIEiJ_G0022592,Zfpl1,ortholog_one2one,MGP_SPRETEiJ_G0023503,Zfpl1,ortholog_one2one,MGP_PahariEiJ_G0014086,Zfpl1,ortholog_one2one,Zfpl1
ENSMUSG00000024829,MGP_CAROLIEiJ_G0022464,Mrpl21,ortholog_one2one,,,,MGP_PahariEiJ_G0013961,Mrpl21,ortholog_one2one,Mrpl21
ENSMUSG00000024841,MGP_CAROLIEiJ_G0022544,Eif1ad,ortholog_one2one,MGP_SPRETEiJ_G0023458,Eif1ad,ortholog_one2one,MGP_PahariEiJ_G0014041,Eif1ad,ortholog_one2one,Eif1ad
ENSMUSG00000024853,MGP_CAROLIEiJ_G0022539,Sf3b2,ortholog_one2one,MGP_SPRETEiJ_G0023453,Sf3b2,ortholog_one2one,MGP_PahariEiJ_G0014036,Sf3b2,ortholog_one2one,Sf3b2
ENSMUSG00000024906,MGP_CAROLIEiJ_G0022554,Mus81,ortholog_one2one,MGP_SPRETEiJ_G0023468,Mus81,ortholog_one2one,MGP_PahariEiJ_G0014051,Mus81,ortholog_one2one,Mus81
ENSMUSG00000024911,MGP_CAROLIEiJ_G0022551,Fibp,ortholog_one2one,MGP_SPRETEiJ_G0023465,Fibp,ortholog_one2one,MGP_PahariEiJ_G0014048,Fibp,ortholog_one2one,Fibp
ENSMUSG00000024953,MGP_CAROLIEiJ_G0022614,,ortholog_one2one,MGP_SPRETEiJ_G0023525,Prdx5,ortholog_one2one,MGP_PahariEiJ_G0014108,,ortholog_one2one,Prdx5
ENSMUSG00000024959,MGP_CAROLIEiJ_G0022620,Bad,ortholog_one2one,MGP_SPRETEiJ_G0023531,Bad,ortholog_one2one,MGP_PahariEiJ_G0014114,Bad,ortholog_one2one,Bad
ENSMUSG00000024975,MGP_CAROLIEiJ_G0023076,Pdcd4,ortholog_one2one,MGP_SPRETEiJ_G0023997,Pdcd4,ortholog_one2one,MGP_PahariEiJ_G0014564,Pdcd4,ortholog_one2one,Pdcd4
ENSMUSG00000024986,MGP_CAROLIEiJ_G0022915,Hhex,ortholog_one2one,MGP_SPRETEiJ_G0023833,Hhex,ortholog_one2one,MGP_PahariEiJ_G0014408,Hhex,ortholog_one2one,Hhex
ENSMUSG00000024989,MGP_CAROLIEiJ_G0022920,Cep55,ortholog_one2one,MGP_SPRETEiJ_G0023838,Cep55,ortholog_one2one,MGP_PahariEiJ_G0014413,Cep55,ortholog_one2one,Cep55
ENSMUSG00000025047,MGP_CAROLIEiJ_G0023050,Pdcd11,ortholog_one2one,MGP_SPRETEiJ_G0023971,Pdcd11,ortholog_one2one,MGP_PahariEiJ_G0014540,Pdcd11,ortholog_one2one,Pdcd11
ENSMUSG00000025078,MGP_CAROLIEiJ_G0023092,Nhlrc2,ortholog_one2one,MGP_SPRETEiJ_G0024013,Nhlrc2,ortholog_one2one,MGP_PahariEiJ_G0014580,Nhlrc2,ortholog_one2one,Nhlrc2
ENSMUSG00000025102,MGP_CAROLIEiJ_G0029927,3110040N11Rik,ortholog_one2one,MGP_SPRETEiJ_G0031029,3110040N11Rik,ortholog_one2one,MGP_PahariEiJ_G0013149,3110040N11Rik,ortholog_one2one,3110040N11Rik
ENSMUSG00000025144,MGP_CAROLIEiJ_G0017539,Cenpx,ortholog_one2one,MGP_SPRETEiJ_G0018383,Cenpx,ortholog_one2one,,,,Cenpx
ENSMUSG00000025157,MGP_CAROLIEiJ_G0022960,Zdhhc16,ortholog_one2one,MGP_SPRETEiJ_G0023881,Zdhhc16,ortholog_one2one,MGP_PahariEiJ_G0014450,Zdhhc16,ortholog_one2one,Zdhhc16
ENSMUSG00000025169,MGP_CAROLIEiJ_G0017557,,ortholog_one2one,MGP_SPRETEiJ_G0018401,Ogfod3,ortholog_one2one,MGP_PahariEiJ_G0018684,Ogfod3,ortholog_one2one,Ogfod3
ENSMUSG00000025188,MGP_CAROLIEiJ_G0022977,Hps1,ortholog_one2one,MGP_SPRETEiJ_G0023898,Hps1,ortholog_one2one,MGP_PahariEiJ_G0014467,Hps1,ortholog_one2one,Hps1
ENSMUSG00000025193,MGP_CAROLIEiJ_G0022985,Cutc,ortholog_one2one,MGP_SPRETEiJ_G0023906,Cutc,ortholog_one2one,MGP_PahariEiJ_G0014475,Cutc,ortholog_one2one,Cutc
ENSMUSG00000025208,MGP_CAROLIEiJ_G0023007,Mrpl43,ortholog_one2one,MGP_SPRETEiJ_G0023928,Mrpl43,ortholog_one2one,MGP_PahariEiJ_G0014497,Mrpl43,ortholog_one2one,Mrpl43
ENSMUSG00000025209,MGP_CAROLIEiJ_G0023008,Twnk,ortholog_one2one,MGP_SPRETEiJ_G0023929,Twnk,ortholog_one2one,MGP_PahariEiJ_G0014498,Twnk,ortholog_one2one,Twnk
ENSMUSG00000025290,MGP_CAROLIEiJ_G0019017,Rps24,ortholog_one2one,MGP_SPRETEiJ_G0019895,,ortholog_one2one,MGP_PahariEiJ_G0030030,Rps24,ortholog_one2one,Rps24
ENSMUSG00000025316,MGP_CAROLIEiJ_G0031655,Banp,ortholog_one2one,MGP_SPRETEiJ_G0032773,Banp,ortholog_one2one,MGP_PahariEiJ_G0023253,Banp,ortholog_one2one,Banp
ENSMUSG00000025337,MGP_CAROLIEiJ_G0027800,Sbds,ortholog_one2one,MGP_SPRETEiJ_G0028798,Sbds,ortholog_one2one,MGP_PahariEiJ_G0024384,Sbds,ortholog_one2one,Sbds
ENSMUSG00000025377,MGP_CAROLIEiJ_G0017507,Tepsin,ortholog_one2one,MGP_SPRETEiJ_G0018351,Tepsin,ortholog_one2one,MGP_PahariEiJ_G0018634,Tepsin,ortholog_one2one,Tepsin
ENSMUSG00000025384,MGP_CAROLIEiJ_G0017514,Faap100,ortholog_one2one,MGP_SPRETEiJ_G0018358,Faap100,ortholog_one2one,MGP_PahariEiJ_G0018640,Faap100,ortholog_one2one,Faap100
ENSMUSG00000025408,MGP_CAROLIEiJ_G0015890,Ddit3,ortholog_one2one,MGP_SPRETEiJ_G0016716,Ddit3,ortholog_one2one,MGP_PahariEiJ_G0031195,Ddit3,ortholog_one2one,Ddit3
ENSMUSG00000025410,MGP_CAROLIEiJ_G0015888,Dctn2,ortholog_one2one,MGP_SPRETEiJ_G0016714,Dctn2,ortholog_one2one,MGP_PahariEiJ_G0031197,Dctn2,ortholog_one2one,Dctn2
ENSMUSG00000025466,MGP_CAROLIEiJ_G0030630,Fuom,ortholog_one2one,MGP_SPRETEiJ_G0031741,Fuom,ortholog_one2one,MGP_PahariEiJ_G0013835,,ortholog_one2one,Fuom
ENSMUSG00000025467,MGP_CAROLIEiJ_G0030629,Prap1,ortholog_one2one,MGP_SPRETEiJ_G0031740,Prap1,ortholog_one2one,MGP_PahariEiJ_G0013834,Prap1,ortholog_one2one,Prap1
ENSMUSG00000025470,MGP_CAROLIEiJ_G0030626,Zfp511,ortholog_one2one,MGP_SPRETEiJ_G0031737,Zfp511,ortholog_one2one,MGP_PahariEiJ_G0013831,Zfp511,ortholog_one2one,Zfp511
ENSMUSG00000025477,MGP_CAROLIEiJ_G0030617,Inpp5a,ortholog_one2one,MGP_SPRETEiJ_G0031728,Inpp5a,ortholog_one2one,MGP_PahariEiJ_G0013822,Inpp5a,ortholog_one2one,Inpp5a
ENSMUSG00000025487,MGP_CAROLIEiJ_G0030665,Psmd13,ortholog_one2one,MGP_SPRETEiJ_G0031776,Psmd13,ortholog_one2one,MGP_PahariEiJ_G0013865,Psmd13,ortholog_one2one,Psmd13
ENSMUSG00000025500,MGP_CAROLIEiJ_G0030683,Lmntd2,ortholog_one2one,MGP_SPRETEiJ_G0031794,Lmntd2,ortholog_one2one,MGP_PahariEiJ_G0013882,Lmntd2,ortholog_one2one,Lmntd2
ENSMUSG00000025521,MGP_CAROLIEiJ_G0031087,Tmem192,ortholog_one2one,MGP_SPRETEiJ_G0032203,Tmem192,ortholog_one2one,MGP_PahariEiJ_G0021553,Tmem192,ortholog_one2one,Tmem192
ENSMUSG00000025532,MGP_CAROLIEiJ_G0027795,Crcp,ortholog_one2one,MGP_SPRETEiJ_G0028793,Crcp,ortholog_one2one,MGP_PahariEiJ_G0024389,Crcp,ortholog_one2one,Crcp
ENSMUSG00000025574,MGP_CAROLIEiJ_G0017471,Tk1,ortholog_one2one,MGP_SPRETEiJ_G0018315,Tk1,ortholog_one2one,MGP_PahariEiJ_G0018598,Tk1,ortholog_one2one,Tk1
ENSMUSG00000025591,MGP_CAROLIEiJ_G0031093,Tma16,ortholog_one2one,MGP_SPRETEiJ_G0032209,Tma16,ortholog_one2one,MGP_PahariEiJ_G0021559,Tma16,ortholog_one2one,Tma16
ENSMUSG00000025645,MGP_CAROLIEiJ_G0032717,Ccdc51,ortholog_one2one,MGP_SPRETEiJ_G0033862,Ccdc51,ortholog_one2one,MGP_PahariEiJ_G0015585,Ccdc51,ortholog_one2one,Ccdc51
ENSMUSG00000025731,MGP_CAROLIEiJ_G0021261,Mettl26,ortholog_one2one,MGP_SPRETEiJ_G0022172,Mettl26,ortholog_one2one,MGP_PahariEiJ_G0023579,Mettl26,ortholog_one2one,Mettl26
ENSMUSG00000025739,MGP_CAROLIEiJ_G0021242,Gng13,ortholog_one2one,MGP_SPRETEiJ_G0022153,Gng13,ortholog_one2one,MGP_PahariEiJ_G0023560,Gng13,ortholog_one2one,Gng13
ENSMUSG00000025857,MGP_CAROLIEiJ_G0027925,Dnaaf5,ortholog_one2one,MGP_SPRETEiJ_G0028929,Dnaaf5,ortholog_one2one,MGP_PahariEiJ_G0024497,Dnaaf5,ortholog_one2one,Dnaaf5
ENSMUSG00000025869,MGP_CAROLIEiJ_G0018538,Nop16,ortholog_one2one,MGP_SPRETEiJ_G0019418,Nop16,ortholog_one2one,MGP_PahariEiJ_G0019603,Nop16,ortholog_one2one,Nop16
ENSMUSG00000025871,,,,MGP_SPRETEiJ_G0019416,4833439L19Rik,ortholog_one2one,,,,4833439L19Rik
ENSMUSG00000025894,MGP_CAROLIEiJ_G0031739,Aasdhppt,ortholog_one2one,MGP_SPRETEiJ_G0032859,Aasdhppt,ortholog_one2one,MGP_PahariEiJ_G0014618,Aasdhppt,ortholog_one2one,Aasdhppt
ENSMUSG00000025971,MGP_CAROLIEiJ_G0014153,Maip1,ortholog_one2one,MGP_SPRETEiJ_G0014960,Maip1,ortholog_one2one,MGP_PahariEiJ_G0027393,Maip1,ortholog_one2one,Maip1
ENSMUSG00000026005,MGP_CAROLIEiJ_G0014226,Rpe,ortholog_one2one,MGP_SPRETEiJ_G0015033,Rpe,ortholog_one2one,MGP_PahariEiJ_G0027464,Rpe,ortholog_one2one,Rpe
ENSMUSG00000026017,MGP_CAROLIEiJ_G0014186,Carf,ortholog_one2one,MGP_SPRETEiJ_G0014993,Carf,ortholog_one2one,MGP_PahariEiJ_G0027424,Carf,ortholog_one2one,Carf
ENSMUSG00000026032,MGP_CAROLIEiJ_G0014168,Ndufb3,ortholog_one2one,MGP_SPRETEiJ_G0014974,Ndufb3,ortholog_one2one,MGP_PahariEiJ_G0027406,Ndufb3,ortholog_one2one,Ndufb3
ENSMUSG00000026036,MGP_CAROLIEiJ_G0014165,Nif3l1,ortholog_one2one,MGP_SPRETEiJ_G0014971,Nif3l1,ortholog_one2one,MGP_PahariEiJ_G0027403,Nif3l1,ortholog_one2one,Nif3l1
ENSMUSG00000026051,MGP_CAROLIEiJ_G0014094,Ecrg4,ortholog_one2one,MGP_SPRETEiJ_G0014898,Ecrg4,ortholog_one2one,MGP_PahariEiJ_G0027339,Ecrg4,ortholog_one2one,Ecrg4
ENSMUSG00000026087,MGP_CAROLIEiJ_G0014057,Mrpl30,ortholog_one2one,MGP_SPRETEiJ_G0014861,Mrpl30,ortholog_one2one,MGP_PahariEiJ_G0027303,Mrpl30,ortholog_one2one,Mrpl30
ENSMUSG00000026088,MGP_CAROLIEiJ_G0014056,Mitd1,ortholog_one2one,MGP_SPRETEiJ_G0014860,Mitd1,ortholog_one2one,MGP_PahariEiJ_G0027302,Mitd1,ortholog_one2one,Mitd1
ENSMUSG00000026111,MGP_CAROLIEiJ_G0014051,Unc50,ortholog_one2one,MGP_SPRETEiJ_G0014855,Unc50,ortholog_one2one,MGP_PahariEiJ_G0027297,Unc50,ortholog_one2one,Unc50
ENSMUSG00000026112,MGP_CAROLIEiJ_G0014050,Coa5,ortholog_one2one,,,,MGP_PahariEiJ_G0027296,Coa5,ortholog_one2one,Coa5
ENSMUSG00000026150,MGP_CAROLIEiJ_G0014329,Mff,ortholog_one2one,MGP_SPRETEiJ_G0015135,Mff,ortholog_one2one,MGP_PahariEiJ_G0027566,Mff,ortholog_one2one,Mff
ENSMUSG00000026154,MGP_CAROLIEiJ_G0013997,Sdhaf4,ortholog_one2one,MGP_SPRETEiJ_G0014801,Sdhaf4,ortholog_one2one,MGP_PahariEiJ_G0027246,Sdhaf4,ortholog_one2one,Sdhaf4
ENSMUSG00000026171,MGP_CAROLIEiJ_G0014269,Rnf25,ortholog_one2one,MGP_SPRETEiJ_G0015075,Rnf25,ortholog_one2one,MGP_PahariEiJ_G0027507,Rnf25,ortholog_one2one,Rnf25
ENSMUSG00000026188,MGP_CAROLIEiJ_G0014242,Tmem169,ortholog_one2one,MGP_SPRETEiJ_G0015049,Tmem169,ortholog_one2one,MGP_PahariEiJ_G0027480,Tmem169,ortholog_one2one,Tmem169
ENSMUSG00000026189,MGP_CAROLIEiJ_G0014241,Pecr,ortholog_one2one,MGP_SPRETEiJ_G0015048,Pecr,ortholog_one2one,MGP_PahariEiJ_G0027479,Pecr,ortholog_one2one,Pecr
ENSMUSG00000026199,MGP_CAROLIEiJ_G0014288,Ankzf1,ortholog_one2one,MGP_SPRETEiJ_G0015094,Ankzf1,ortholog_one2one,MGP_PahariEiJ_G0027526,Ankzf1,ortholog_one2one,Ankzf1
ENSMUSG00000026226,MGP_CAROLIEiJ_G0014355,,ortholog_one2one,MGP_SPRETEiJ_G0015157,,ortholog_one2one,MGP_PahariEiJ_G0027592,,ortholog_one2one,Spata3
ENSMUSG00000026238,,,,MGP_SPRETEiJ_G0015167,Ptma,ortholog_one2one,MGP_PahariEiJ_G0027602,,ortholog_one2one,Ptma
ENSMUSG00000026273,MGP_CAROLIEiJ_G0014452,Mterf4,ortholog_one2one,MGP_SPRETEiJ_G0015256,Mterf4,ortholog_one2one,MGP_PahariEiJ_G0027688,Mterf4,ortholog_one2one,Mterf4
ENSMUSG00000026274,MGP_CAROLIEiJ_G0014453,Pask,ortholog_one2one,MGP_SPRETEiJ_G0015257,Pask,ortholog_one2one,MGP_PahariEiJ_G0027689,Pask,ortholog_one2one,Pask
