Gene stable ID,Turkey gene stable ID,Turkey gene name,Turkey homology type,Duck gene stable ID,Duck gene name,Duck homology type,Golden eagle gene stable ID,Golden eagle gene name,Golden eagle homology type,Japanese quail gene stable ID,Japanese quail gene name,Japanese quail homology type,Collared flycatcher gene stable ID,Collared flycatcher gene name,Collared flycatcher homology type,Gene name
ENSGALG00010007333,ENSMGAG00000014322,QTRT2,ortholog_one2one,ENSAPLG00000001359,QTRT2,ortholog_one2one,ENSACCG00020001669,QTRT2,ortholog_one2one,ENSCJPG00005017431,QTRT2,ortholog_one2one,ENSFALG00000006002,,ortholog_one2one,QTRT2
ENSGALG00010007344,ENSMGAG00000002053,RAD17,ortholog_one2one,ENSAPLG00000006015,RAD17,ortholog_one2one,ENSACCG00020014827,RAD17,ortholog_one2one,ENSCJPG00005001194,RAD17,ortholog_one2one,ENSFALG00000012863,RAD17,ortholog_one2one,RAD17
ENSGALG00010007391,ENSMGAG00000011174,,ortholog_one2one,ENSAPLG00000015758,NANP,ortholog_one2one,ENSACCG00020007920,NANP,ortholog_one2one,ENSCJPG00005012146,NANP,ortholog_one2one,ENSFALG00000015267,,ortholog_one2one,NANP
ENSGALG00010007400,,,,ENSAPLG00000031013,,ortholog_one2one,ENSACCG00020004344,TYMP,ortholog_one2one,ENSCJPG00005002228,TYMP,ortholog_one2one,,,,TYMP
ENSGALG00010007401,ENSMGAG00000012352,SEC61G,ortholog_one2one,ENSAPLG00000002944,SEC61G,ortholog_one2one,ENSACCG00020004321,SEC61G,ortholog_one2one,ENSCJPG00005000142,SEC61G,ortholog_one2one,ENSFALG00000023868,SEC61G,ortholog_one2one,SEC61G
ENSGALG00010007413,ENSMGAG00000011180,,ortholog_one2one,ENSAPLG00000009863,GPATCH11,ortholog_one2one,ENSACCG00020007975,GPATCH11,ortholog_one2one,ENSCJPG00005012149,GPATCH11,ortholog_one2one,ENSFALG00000011877,GPATCH11,ortholog_one2one,GPATCH11
ENSGALG00010007539,ENSMGAG00000004199,RPS3A,ortholog_one2one,ENSAPLG00000003402,RPS3A,ortholog_one2one,ENSACCG00020003742,RPS3A,ortholog_one2one,ENSCJPG00005005669,RPS3A,ortholog_one2one,ENSFALG00000023628,RPS3A,ortholog_one2one,RPS3A
ENSGALG00010007542,,,,ENSAPLG00000028760,MRPL36,ortholog_one2one,ENSACCG00020002294,MRPL36,ortholog_one2one,ENSCJPG00005014812,MRPL36,ortholog_one2one,,,,MRPL36
ENSGALG00010007555,ENSMGAG00000007216,NDUFS6,ortholog_one2one,ENSAPLG00000024272,NDUFS6,ortholog_one2one,ENSACCG00020002276,NDUFS6,ortholog_one2one,ENSCJPG00005014811,NDUFS6,ortholog_one2one,ENSFALG00000025260,NDUFS6,ortholog_one2one,NDUFS6
ENSGALG00010007567,ENSMGAG00000001806,TRIP13,ortholog_one2one,ENSAPLG00000010065,TRIP13,ortholog_one2one,ENSACCG00020012230,TRIP13,ortholog_one2one,ENSCJPG00005018033,TRIP13,ortholog_one2one,ENSFALG00000013242,TRIP13,ortholog_one2one,TRIP13
ENSGALG00010007593,ENSMGAG00000007802,,ortholog_one2one,ENSAPLG00000011260,SEC61B,ortholog_one2one,ENSACCG00020001361,SEC61B,ortholog_one2one,ENSCJPG00005007071,SEC61B,ortholog_one2one,ENSFALG00000026901,SEC61B,ortholog_one2one,SEC61B
ENSGALG00010007642,ENSMGAG00000011056,,ortholog_one2one,ENSAPLG00000004126,ZNF318,ortholog_one2one,ENSACCG00020005716,ZNF318,ortholog_one2one,ENSCJPG00005011371,ZNF318,ortholog_one2one,ENSFALG00000012050,ZNF318,ortholog_one2one,ZNF318
ENSGALG00010007671,ENSMGAG00000007371,,ortholog_one2one,ENSAPLG00000027536,ABITRAM,ortholog_one2one,ENSACCG00020001871,ABITRAM,ortholog_one2one,ENSCJPG00005006981,ABITRAM,ortholog_one2one,ENSFALG00000028605,,ortholog_one2one,FAM206A
ENSGALG00010007679,ENSMGAG00000016476,,ortholog_one2one,ENSAPLG00000006242,TMEM135,ortholog_one2one,ENSACCG00020008471,TMEM135,ortholog_one2one,ENSCJPG00005004163,TMEM135,ortholog_one2one,ENSFALG00000007846,TMEM135,ortholog_one2one,TMEM135
ENSGALG00010007781,,,,ENSAPLG00000014659,MBP,ortholog_one2one,ENSACCG00020013328,MBP,ortholog_one2one,ENSCJPG00005007160,MBP,ortholog_one2one,ENSFALG00000004700,MBP,ortholog_one2one,MBP
ENSGALG00010007781,,,,ENSAPLG00000014659,MBP,ortholog_one2one,ENSACCG00020013328,MBP,ortholog_one2one,ENSCJPG00005007160,MBP,ortholog_one2one,ENSFALG00000004700,MBP,ortholog_one2one,MBP
ENSGALG00010007783,ENSMGAG00000022526,NOL7,ortholog_one2one,ENSAPLG00000005122,NOL7,ortholog_one2one,ENSACCG00020014211,NOL7,ortholog_one2one,ENSCJPG00005017300,NOL7,ortholog_one2one,,,,NOL7
ENSGALG00010007784,,,,ENSAPLG00000014036,INTS10,ortholog_one2one,ENSACCG00020006725,INTS10,ortholog_one2one,ENSCJPG00005005888,INTS10,ortholog_one2one,ENSFALG00000006539,INTS10,ortholog_one2one,INTS10
ENSGALG00010007784,,,,ENSAPLG00000014036,INTS10,ortholog_one2one,ENSACCG00020006725,INTS10,ortholog_one2one,ENSCJPG00005005888,INTS10,ortholog_one2one,ENSFALG00000006539,INTS10,ortholog_one2one,INTS10
ENSGALG00010007798,ENSMGAG00000004505,,ortholog_one2one,ENSAPLG00000014020,HGSNAT,ortholog_one2one,ENSACCG00020006683,HGSNAT,ortholog_one2one,ENSCJPG00005005894,HGSNAT,ortholog_one2one,ENSFALG00000006524,,ortholog_one2one,HGSNAT
ENSGALG00010007809,ENSMGAG00000012151,ARV1,ortholog_one2one,ENSAPLG00000013578,ARV1,ortholog_one2one,ENSACCG00020005222,ARV1,ortholog_one2one,ENSCJPG00005003903,ARV1,ortholog_one2one,ENSFALG00000026502,,ortholog_one2one,ARV1
ENSGALG00010007847,ENSMGAG00000006719,,ortholog_one2one,ENSAPLG00000009535,CMC2,ortholog_one2one,ENSACCG00020004182,CMC2,ortholog_one2one,ENSCJPG00005014693,,ortholog_one2one,ENSFALG00000026435,CMC2,ortholog_one2one,CMC2
ENSGALG00010007853,ENSMGAG00000012161,C1orf131,ortholog_one2one,,,,ENSACCG00020005252,C1orf131,ortholog_one2one,ENSCJPG00005003906,C1orf131,ortholog_one2one,ENSFALG00000003288,C1orf131,ortholog_one2one,C1orf131
ENSGALG00010007859,ENSMGAG00000006725,,ortholog_one2one,ENSAPLG00000009538,CENPN,ortholog_one2one,ENSACCG00020004175,CENPN,ortholog_one2one,ENSCJPG00005014694,CENPN,ortholog_one2one,ENSFALG00000006835,CENPN,ortholog_one2one,CENPN
ENSGALG00010007881,ENSMGAG00000016469,,ortholog_one2one,ENSAPLG00000012580,,ortholog_one2one,ENSACCG00020008813,,ortholog_one2one,ENSCJPG00005001086,,ortholog_one2one,,,,AvBD14
ENSGALG00010007906,ENSMGAG00000002133,NAF1,ortholog_one2one,ENSAPLG00000003210,NAF1,ortholog_one2one,ENSACCG00020002271,NAF1,ortholog_one2one,ENSCJPG00005000691,NAF1,ortholog_one2one,ENSFALG00000003590,,ortholog_one2one,NAF1
ENSGALG00010007924,ENSMGAG00000004770,ABHD18,ortholog_one2one,,,,ENSACCG00020004803,ABHD18,ortholog_one2one,ENSCJPG00005008633,,ortholog_one2one,ENSFALG00000008119,ABHD18,ortholog_one2one,ABHD18
ENSGALG00010007924,ENSMGAG00000004770,ABHD18,ortholog_one2one,,,,ENSACCG00020004803,ABHD18,ortholog_one2one,ENSCJPG00005008633,,ortholog_one2one,ENSFALG00000008119,ABHD18,ortholog_one2one,ABHD18
ENSGALG00010007926,ENSMGAG00000012388,,ortholog_one2one,ENSAPLG00000006091,EIF3E,ortholog_one2one,ENSACCG00020002776,EIF3E,ortholog_one2one,ENSCJPG00005005119,EIF3E,ortholog_one2one,ENSFALG00000006092,EIF3E,ortholog_one2one,EIF3E
ENSGALG00010007970,ENSMGAG00000011993,SPRTN,ortholog_one2one,ENSAPLG00000013330,SPRTN,ortholog_one2one,ENSACCG00020004901,SPRTN,ortholog_one2one,ENSCJPG00005003825,SPRTN,ortholog_one2one,ENSFALG00000027582,SPRTN,ortholog_one2one,SPRTN
ENSGALG00010007972,ENSMGAG00000011998,EXOC8,ortholog_one2one,ENSAPLG00000030708,EXOC8,ortholog_one2one,ENSACCG00020004907,EXOC8,ortholog_one2one,ENSCJPG00005003826,EXOC8,ortholog_one2one,ENSFALG00000023834,EXOC8,ortholog_one2one,EXOC8
ENSGALG00010007996,,,,ENSAPLG00000004835,NUDCD1,ortholog_one2one,ENSACCG00020002674,NUDCD1,ortholog_one2one,ENSCJPG00005005146,NUDCD1,ortholog_one2one,ENSFALG00000006119,NUDCD1,ortholog_one2one,NUDCD1
ENSGALG00010007996,,,,ENSAPLG00000004835,NUDCD1,ortholog_one2one,ENSACCG00020002674,NUDCD1,ortholog_one2one,ENSCJPG00005005146,NUDCD1,ortholog_one2one,ENSFALG00000006119,NUDCD1,ortholog_one2one,NUDCD1
ENSGALG00010008004,ENSMGAG00000021092,ENY2,ortholog_one2one,ENSAPLG00000004824,ENY2,ortholog_one2one,ENSACCG00020002655,ENY2,ortholog_one2one,,,,ENSFALG00000006123,ENY2,ortholog_one2one,ENY2
ENSGALG00010008005,,,,,,,ENSACCG00020008637,ANKRD42,ortholog_one2one,ENSCJPG00005004177,ANKRD42,ortholog_one2one,ENSFALG00000007744,ANKRD42,ortholog_one2one,ANKRD42
ENSGALG00010008005,,,,,,,ENSACCG00020008637,ANKRD42,ortholog_one2one,ENSCJPG00005004177,ANKRD42,ortholog_one2one,ENSFALG00000007744,ANKRD42,ortholog_one2one,ANKRD42
ENSGALG00010008005,,,,,,,ENSACCG00020008637,ANKRD42,ortholog_one2one,ENSCJPG00005004177,ANKRD42,ortholog_one2one,ENSFALG00000007744,ANKRD42,ortholog_one2one,ANKRD42
ENSGALG00010008005,,,,,,,ENSACCG00020008637,ANKRD42,ortholog_one2one,ENSCJPG00005004177,ANKRD42,ortholog_one2one,ENSFALG00000007744,ANKRD42,ortholog_one2one,ANKRD42
ENSGALG00010008033,ENSMGAG00000008012,,ortholog_one2one,ENSAPLG00000024331,ACOT13,ortholog_one2one,ENSACCG00020013391,ACOT13,ortholog_one2one,ENSCJPG00005007119,ACOT13,ortholog_one2one,,,,ACOT13
ENSGALG00010008035,ENSMGAG00000008014,TDP2,ortholog_one2one,ENSAPLG00000030813,TDP2,ortholog_one2one,ENSACCG00020013366,TDP2,ortholog_one2one,ENSCJPG00005007142,TDP2,ortholog_one2one,ENSFALG00000004710,TDP2,ortholog_one2one,TDP2
ENSGALG00010008075,ENSMGAG00000006943,,ortholog_one2one,ENSAPLG00000007028,SDHA,ortholog_one2one,ENSACCG00020002480,SDHA,ortholog_one2one,ENSCJPG00005014819,SDHA,ortholog_one2one,ENSFALG00000002129,,ortholog_one2one,SDHA
ENSGALG00010008079,ENSMGAG00000006978,,ortholog_one2one,ENSAPLG00000029505,CCDC127,ortholog_one2one,ENSACCG00020002460,CCDC127,ortholog_one2one,ENSCJPG00005014818,CCDC127,ortholog_one2one,,,,CCDC127
ENSGALG00010008079,ENSMGAG00000006978,,ortholog_one2one,ENSAPLG00000029505,CCDC127,ortholog_one2one,ENSACCG00020002460,CCDC127,ortholog_one2one,ENSCJPG00005014818,CCDC127,ortholog_one2one,,,,CCDC127
ENSGALG00010008083,ENSMGAG00000008218,,ortholog_one2one,,,,ENSACCG00020000494,FANCA,ortholog_one2one,ENSCJPG00005015064,FANCA,ortholog_one2one,ENSFALG00000003051,FANCA,ortholog_one2one,FANCA
ENSGALG00010008083,ENSMGAG00000008218,,ortholog_one2one,,,,ENSACCG00020000494,FANCA,ortholog_one2one,ENSCJPG00005015064,FANCA,ortholog_one2one,ENSFALG00000003051,FANCA,ortholog_one2one,FANCA
ENSGALG00010008101,ENSMGAG00000014257,,ortholog_one2one,ENSAPLG00000015001,CENPQ,ortholog_one2one,ENSACCG00020009178,CENPQ,ortholog_one2one,ENSCJPG00005002511,CENPQ,ortholog_one2one,ENSFALG00000012725,CENPQ,ortholog_one2one,CENPQ
ENSGALG00010008119,ENSMGAG00000015238,,ortholog_one2one,ENSAPLG00000012173,CCDC83,ortholog_one2one,ENSACCG00020008977,CCDC83,ortholog_one2one,ENSCJPG00005004381,,ortholog_one2one,ENSFALG00000007697,CCDC83,ortholog_one2one,CCDC83
ENSGALG00010008136,ENSMGAG00000008884,,ortholog_one2one,ENSAPLG00000014409,ELP1,ortholog_one2one,ENSACCG00020012384,ELP1,ortholog_one2one,ENSCJPG00005003677,ELP1,ortholog_one2one,ENSFALG00000001235,,ortholog_one2one,ELP1
ENSGALG00010008139,ENSMGAG00000022050,,ortholog_one2one,,,,,,,,,,ENSFALG00000010080,,ortholog_one2one,
ENSGALG00010008160,,,,ENSAPLG00000003001,TXNL4B,ortholog_one2one,ENSACCG00020003177,TXNL4B,ortholog_one2one,ENSCJPG00005017607,TXNL4B,ortholog_one2one,ENSFALG00000024861,TXNL4B,ortholog_one2one,TXNL4A
ENSGALG00010008163,ENSMGAG00000022150,CHTF8,ortholog_one2one,,,,ENSACCG00020014423,CHTF8,ortholog_one2one,,,,,,,CHTF8
ENSGALG00010008183,ENSMGAG00000007514,,ortholog_one2one,ENSAPLG00000016352,,ortholog_one2one,ENSACCG00020010114,,ortholog_one2one,ENSCJPG00005008074,,ortholog_one2one,ENSFALG00000010049,,ortholog_one2one,ALG10
ENSGALG00010008184,ENSMGAG00000002164,SLC66A2,ortholog_one2one,ENSAPLG00000022311,SLC66A2,ortholog_one2one,ENSACCG00020011646,SLC66A2,ortholog_one2one,ENSCJPG00005017994,SLC66A2,ortholog_one2one,ENSFALG00000013325,SLC66A2,ortholog_one2one,PQLC1
ENSGALG00010008194,ENSMGAG00000020219,,ortholog_one2one,ENSAPLG00000025097,PDF,ortholog_one2one,ENSACCG00020014306,PDF,ortholog_one2one,ENSCJPG00005015209,PDF,ortholog_one2one,ENSFALG00000028826,,ortholog_one2one,PDF
ENSGALG00010008199,ENSMGAG00000021742,,ortholog_one2one,ENSAPLG00000002009,TPRKB,ortholog_one2one,ENSACCG00020010121,TPRKB,ortholog_one2one,,,,ENSFALG00000026742,,ortholog_one2one,TPRKB
ENSGALG00010008200,ENSMGAG00000020348,,ortholog_one2one,,,,ENSACCG00020014290,COG8,ortholog_one2one,ENSCJPG00005015210,COG8,ortholog_one2one,ENSFALG00000025918,COG8,ortholog_one2one,COG8
ENSGALG00010008223,ENSMGAG00000018304,,ortholog_one2one,ENSAPLG00000018399,,ortholog_one2one,ENSACCG00020001606,,ortholog_one2one,ENSCJPG00005007044,,ortholog_one2one,ENSFALG00000004887,,ortholog_one2one,
ENSGALG00010008238,ENSMGAG00000012605,NTAQ1,ortholog_one2one,,,,ENSACCG00020001696,NTAQ1,ortholog_one2one,,,,ENSFALG00000002461,NTAQ1,ortholog_one2one,WDYHV1
ENSGALG00010008255,ENSMGAG00000007604,,ortholog_one2one,ENSAPLG00000013833,MSANTD3,ortholog_one2one,ENSACCG00020001575,MSANTD3,ortholog_one2one,ENSCJPG00005007057,MSANTD3,ortholog_one2one,ENSFALG00000004875,MSANTD3,ortholog_one2one,C2H9ORF30
ENSGALG00010008294,ENSMGAG00000008675,NOB1,ortholog_one2one,ENSAPLG00000021330,NOB1,ortholog_one2one,ENSACCG00020014169,NOB1,ortholog_one2one,ENSCJPG00005015239,NOB1,ortholog_one2one,ENSFALG00000002747,NOB1,ortholog_one2one,NOB1
ENSGALG00010008298,,,,ENSAPLG00000013907,,ortholog_one2one,ENSACCG00020001540,,ortholog_one2one,ENSCJPG00005007058,,ortholog_one2one,ENSFALG00000023421,,ortholog_one2one,
ENSGALG00010008299,,,,,,,ENSACCG00020008279,ANKRD66,ortholog_one2one,ENSCJPG00005002770,ANKRD66,ortholog_one2one,ENSFALG00000001543,ANKRD66,ortholog_one2one,ANKRD66
ENSGALG00010008314,ENSMGAG00000007645,,ortholog_one2one,ENSAPLG00000011911,INVS,ortholog_one2one,ENSACCG00020001453,INVS,ortholog_one2one,ENSCJPG00005007060,INVS,ortholog_one2one,ENSFALG00000004814,INVS,ortholog_one2one,INVS
ENSGALG00010008317,ENSMGAG00000015188,CEP57,ortholog_one2one,ENSAPLG00000003812,CEP57,ortholog_one2one,ENSACCG00020009041,CEP57,ortholog_one2one,ENSCJPG00005003853,CEP57,ortholog_one2one,ENSFALG00000000337,CEP57,ortholog_one2one,CEP57
ENSGALG00010008351,ENSMGAG00000008842,IST1,ortholog_one2one,ENSAPLG00000015202,IST1,ortholog_one2one,ENSACCG00020013945,IST1,ortholog_one2one,ENSCJPG00005002410,IST1,ortholog_one2one,ENSFALG00000002624,IST1,ortholog_one2one,IST1
ENSGALG00010008380,ENSMGAG00000001358,SIL1,ortholog_one2one,ENSAPLG00000008556,SIL1,ortholog_one2one,ENSACCG00020012156,SIL1,ortholog_one2one,ENSCJPG00005011384,SIL1,ortholog_one2one,ENSFALG00000003094,SIL1,ortholog_one2one,SIL1
ENSGALG00010008381,ENSMGAG00000006626,C18orf21,ortholog_one2one,ENSAPLG00000006845,C18orf21,ortholog_one2one,ENSACCG00020002989,C18orf21,ortholog_one2one,ENSCJPG00005014868,C18orf21,ortholog_one2one,ENSFALG00000004501,C18orf21,ortholog_one2one,C18orf21
ENSGALG00010008399,ENSMGAG00000006681,INO80C,ortholog_one2one,ENSAPLG00000023404,INO80C,ortholog_one2one,ENSACCG00020002941,INO80C,ortholog_one2one,ENSCJPG00005014860,INO80C,ortholog_one2one,ENSFALG00000024844,INO80C,ortholog_one2one,INO80C
ENSGALG00010008433,ENSMGAG00000012427,,ortholog_one2one,ENSAPLG00000003002,EBAG9,ortholog_one2one,ENSACCG00020002640,EBAG9,ortholog_one2one,ENSCJPG00005005155,EBAG9,ortholog_one2one,ENSFALG00000022897,EBAG9,ortholog_one2one,EBAG9
ENSGALG00010008449,,,,ENSAPLG00000002721,,ortholog_one2one,,,,ENSCJPG00005013474,SRA1,ortholog_one2one,ENSFALG00000009306,,ortholog_one2one,SRA1
ENSGALG00010008450,ENSMGAG00000006908,GIN1,ortholog_one2one,ENSAPLG00000010085,GIN1,ortholog_one2one,ENSACCG00020012593,GIN1,ortholog_one2one,ENSCJPG00005009666,GIN1,ortholog_one2one,ENSFALG00000001057,GIN1,ortholog_one2one,GIN1
ENSGALG00010008464,ENSMGAG00000014057,SF3B6,ortholog_one2one,ENSAPLG00000025645,SF3B6,ortholog_one2one,ENSACCG00020010637,SF3B6,ortholog_one2one,ENSCJPG00005011705,SF3B6,ortholog_one2one,ENSFALG00000024871,SF3B6,ortholog_one2one,SF3B6
ENSGALG00010008486,ENSMGAG00000007782,,ortholog_one2one,ENSAPLG00000007265,CTU2,ortholog_one2one,ENSACCG00020002823,CTU2,ortholog_one2one,ENSCJPG00005014999,CTU2,ortholog_one2one,,,,CTU2
ENSGALG00010008492,ENSMGAG00000015196,ANKRD49,ortholog_one2one,ENSAPLG00000002736,ANKRD49,ortholog_one2one,ENSACCG00020009196,ANKRD49,ortholog_one2one,ENSCJPG00005003958,ANKRD49,ortholog_one2one,ENSFALG00000027188,ANKRD49,ortholog_one2one,ANKRD49
ENSGALG00010008501,ENSMGAG00000014060,,ortholog_one2one,ENSAPLG00000013321,,ortholog_one2one,ENSACCG00020010604,,ortholog_one2one,,,,,,,FAM228
ENSGALG00010008516,,,,ENSAPLG00000021936,MRE11,ortholog_one2one,ENSACCG00020009228,MRE11,ortholog_one2one,ENSCJPG00005003960,MRE11,ortholog_one2one,ENSFALG00000000315,MRE11,ortholog_one2one,MRE11
ENSGALG00010008693,ENSMGAG00000021923,C4orf46,ortholog_one2one,,,,,,,ENSCJPG00005000610,,ortholog_one2one,ENSFALG00000028317,C4orf46,ortholog_one2one,C4orf46
ENSGALG00010008731,ENSMGAG00000012681,NDUFB9,ortholog_one2one,ENSAPLG00000007143,NDUFB9,ortholog_one2one,ENSACCG00020001330,NDUFB9,ortholog_one2one,ENSCJPG00005005988,NDUFB9,ortholog_one2one,ENSFALG00000002527,NDUFB9,ortholog_one2one,NDUFB9
ENSGALG00010008764,ENSMGAG00000001893,ETFDH,ortholog_one2one,ENSAPLG00000014311,ETFDH,ortholog_one2one,ENSACCG00020002553,ETFDH,ortholog_one2one,ENSCJPG00005000613,ETFDH,ortholog_one2one,ENSFALG00000003046,ETFDH,ortholog_one2one,ETFDH
ENSGALG00010008793,ENSMGAG00000015205,C11orf54,ortholog_one2one,ENSAPLG00000014882,C11orf54,ortholog_one2one,ENSACCG00020008009,C11orf54,ortholog_one2one,ENSCJPG00005003977,C11orf54,ortholog_one2one,ENSFALG00000000294,C11orf54,ortholog_one2one,C11orf54
ENSGALG00010008821,ENSMGAG00000015206,,ortholog_one2one,ENSAPLG00000024522,TAF1D,ortholog_one2one,ENSACCG00020008021,TAF1D,ortholog_one2one,ENSCJPG00005003982,,ortholog_one2one,ENSFALG00000000293,,ortholog_one2one,
ENSGALG00010008866,ENSMGAG00000012696,,ortholog_one2one,ENSAPLG00000014127,WASHC5,ortholog_one2one,ENSACCG00020001215,WASHC5,ortholog_one2one,ENSCJPG00005006014,WASHC5,ortholog_one2one,ENSFALG00000002536,WASHC5,ortholog_one2one,WASHC5
ENSGALG00010008897,ENSMGAG00000012705,NSMCE2,ortholog_one2one,ENSAPLG00000014092,NSMCE2,ortholog_one2one,ENSACCG00020001202,NSMCE2,ortholog_one2one,ENSCJPG00005006017,NSMCE2,ortholog_one2one,ENSFALG00000002539,NSMCE2,ortholog_one2one,NSMCE2
ENSGALG00010008918,,,,,,,ENSACCG00020012374,,ortholog_one2one,,,,ENSFALG00000022871,,ortholog_one2one,PLAC9
ENSGALG00010008947,,,,ENSAPLG00000015551,SPMIP2,ortholog_one2one,,,,ENSCJPG00005000640,SPMIP2,ortholog_one2one,,,,SPMIP2
ENSGALG00010008955,ENSMGAG00000017267,KRTCAP3,ortholog_one2one,ENSAPLG00000030912,,ortholog_one2one,ENSACCG00020013642,KRTCAP3,ortholog_one2one,ENSCJPG00005011908,KRTCAP3,ortholog_one2one,,,,KRTCAP3
ENSGALG00010008974,ENSMGAG00000021417,SMCO4,ortholog_one2one,,,,ENSACCG00020008104,SMCO4,ortholog_one2one,,,,ENSFALG00000014226,SMCO4,ortholog_one2one,SMCO4
ENSGALG00010008995,ENSMGAG00000001306,,ortholog_one2one,ENSAPLG00000010059,ECD,ortholog_one2one,ENSACCG00020003593,ECD,ortholog_one2one,ENSCJPG00005012774,ECD,ortholog_one2one,ENSFALG00000012805,,ortholog_one2one,ECD
ENSGALG00010009015,ENSMGAG00000009064,,ortholog_one2one,ENSAPLG00000012326,TMEM231,ortholog_one2one,ENSACCG00020013677,TMEM231,ortholog_one2one,ENSCJPG00005004091,TMEM231,ortholog_one2one,ENSFALG00000002515,TMEM231,ortholog_one2one,TMEM231
ENSGALG00010009076,ENSMGAG00000014954,TMEM214,ortholog_one2one,ENSAPLG00000023938,TMEM214,ortholog_one2one,ENSACCG00020014942,TMEM214,ortholog_one2one,ENSCJPG00005011993,TMEM214,ortholog_one2one,ENSFALG00000010675,TMEM214,ortholog_one2one,TMEM214
ENSGALG00010009078,ENSMGAG00000017583,,ortholog_one2one,ENSAPLG00000007970,,ortholog_one2one,ENSACCG00020016603,,ortholog_one2one,ENSCJPG00005008768,,ortholog_one2one,ENSFALG00000013477,,ortholog_one2one,PTTG2
ENSGALG00010009081,ENSMGAG00000006880,,ortholog_one2one,ENSAPLG00000007110,HBP1,ortholog_one2one,ENSACCG00020009156,HBP1,ortholog_one2one,ENSCJPG00005006658,HBP1,ortholog_one2one,ENSFALG00000010259,HBP1,ortholog_one2one,HBP1
ENSGALG00010009083,ENSMGAG00000012493,MED30,ortholog_one2one,ENSAPLG00000014888,MED30,ortholog_one2one,ENSACCG00020002336,MED30,ortholog_one2one,ENSCJPG00005005330,MED30,ortholog_one2one,ENSFALG00000002314,MED30,ortholog_one2one,MED30
ENSGALG00010009093,ENSMGAG00000002882,SLU7,ortholog_one2one,ENSAPLG00000008133,SLU7,ortholog_one2one,ENSACCG00020016607,SLU7,ortholog_one2one,ENSCJPG00005008769,SLU7,ortholog_one2one,ENSFALG00000013473,,ortholog_one2one,SLU7
ENSGALG00010009115,ENSMGAG00000006911,,ortholog_one2one,ENSAPLG00000007291,COG5,ortholog_one2one,ENSACCG00020009290,COG5,ortholog_one2one,ENSCJPG00005006745,COG5,ortholog_one2one,ENSFALG00000010253,COG5,ortholog_one2one,COG5
ENSGALG00010009120,ENSMGAG00000019806,,ortholog_one2one,ENSAPLG00000017775,ATG12,ortholog_one2one,ENSACCG00020013613,ATG12,ortholog_one2one,ENSCJPG00005005945,ATG12,ortholog_one2one,ENSFALG00000026589,ATG12,ortholog_one2one,ATG12
ENSGALG00010009130,ENSMGAG00000011761,HEATR1,ortholog_one2one,ENSAPLG00000008015,HEATR1,ortholog_one2one,ENSACCG00020011571,HEATR1,ortholog_one2one,ENSCJPG00005019750,HEATR1,ortholog_one2one,ENSFALG00000013475,HEATR1,ortholog_one2one,HEATR1
ENSGALG00010009150,,,,,,,,,,ENSCJPG00005011969,,ortholog_one2one,ENSFALG00000025730,,ortholog_one2one,
ENSGALG00010009173,ENSMGAG00000012703,,ortholog_one2one,ENSAPLG00000003243,LYAR,ortholog_one2one,ENSACCG00020000164,LYAR,ortholog_one2one,ENSCJPG00005018522,LYAR,ortholog_one2one,ENSFALG00000009417,LYAR,ortholog_one2one,LYAR
ENSGALG00010009186,,,,ENSAPLG00000028248,,ortholog_one2one,ENSACCG00020014745,PREB,ortholog_one2one,ENSCJPG00005011968,PREB,ortholog_one2one,ENSFALG00000010706,PREB,ortholog_one2one,PREB
ENSGALG00010009222,ENSMGAG00000018383,,ortholog_one2one,ENSAPLG00000017453,,ortholog_one2one,ENSACCG00020004749,,ortholog_one2one,ENSCJPG00005000866,,ortholog_one2one,ENSFALG00000025531,,ortholog_one2one,
ENSGALG00010009243,ENSMGAG00000009722,,ortholog_one2one,ENSAPLG00000007986,BCAP29,ortholog_one2one,ENSACCG00020009404,BCAP29,ortholog_one2one,ENSCJPG00005006779,BCAP29,ortholog_one2one,,,,BCAP29
ENSGALG00010009351,ENSMGAG00000014066,,ortholog_one2one,ENSAPLG00000006182,,ortholog_one2one,ENSACCG00020014678,GTF3C2,ortholog_one2one,ENSCJPG00005012126,GTF3C2,ortholog_one2one,ENSFALG00000010782,,ortholog_one2one,GTF3C2
ENSGALG00010009355,,,,ENSAPLG00000009718,GARRE1,ortholog_one2one,ENSACCG00020000988,GARRE1,ortholog_one2one,ENSCJPG00005014627,GARRE1,ortholog_one2one,ENSFALG00000007756,,ortholog_one2one,GARRE1
ENSGALG00010009355,,,,ENSAPLG00000009718,GARRE1,ortholog_one2one,ENSACCG00020000988,GARRE1,ortholog_one2one,ENSCJPG00005014627,GARRE1,ortholog_one2one,ENSFALG00000007756,,ortholog_one2one,GARRE1
ENSGALG00010009376,ENSMGAG00000008903,,ortholog_one2one,ENSAPLG00000013485,CDO1,ortholog_one2one,ENSACCG00020013599,CDO1,ortholog_one2one,ENSCJPG00005005949,CDO1,ortholog_one2one,ENSFALG00000001887,CDO1,ortholog_one2one,CDO1
ENSGALG00010009385,ENSMGAG00000006052,,ortholog_one2one,ENSAPLG00000010107,GPI,ortholog_one2one,ENSACCG00020000962,GPI,ortholog_one2one,ENSCJPG00005014628,GPI,ortholog_one2one,ENSFALG00000007751,,ortholog_one2one,GPI
