Gene stable ID,Sheep gene stable ID,Sheep gene name,Sheep homology type,Gene name
ENSBTAG00000011507,ENSOARG00020009973,NUP88,ortholog_one2one,NUP88
ENSBTAG00000011517,ENSOARG00020003989,CCDC106,ortholog_one2one,CCDC106
ENSBTAG00000011556,ENSOARG00020002441,MED22,ortholog_one2one,MED22
ENSBTAG00000011591,ENSOARG00020002893,KRR1,ortholog_one2one,KRR1
ENSBTAG00000011608,ENSOARG00020019972,KIAA1191,ortholog_one2one,KIAA1191
ENSBTAG00000011717,ENSOARG00020009689,SAP30BP,ortholog_one2one,SAP30BP
ENSBTAG00000011732,ENSOARG00020013689,PGAP3,ortholog_one2one,PGAP3
ENSBTAG00000011814,ENSOARG00020001265,CENPP,ortholog_one2one,CENPP
ENSBTAG00000011815,ENSOARG00020003705,SMG9,ortholog_one2one,SMG9
ENSBTAG00000011822,ENSOARG00020002881,ARMH1,ortholog_one2one,ARMH1
ENSBTAG00000011889,ENSOARG00020022819,NOC4L,ortholog_one2one,NOC4L
ENSBTAG00000011902,ENSOARG00020012950,,ortholog_one2one,WASHC1
ENSBTAG00000011937,ENSOARG00020016329,RITA1,ortholog_one2one,RITA1
ENSBTAG00000011950,ENSOARG00020007774,EMC1,ortholog_one2one,EMC1
ENSBTAG00000011951,ENSOARG00020007719,MRTO4,ortholog_one2one,MRTO4
ENSBTAG00000012073,ENSOARG00020029641,VOPP1,ortholog_one2one,VOPP1
ENSBTAG00000012156,ENSOARG00020015076,NAIF1,ortholog_one2one,NAIF1
ENSBTAG00000012177,ENSOARG00020011522,SNRPD2,ortholog_one2one,SNRPD2
ENSBTAG00000012232,ENSOARG00020005398,CYC1,ortholog_one2one,CYC1
ENSBTAG00000012241,ENSOARG00020008736,POLD2,ortholog_one2one,POLD2
ENSBTAG00000012267,ENSOARG00020002238,ZFC3H1,ortholog_one2one,ZFC3H1
ENSBTAG00000012275,ENSOARG00020002938,ENDOU,ortholog_one2one,ENDOU
ENSBTAG00000012277,ENSOARG00020006297,SRRD,ortholog_one2one,SRRD
ENSBTAG00000012334,ENSOARG00020017518,FLACC1,ortholog_one2one,FLACC1
ENSBTAG00000012357,ENSOARG00020023325,VPS13B,ortholog_one2one,VPS13B
ENSBTAG00000012372,ENSOARG00020002864,TMEM53,ortholog_one2one,TMEM53
ENSBTAG00000012398,ENSOARG00020024786,APOC3,ortholog_one2one,APOC3
ENSBTAG00000012419,ENSOARG00020020041,BCL2L15,ortholog_one2one,BCL2L15
ENSBTAG00000012470,ENSOARG00020000961,SNAPIN,ortholog_one2one,SNAPIN
ENSBTAG00000012501,ENSOARG00020008419,FTO,ortholog_one2one,FTO
ENSBTAG00000012560,ENSOARG00020021857,SFTPC,ortholog_one2one,SFTPC
ENSBTAG00000012577,ENSOARG00020009863,UVSSA,ortholog_one2one,UVSSA
ENSBTAG00000012607,ENSOARG00020009015,NCAPH2,ortholog_one2one,NCAPH2
ENSBTAG00000012634,ENSOARG00020000517,NDUFB7,ortholog_one2one,NDUFB7
ENSBTAG00000012642,ENSOARG00020018788,TRADD,ortholog_one2one,TRADD
ENSBTAG00000012658,ENSOARG00020021969,TMA16,ortholog_one2one,TMA16
ENSBTAG00000012672,ENSOARG00020024765,ZNHIT3,ortholog_one2one,ZNHIT3
ENSBTAG00000012735,ENSOARG00020017416,CFAP157,ortholog_one2one,CFAP157
ENSBTAG00000012736,ENSOARG00020017325,PTRH1,ortholog_one2one,PTRH1
ENSBTAG00000012739,ENSOARG00020010423,C1QBP,ortholog_one2one,C1QBP
ENSBTAG00000012741,ENSOARG00020024398,CCPG1,ortholog_one2one,CCPG1
ENSBTAG00000012744,ENSOARG00020011272,UBE2M,ortholog_one2one,UBE2M
ENSBTAG00000012768,ENSOARG00020011388,HMGXB3,ortholog_one2one,HMGXB3
ENSBTAG00000012791,ENSOARG00020022134,GATC,ortholog_one2one,GATC
ENSBTAG00000012936,ENSOARG00020012530,THYN1,ortholog_one2one,THYN1
ENSBTAG00000012985,ENSOARG00020016321,FCSK,ortholog_one2one,FCSK
ENSBTAG00000013032,ENSOARG00020019380,CCNDBP1,ortholog_one2one,CCNDBP1
ENSBTAG00000013042,ENSOARG00020019509,EXOC5,ortholog_one2one,EXOC5
ENSBTAG00000013043,ENSOARG00020020008,AP5M1,ortholog_one2one,AP5M1
ENSBTAG00000013063,ENSOARG00020008178,ITGB1BP1,ortholog_one2one,ITGB1BP1
ENSBTAG00000013069,ENSOARG00020004195,IQCB1,ortholog_one2one,IQCB1
ENSBTAG00000013126,ENSOARG00020022522,EMG1,ortholog_one2one,EMG1
ENSBTAG00000013168,ENSOARG00020004353,,ortholog_one2one,RPA3
ENSBTAG00000013192,ENSOARG00020027166,CEP19,ortholog_one2one,CEP19
ENSBTAG00000013224,ENSOARG00020021897,RMND1,ortholog_one2one,RMND1
ENSBTAG00000013236,ENSOARG00020015170,MED1,ortholog_one2one,MED1
ENSBTAG00000013250,ENSOARG00020019460,PCSK1N,ortholog_one2one,PCSK1N
ENSBTAG00000013253,ENSOARG00020000069,THAP4,ortholog_one2one,THAP4
ENSBTAG00000013273,ENSOARG00020011100,PIGL,ortholog_one2one,PIGL
ENSBTAG00000013277,ENSOARG00020014199,CCDC22,ortholog_one2one,CCDC22
ENSBTAG00000013283,ENSOARG00020020341,PRR19,ortholog_one2one,PRR19
ENSBTAG00000013291,ENSOARG00020020947,ARMC6,ortholog_one2one,ARMC6
ENSBTAG00000013413,ENSOARG00020024212,CCDC51,ortholog_one2one,CCDC51
ENSBTAG00000013538,ENSOARG00020015026,PEX14,ortholog_one2one,PEX14
ENSBTAG00000013812,ENSOARG00020018872,RO60,ortholog_one2one,RO60
ENSBTAG00000013910,ENSOARG00020003936,,ortholog_one2one,POLR3GL
ENSBTAG00000013914,ENSOARG00020020844,GATB,ortholog_one2one,GATB
ENSBTAG00000013925,ENSOARG00020004659,KIN,ortholog_one2one,KIN
ENSBTAG00000013927,ENSOARG00020025853,GSTCD,ortholog_one2one,GSTCD
ENSBTAG00000013930,ENSOARG00020004769,ATP5F1C,ortholog_one2one,ATP5F1C
ENSBTAG00000013946,ENSOARG00020007961,PRPF3,ortholog_one2one,PRPF3
ENSBTAG00000013955,ENSOARG00020005244,TRAPPC9,ortholog_one2one,TRAPPC9
ENSBTAG00000013956,ENSOARG00020025755,,ortholog_one2one,BCL2L13
ENSBTAG00000013983,ENSOARG00020017806,ZC2HC1C,ortholog_one2one,ZC2HC1C
ENSBTAG00000014024,ENSOARG00020010005,POMP,ortholog_one2one,POMP
ENSBTAG00000014044,ENSOARG00020014442,VEZT,ortholog_one2one,VEZT
ENSBTAG00000014156,ENSOARG00020001651,AMN1,ortholog_one2one,AMN1
ENSBTAG00000014325,ENSOARG00020016199,AIRIM,ortholog_one2one,AIRIM
ENSBTAG00000014326,ENSOARG00020016248,CDCA8,ortholog_one2one,CDCA8
ENSBTAG00000014359,ENSOARG00020013077,DRAXIN,ortholog_one2one,DRAXIN
ENSBTAG00000014450,ENSOARG00020009405,NOSIP,ortholog_one2one,NOSIP
ENSBTAG00000014520,ENSOARG00020023685,LIAS,ortholog_one2one,LIAS
ENSBTAG00000014522,ENSOARG00020023943,SMIM14,ortholog_one2one,SMIM14
ENSBTAG00000014646,ENSOARG00020004493,MZT2B,ortholog_one2one,MZT2B
ENSBTAG00000014660,ENSOARG00020002176,WDR53,ortholog_one2one,WDR53
ENSBTAG00000014675,ENSOARG00020023141,PTCD2,ortholog_one2one,PTCD2
ENSBTAG00000014687,ENSOARG00020017805,TP53I13,ortholog_one2one,TP53I13
ENSBTAG00000014693,ENSOARG00020010194,TMEM88,ortholog_one2one,TMEM88
ENSBTAG00000014694,ENSOARG00020001313,JTB,ortholog_one2one,JTB
ENSBTAG00000014695,ENSOARG00020010108,NAA38,ortholog_one2one,NAA38
ENSBTAG00000014722,ENSOARG00020001739,TSTD2,ortholog_one2one,TSTD2
ENSBTAG00000014773,ENSOARG00020012695,HMMR,ortholog_one2one,HMMR
ENSBTAG00000014790,ENSOARG00020021872,ZBTB2,ortholog_one2one,ZBTB2
ENSBTAG00000014793,ENSOARG00020008897,FIRRM,ortholog_one2one,FIRRM
ENSBTAG00000014799,ENSOARG00020039993,ARMC7,ortholog_one2one,ARMC7
ENSBTAG00000014805,ENSOARG00020010424,ENOPH1,ortholog_one2one,ENOPH1
ENSBTAG00000014822,ENSOARG00020010106,MRPL52,ortholog_one2one,MRPL52
ENSBTAG00000014841,ENSOARG00020010312,GBA1,ortholog_one2one,GBA1
ENSBTAG00000014877,ENSOARG00020013795,UNC50,ortholog_one2one,UNC50
ENSBTAG00000014956,ENSOARG00020022642,JSRP1,ortholog_one2one,JSRP1
ENSBTAG00000015004,ENSOARG00020011496,TBCB,ortholog_one2one,TBCB
ENSBTAG00000015014,ENSOARG00020021166,CENPO,ortholog_one2one,CENPO
ENSBTAG00000015032,ENSOARG00020022493,CD14,ortholog_one2one,CD14
ENSBTAG00000015051,ENSOARG00020011277,POLRMT,ortholog_one2one,POLRMT
ENSBTAG00000015075,ENSOARG00020008236,HSCB,ortholog_one2one,HSCB
ENSBTAG00000015097,ENSOARG00020002308,CACFD1,ortholog_one2one,CACFD1
ENSBTAG00000015117,ENSOARG00020009801,GADD45GIP1,ortholog_one2one,GADD45GIP1
ENSBTAG00000015140,ENSOARG00020021471,RUNDC1,ortholog_one2one,RUNDC1
ENSBTAG00000015336,ENSOARG00020011679,PRUNE1,ortholog_one2one,PRUNE1
ENSBTAG00000015339,ENSOARG00020022076,ENDOV,ortholog_one2one,ENDOV
ENSBTAG00000015349,ENSOARG00020011990,C1orf56,ortholog_one2one,C3H1orf56
ENSBTAG00000015388,ENSOARG00020016791,RPL18,ortholog_one2one,RPL18
ENSBTAG00000015403,ENSOARG00020009332,TPP1,ortholog_one2one,TPP1
ENSBTAG00000015407,ENSOARG00020005381,IL22,ortholog_one2one,IL22
ENSBTAG00000015432,ENSOARG00020020161,TMEM231,ortholog_one2one,TMEM231
ENSBTAG00000015529,ENSOARG00020035149,CHCHD4,ortholog_one2one,CHCHD4
ENSBTAG00000015579,ENSOARG00020011550,TMEM160,ortholog_one2one,TMEM160
ENSBTAG00000015591,ENSOARG00020014013,SQSTM1,ortholog_one2one,SQSTM1
ENSBTAG00000015593,ENSOARG00020011849,KIAA0753,ortholog_one2one,KIAA0753
ENSBTAG00000015602,ENSOARG00020013856,MRNIP,ortholog_one2one,MRNIP
ENSBTAG00000015636,ENSOARG00020003046,SHFL,ortholog_one2one,SHFL
ENSBTAG00000015659,ENSOARG00020000414,CIAO1,ortholog_one2one,CIAO1
ENSBTAG00000015667,ENSOARG00020000447,TMEM127,ortholog_one2one,TMEM127
ENSBTAG00000015686,ENSOARG00020020501,TERF2IP,ortholog_one2one,TERF2IP
ENSBTAG00000015719,ENSOARG00020005433,PIGF,ortholog_one2one,PIGF
ENSBTAG00000015753,ENSOARG00020004698,,ortholog_one2one,RSBN1L
ENSBTAG00000015758,ENSOARG00020008448,USB1,ortholog_one2one,USB1
ENSBTAG00000015778,ENSOARG00020001994,SASS6,ortholog_one2one,SASS6
ENSBTAG00000015781,ENSOARG00020002056,TRMT13,ortholog_one2one,TRMT13
ENSBTAG00000015834,ENSOARG00020021345,ARHGEF4,ortholog_one2one,ARHGEF4
ENSBTAG00000015878,ENSOARG00020011950,RHNO1,ortholog_one2one,RHNO1
ENSBTAG00000015912,ENSOARG00020017113,,ortholog_one2one,DMKN
ENSBTAG00000016014,ENSOARG00020006652,NUP42,ortholog_one2one,NUP42
ENSBTAG00000016017,ENSOARG00020013956,CCDC40,ortholog_one2one,CCDC40
ENSBTAG00000016122,ENSOARG00020013290,PIGT,ortholog_one2one,PIGT
ENSBTAG00000016126,ENSOARG00020005621,NUP85,ortholog_one2one,NUP85
ENSBTAG00000016202,ENSOARG00020011898,TREH,ortholog_one2one,TREH
ENSBTAG00000016218,ENSOARG00020014029,PTGES2,ortholog_one2one,PTGES2
ENSBTAG00000016231,ENSOARG00020005221,POFUT1,ortholog_one2one,POFUT1
ENSBTAG00000016252,ENSOARG00020017537,LSM12,ortholog_one2one,LSM12
ENSBTAG00000016266,ENSOARG00020019097,SDHD,ortholog_one2one,SDHD
ENSBTAG00000016316,ENSOARG00020014955,ZZEF1,ortholog_one2one,ZZEF1
ENSBTAG00000016363,ENSOARG00020001304,TFG,ortholog_one2one,TFG
ENSBTAG00000016548,ENSOARG00020019390,TEX12,ortholog_one2one,TEX12
ENSBTAG00000016725,ENSOARG00020038637,KIAA1143,ortholog_one2one,KIAA1143
ENSBTAG00000016743,ENSOARG00020015322,DNTTIP1,ortholog_one2one,DNTTIP1
ENSBTAG00000016900,ENSOARG00020005467,TRAPPC13,ortholog_one2one,TRAPPC13
ENSBTAG00000016908,ENSOARG00020000098,METTL1,ortholog_one2one,METTL1
ENSBTAG00000016912,ENSOARG00020019779,TSFM,ortholog_one2one,TSFM
ENSBTAG00000016969,ENSOARG00020013723,ORC3,ortholog_one2one,ORC3
ENSBTAG00000017027,ENSOARG00020000138,MMACHC,ortholog_one2one,MMACHC
ENSBTAG00000017038,ENSOARG00020006272,HPS4,ortholog_one2one,HPS4
ENSBTAG00000017090,ENSOARG00020026360,SMCR8,ortholog_one2one,SMCR8
ENSBTAG00000017129,ENSOARG00020005063,CLCC1,ortholog_one2one,CLCC1
ENSBTAG00000017187,ENSOARG00020021450,TMEM255A,ortholog_one2one,TMEM255A
ENSBTAG00000017212,ENSOARG00020031796,HYPK,ortholog_one2one,HYPK
ENSBTAG00000017213,ENSOARG00020010495,MFAP1,ortholog_one2one,MFAP1
ENSBTAG00000017215,ENSOARG00020010574,WDR76,ortholog_one2one,WDR76
ENSBTAG00000017281,ENSOARG00020005576,OPLAH,ortholog_one2one,OPLAH
ENSBTAG00000017355,ENSOARG00020007969,ERCC1,ortholog_one2one,ERCC1
ENSBTAG00000017371,ENSOARG00020017412,RELL2,ortholog_one2one,RELL2
ENSBTAG00000017386,ENSOARG00020000393,C1orf50,ortholog_one2one,C3H1orf50
ENSBTAG00000017407,ENSOARG00020005745,HSF2BP,ortholog_one2one,HSF2BP
ENSBTAG00000017482,ENSOARG00020004475,ISYNA1,ortholog_one2one,ISYNA1
ENSBTAG00000017695,ENSOARG00020034328,,ortholog_one2one,CCDC150
ENSBTAG00000017775,ENSOARG00020037222,SDCCAG8,ortholog_one2one,SDCCAG8
ENSBTAG00000017794,ENSOARG00020014765,,ortholog_one2one,CCDC153
ENSBTAG00000017835,ENSOARG00020003576,C5orf63,ortholog_one2one,C7H5orf63
ENSBTAG00000017890,ENSOARG00020013858,ZMAT5,ortholog_one2one,ZMAT5
ENSBTAG00000017907,ENSOARG00020007017,COG3,ortholog_one2one,COG3
ENSBTAG00000017921,ENSOARG00020023088,NELFA,ortholog_one2one,NELFA
ENSBTAG00000017932,ENSOARG00020012715,CENATAC,ortholog_one2one,CENATAC
ENSBTAG00000017964,ENSOARG00020017145,LRRC51,ortholog_one2one,LRRC51
ENSBTAG00000018025,ENSOARG00020001449,IQCG,ortholog_one2one,IQCG
ENSBTAG00000018048,ENSOARG00020005078,MED15,ortholog_one2one,MED15
ENSBTAG00000018065,ENSOARG00020019649,YARS1,ortholog_one2one,YARS1
ENSBTAG00000018067,ENSOARG00020019600,S100PBP,ortholog_one2one,S100PBP
ENSBTAG00000018070,ENSOARG00020013488,SCNM1,ortholog_one2one,SCNM1
ENSBTAG00000018116,ENSOARG00020015626,MTFP1,ortholog_one2one,MTFP1
ENSBTAG00000018126,ENSOARG00020012072,VPS53,ortholog_one2one,VPS53
ENSBTAG00000018142,ENSOARG00020021454,DTL,ortholog_one2one,DTL
ENSBTAG00000018172,ENSOARG00020026077,OGFOD3,ortholog_one2one,OGFOD3
ENSBTAG00000018175,ENSOARG00020026083,HEXD,ortholog_one2one,HEXD
ENSBTAG00000018186,ENSOARG00020005802,PDXK,ortholog_one2one,PDXK
ENSBTAG00000018207,ENSOARG00020007510,M6PR,ortholog_one2one,M6PR
ENSBTAG00000018256,ENSOARG00020016887,SMC6,ortholog_one2one,SMC6
ENSBTAG00000018257,ENSOARG00020013162,APIP,ortholog_one2one,APIP
ENSBTAG00000018260,ENSOARG00020016069,MFSD11,ortholog_one2one,MFSD11
ENSBTAG00000018278,ENSOARG00020005595,ATP5PO,ortholog_one2one,ATP5PO
ENSBTAG00000018282,ENSOARG00020016593,NIF3L1,ortholog_one2one,NIF3L1
ENSBTAG00000018291,ENSOARG00020030557,C2orf68,ortholog_one2one,C11H2orf68
ENSBTAG00000018314,ENSOARG00020024612,MED11,ortholog_one2one,MED11
ENSBTAG00000018315,ENSOARG00020024393,PELP1,ortholog_one2one,PELP1
ENSBTAG00000018360,ENSOARG00020006669,,ortholog_one2one,MRPL1
ENSBTAG00000018363,ENSOARG00020015448,RBM48,ortholog_one2one,RBM48
ENSBTAG00000018379,ENSOARG00020011312,TMEM175,ortholog_one2one,TMEM175
ENSBTAG00000018387,ENSOARG00020002658,EIPR1,ortholog_one2one,EIPR1
ENSBTAG00000018401,ENSOARG00020007769,APLF,ortholog_one2one,APLF
ENSBTAG00000018417,ENSOARG00020016930,PSMF1,ortholog_one2one,PSMF1
ENSBTAG00000018483,ENSOARG00020014698,NDUFS3,ortholog_one2one,NDUFS3
ENSBTAG00000018493,ENSOARG00020030704,ERICH5,ortholog_one2one,ERICH5
ENSBTAG00000018502,ENSOARG00020010823,ARMC9,ortholog_one2one,ARMC9
ENSBTAG00000018531,ENSOARG00020001390,JCHAIN,ortholog_one2one,JCHAIN
ENSBTAG00000018548,ENSOARG00020021629,INTS7,ortholog_one2one,INTS7
ENSBTAG00000018593,ENSOARG00020020197,PSENEN,ortholog_one2one,PSENEN
ENSBTAG00000018594,ENSOARG00020020230,LIN37,ortholog_one2one,LIN37
ENSBTAG00000018599,ENSOARG00020030645,PROSER3,ortholog_one2one,PROSER3
ENSBTAG00000018613,ENSOARG00020001357,NOL8,ortholog_one2one,NOL8
ENSBTAG00000018628,ENSOARG00020025879,RPL29,ortholog_one2one,RPL29
ENSBTAG00000018709,ENSOARG00020012879,CATSPERB,ortholog_one2one,CATSPERB
ENSBTAG00000018715,ENSOARG00020000391,MPLKIP,ortholog_one2one,MPLKIP
ENSBTAG00000018735,ENSOARG00020004070,ADISSP,ortholog_one2one,ADISSP
ENSBTAG00000018737,ENSOARG00020009355,GLMN,ortholog_one2one,GLMN
ENSBTAG00000018739,ENSOARG00020009451,RPAP2,ortholog_one2one,RPAP2
ENSBTAG00000018745,ENSOARG00020007839,CEP290,ortholog_one2one,CEP290
ENSBTAG00000018772,ENSOARG00020007383,TAF1C,ortholog_one2one,TAF1C
ENSBTAG00000018775,ENSOARG00020004586,TPX2,ortholog_one2one,TPX2
ENSBTAG00000018783,ENSOARG00020010385,NELFCD,ortholog_one2one,NELFCD
ENSBTAG00000018803,ENSOARG00020022227,SNF8,ortholog_one2one,SNF8
ENSBTAG00000018823,ENSOARG00020011356,GRN,ortholog_one2one,GRN
ENSBTAG00000018894,ENSOARG00020008293,PEX11G,ortholog_one2one,PEX11G
ENSBTAG00000018903,ENSOARG00020003196,ACD,ortholog_one2one,ACD
ENSBTAG00000018906,ENSOARG00020003432,C16orf86,ortholog_one2one,C18H16orf86
ENSBTAG00000018918,ENSOARG00020022430,NDUFAF3,ortholog_one2one,NDUFAF3
ENSBTAG00000019023,ENSOARG00020001624,NANS,ortholog_one2one,NANS
ENSBTAG00000019025,ENSOARG00020020850,NDUFA11,ortholog_one2one,NDUFA11
ENSBTAG00000019029,ENSOARG00020026919,DPH5,ortholog_one2one,DPH5
ENSBTAG00000019053,ENSOARG00020016287,MAP9,ortholog_one2one,MAP9
ENSBTAG00000019120,ENSOARG00020016059,WDHD1,ortholog_one2one,WDHD1
ENSBTAG00000019121,ENSOARG00020025765,IFT122,ortholog_one2one,IFT122
ENSBTAG00000019161,ENSOARG00020013263,NPRL2,ortholog_one2one,NPRL2
ENSBTAG00000019198,ENSOARG00020017434,LRRC42,ortholog_one2one,LRRC42
ENSBTAG00000019209,ENSOARG00020016824,RAD1,ortholog_one2one,RAD1
ENSBTAG00000019211,ENSOARG00020016774,BRIX1,ortholog_one2one,BRIX1
ENSBTAG00000019231,ENSOARG00020014186,MAIP1,ortholog_one2one,MAIP1
ENSBTAG00000019281,ENSOARG00020000707,MCRS1,ortholog_one2one,MCRS1
ENSBTAG00000019358,ENSOARG00020003821,RNF214,ortholog_one2one,RNF214
ENSBTAG00000019387,ENSOARG00020024037,NIFK,ortholog_one2one,NIFK
ENSBTAG00000019403,ENSOARG00020006835,MALSU1,ortholog_one2one,MALSU1
ENSBTAG00000019419,ENSOARG00020015840,NDUFS7,ortholog_one2one,NDUFS7
ENSBTAG00000019446,ENSOARG00020017795,ELP5,ortholog_one2one,ELP5
ENSBTAG00000019457,ENSOARG00020020694,MRPL22,ortholog_one2one,MRPL22
ENSBTAG00000019502,ENSOARG00020009593,MED4,ortholog_one2one,MED4
ENSBTAG00000019511,ENSOARG00020007274,CDC123,ortholog_one2one,CDC123
ENSBTAG00000019563,ENSOARG00020007914,C22orf23,ortholog_one2one,C5H22orf23
ENSBTAG00000019564,ENSOARG00020010953,SMU1,ortholog_one2one,SMU1
ENSBTAG00000019605,ENSOARG00020009064,OPA3,ortholog_one2one,OPA3
ENSBTAG00000019718,ENSOARG00020029583,,ortholog_one2one,RPS15
ENSBTAG00000019777,ENSOARG00020023351,CDCA3,ortholog_one2one,CDCA3
ENSBTAG00000019830,ENSOARG00020007656,MRPL46,ortholog_one2one,MRPL46
ENSBTAG00000019836,ENSOARG00020038318,GSKIP,ortholog_one2one,GSKIP
ENSBTAG00000019846,ENSOARG00020004431,ALKBH2,ortholog_one2one,ALKBH2
ENSBTAG00000019854,ENSOARG00020024985,ABCE1,ortholog_one2one,ABCE1
ENSBTAG00000019886,ENSOARG00020007605,BORA,ortholog_one2one,BORA
ENSBTAG00000019888,ENSOARG00020005695,HIRA,ortholog_one2one,HIRA
ENSBTAG00000019891,ENSOARG00020005950,MRPL40,ortholog_one2one,MRPL40
ENSBTAG00000019895,ENSOARG00020008502,PIBF1,ortholog_one2one,PIBF1
ENSBTAG00000019911,ENSOARG00020022706,,ortholog_one2one,COA3
ENSBTAG00000019912,ENSOARG00020022636,CNTD1,ortholog_one2one,CNTD1
ENSBTAG00000019952,ENSOARG00020012965,ARMC8,ortholog_one2one,ARMC8
ENSBTAG00000019972,ENSOARG00020023542,TEPSIN,ortholog_one2one,TEPSIN
ENSBTAG00000020014,ENSOARG00020037976,CEP104,ortholog_one2one,CEP104
ENSBTAG00000020015,ENSOARG00020003201,DFFB,ortholog_one2one,DFFB
ENSBTAG00000020123,ENSOARG00020001842,AUP1,ortholog_one2one,AUP1
ENSBTAG00000020142,ENSOARG00020015223,LMBRD2,ortholog_one2one,LMBRD2
ENSBTAG00000020152,ENSOARG00020018255,PFDN2,ortholog_one2one,PFDN2
ENSBTAG00000020273,ENSOARG00020031148,YOD1,ortholog_one2one,YOD1
ENSBTAG00000020307,ENSOARG00020001935,C9orf78,ortholog_one2one,C11H9orf78
ENSBTAG00000020340,ENSOARG00020018540,ZNF830,ortholog_one2one,ZNF830
ENSBTAG00000020367,ENSOARG00020025253,SLC30A9,ortholog_one2one,SLC30A9
ENSBTAG00000020371,ENSOARG00020015749,ACOT8,ortholog_one2one,ACOT8
ENSBTAG00000020421,ENSOARG00020016964,SUPT16H,ortholog_one2one,SUPT16H
ENSBTAG00000020428,ENSOARG00020024868,PAF1,ortholog_one2one,PAF1
ENSBTAG00000020429,ENSOARG00020024900,MED29,ortholog_one2one,MED29
ENSBTAG00000020432,ENSOARG00020010759,MIS12,ortholog_one2one,MIS12
ENSBTAG00000020475,ENSOARG00020004622,VIPAS39,ortholog_one2one,VIPAS39
ENSBTAG00000020530,ENSOARG00020012058,MTIF3,ortholog_one2one,MTIF3
ENSBTAG00000020610,ENSOARG00020011753,ANKZF1,ortholog_one2one,ANKZF1
ENSBTAG00000020629,ENSOARG00020026199,UTP18,ortholog_one2one,UTP18
ENSBTAG00000020653,ENSOARG00020014026,,ortholog_one2one,FIP1L1
ENSBTAG00000020662,ENSOARG00020005592,,ortholog_one2one,SARNP
ENSBTAG00000020720,ENSOARG00020018506,C1orf35,ortholog_one2one,C7H1orf35
ENSBTAG00000020782,ENSOARG00020012509,CNOT1,ortholog_one2one,CNOT1
ENSBTAG00000020850,ENSOARG00020023674,MUL1,ortholog_one2one,MUL1
ENSBTAG00000020883,ENSOARG00020011086,IL2,ortholog_one2one,IL2
ENSBTAG00000020907,ENSOARG00020023582,PSMC3IP,ortholog_one2one,PSMC3IP
ENSBTAG00000020994,ENSOARG00020012947,C17orf75,ortholog_one2one,C19H17orf75
ENSBTAG00000020996,ENSOARG00020000316,CLDND1,ortholog_one2one,CLDND1
ENSBTAG00000020999,ENSOARG00020010497,DDB2,ortholog_one2one,DDB2
ENSBTAG00000021021,ENSOARG00020023227,C15orf39,ortholog_one2one,C21H15orf39
ENSBTAG00000021102,ENSOARG00020000365,GALM,ortholog_one2one,GALM
ENSBTAG00000021141,ENSOARG00020000717,CD8A,ortholog_one2one,CD8A
ENSBTAG00000021227,ENSOARG00020005322,ATP5PD,ortholog_one2one,ATP5PD
ENSBTAG00000021303,ENSOARG00020013799,RSAD1,ortholog_one2one,RSAD1
ENSBTAG00000021304,ENSOARG00020008490,TP53BP1,ortholog_one2one,TP53BP1
ENSBTAG00000021421,ENSOARG00020024383,SSR4,ortholog_one2one,SSR4
ENSBTAG00000021449,ENSOARG00020020364,DCAF13,ortholog_one2one,DCAF13
ENSBTAG00000021607,ENSOARG00020006873,NDUFAF2,ortholog_one2one,NDUFAF2
ENSBTAG00000021633,ENSOARG00020012922,TDG,ortholog_one2one,TDG
ENSBTAG00000021637,ENSOARG00020003118,POLR3C,ortholog_one2one,POLR3C
ENSBTAG00000021660,ENSOARG00020011666,IKBIP,ortholog_one2one,IKBIP
ENSBTAG00000021661,ENSOARG00020011843,APAF1,ortholog_one2one,APAF1
ENSBTAG00000021671,ENSOARG00020027182,METTL18,ortholog_one2one,METTL18
ENSBTAG00000021695,ENSOARG00020025825,GLYCTK,ortholog_one2one,GLYCTK
ENSBTAG00000021720,ENSOARG00020038421,MRPL27,ortholog_one2one,MRPL27
ENSBTAG00000021796,ENSOARG00020022838,C12orf43,ortholog_one2one,C17H12orf43
ENSBTAG00000021829,ENSOARG00020015724,GM2A,ortholog_one2one,GM2A
ENSBTAG00000021931,ENSOARG00020021294,C17orf49,ortholog_one2one,C19H17orf49
ENSBTAG00000021944,ENSOARG00020023533,RTRAF,ortholog_one2one,RTRAF
ENSBTAG00000022022,ENSOARG00020025677,GUCD1,ortholog_one2one,GUCD1
ENSBTAG00000022030,ENSOARG00020040291,,ortholog_one2one,C17H22orf15
ENSBTAG00000022520,ENSOARG00020021029,BRCA1,ortholog_one2one,BRCA1
ENSBTAG00000022632,ENSOARG00020020854,TCTA,ortholog_one2one,TCTA
ENSBTAG00000022986,ENSOARG00020005539,TAFA5,ortholog_one2one,TAFA5
ENSBTAG00000023453,ENSOARG00020011754,ACTMAP,ortholog_one2one,ACTMAP
ENSBTAG00000023632,ENSOARG00020018825,FBXL8,ortholog_one2one,FBXL8
ENSBTAG00000023814,ENSOARG00020000567,ECT2,ortholog_one2one,ECT2
ENSBTAG00000023831,ENSOARG00020011687,ELP4,ortholog_one2one,ELP4
ENSBTAG00000023989,ENSOARG00020012278,MSANTD4,ortholog_one2one,MSANTD4
ENSBTAG00000024803,ENSOARG00020034492,ENDOD1,ortholog_one2one,ENDOD1
ENSBTAG00000025078,ENSOARG00020011464,LRRC75A,ortholog_one2one,LRRC75A
