Gene stable ID,Domestic yak gene stable ID,Domestic yak gene name,Domestic yak homology type,Goat gene stable ID,Goat gene name,Goat homology type,Sheep gene stable ID,Sheep gene name,Sheep homology type,Yarkand deer gene stable ID,Yarkand deer gene name,Yarkand deer homology type,Gene name
ENSBTAG00000003970,ENSBGRG00000026829,MITD1,ortholog_one2one,ENSCHIG00000011131,MITD1,ortholog_one2one,ENSOARG00020012845,MITD1,ortholog_one2one,ENSCHYG00000009803,MITD1,ortholog_one2one,MITD1
ENSBTAG00000004095,ENSBGRG00000011180,CIMIP2A,ortholog_one2one,ENSCHIG00000019672,CIMIP2A,ortholog_one2one,ENSOARG00020022733,CIMIP2A,ortholog_one2one,,,,CIMIP2A
ENSBTAG00000004095,ENSBGRG00000011180,CIMIP2A,ortholog_one2one,ENSCHIG00000019672,CIMIP2A,ortholog_one2one,ENSOARG00020022733,CIMIP2A,ortholog_one2one,,,,CIMIP2A
ENSBTAG00000004098,ENSBGRG00000006221,ARMT1,ortholog_one2one,ENSCHIG00000024403,ARMT1,ortholog_one2one,ENSOARG00020021948,ARMT1,ortholog_one2one,ENSCHYG00000025462,ARMT1,ortholog_one2one,ARMT1
ENSBTAG00000004100,ENSBGRG00000005897,TTI1,ortholog_one2one,ENSCHIG00000018124,TTI1,ortholog_one2one,ENSOARG00020009693,TTI1,ortholog_one2one,ENSCHYG00000021634,TTI1,ortholog_one2one,TTI1
ENSBTAG00000004108,,,,,,,ENSOARG00020027901,CENPX,ortholog_one2one,,,,CENPX
ENSBTAG00000004112,ENSBGRG00000015533,GAMT,ortholog_one2one,ENSCHIG00000009917,GAMT,ortholog_one2one,ENSOARG00020015902,GAMT,ortholog_one2one,ENSCHYG00000009404,GAMT,ortholog_one2one,GAMT
ENSBTAG00000004184,ENSBGRG00000010639,WDSUB1,ortholog_one2one,ENSCHIG00000009513,WDSUB1,ortholog_one2one,ENSOARG00020019026,WDSUB1,ortholog_one2one,ENSCHYG00000018014,WDSUB1,ortholog_one2one,WDSUB1
ENSBTAG00000004224,ENSBGRG00000005246,C19orf38,ortholog_one2one,ENSCHIG00000016641,C19orf38,ortholog_one2one,ENSOARG00020006962,C19orf38,ortholog_one2one,ENSCHYG00000002801,C19orf38,ortholog_one2one,C7H19orf38
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004230,ENSBGRG00000006343,AIMP1,ortholog_one2one,,,,ENSOARG00020025630,AIMP1,ortholog_one2one,,,,AIMP1
ENSBTAG00000004268,ENSBGRG00000019065,TRAPPC5,ortholog_one2one,ENSCHIG00000002183,TRAPPC5,ortholog_one2one,ENSOARG00020009809,TRAPPC5,ortholog_one2one,ENSCHYG00000007669,,ortholog_one2one,TRAPPC5
ENSBTAG00000004284,ENSBGRG00000019757,UFD1,ortholog_one2one,ENSCHIG00000000340,UFD1,ortholog_one2one,ENSOARG00020005997,UFD1,ortholog_one2one,ENSCHYG00000008589,UFD1,ortholog_one2one,UFD1
ENSBTAG00000004286,ENSBGRG00000020248,CDC45,ortholog_one2one,ENSCHIG00000015066,CDC45,ortholog_one2one,ENSOARG00020006078,CDC45,ortholog_one2one,ENSCHYG00000008802,CDC45,ortholog_one2one,CDC45
ENSBTAG00000004310,ENSBGRG00000020761,UBR7,ortholog_one2one,ENSCHIG00000019034,UBR7,ortholog_one2one,ENSOARG00020016863,UBR7,ortholog_one2one,ENSCHYG00000018724,UBR7,ortholog_one2one,UBR7
ENSBTAG00000004334,ENSBGRG00000017046,NCSTN,ortholog_one2one,ENSCHIG00000027206,NCSTN,ortholog_one2one,ENSOARG00020016078,NCSTN,ortholog_one2one,ENSCHYG00000011288,NCSTN,ortholog_one2one,NCSTN
ENSBTAG00000004378,ENSBGRG00000002614,IL23A,ortholog_one2one,ENSCHIG00000010965,IL23A,ortholog_one2one,ENSOARG00020002694,IL23A,ortholog_one2one,ENSCHYG00000003289,IL23A,ortholog_one2one,IL23A
ENSBTAG00000004422,ENSBGRG00000016310,ALG14,ortholog_one2one,ENSCHIG00000011527,ALG14,ortholog_one2one,ENSOARG00020001092,ALG14,ortholog_one2one,ENSCHYG00000017480,ALG14,ortholog_one2one,ALG14
ENSBTAG00000004492,ENSBGRG00000016059,SWT1,ortholog_one2one,ENSCHIG00000023511,SWT1,ortholog_one2one,ENSOARG00020006451,SWT1,ortholog_one2one,ENSCHYG00000009022,SWT1,ortholog_one2one,SWT1
ENSBTAG00000004571,ENSBGRG00000005687,PRPF4,ortholog_one2one,,,,ENSOARG00020020937,PRPF4,ortholog_one2one,ENSCHYG00000012780,PRPF4,ortholog_one2one,PRPF4
ENSBTAG00000004571,ENSBGRG00000005687,PRPF4,ortholog_one2one,,,,ENSOARG00020020937,PRPF4,ortholog_one2one,ENSCHYG00000012780,PRPF4,ortholog_one2one,PRPF4
ENSBTAG00000004622,ENSBGRG00000005266,DZANK1,ortholog_one2one,ENSCHIG00000023950,DZANK1,ortholog_one2one,ENSOARG00020022592,DZANK1,ortholog_one2one,ENSCHYG00000018900,DZANK1,ortholog_one2one,DZANK1
ENSBTAG00000004631,ENSBGRG00000006467,KIAA0586,ortholog_one2one,ENSCHIG00000022943,KIAA0586,ortholog_one2one,ENSOARG00020007804,KIAA0586,ortholog_one2one,ENSCHYG00000007211,KIAA0586,ortholog_one2one,KIAA0586
ENSBTAG00000004663,ENSBGRG00000010103,TRUB2,ortholog_one2one,ENSCHIG00000021160,TRUB2,ortholog_one2one,ENSOARG00020008848,TRUB2,ortholog_one2one,ENSCHYG00000004541,TRUB2,ortholog_one2one,TRUB2
ENSBTAG00000004664,ENSBGRG00000010175,COQ4,ortholog_one2one,ENSCHIG00000011631,COQ4,ortholog_one2one,ENSOARG00020008764,COQ4,ortholog_one2one,ENSCHYG00000004830,COQ4,ortholog_one2one,COQ4
ENSBTAG00000004723,ENSBGRG00000011148,TEX2,ortholog_one2one,ENSCHIG00000020654,TEX2,ortholog_one2one,ENSOARG00020014850,TEX2,ortholog_one2one,ENSCHYG00000013398,TEX2,ortholog_one2one,TEX2
ENSBTAG00000004788,ENSBGRG00000020807,SDR39U1,ortholog_one2one,ENSCHIG00000014780,SDR39U1,ortholog_one2one,ENSOARG00020006277,SDR39U1,ortholog_one2one,ENSCHYG00000006006,SDR39U1,ortholog_one2one,SDR39U1
ENSBTAG00000004864,ENSBGRG00000013711,CEP89,ortholog_one2one,ENSCHIG00000014142,CEP89,ortholog_one2one,ENSOARG00020010986,CEP89,ortholog_one2one,ENSCHYG00000007507,CEP89,ortholog_one2one,CEP89
ENSBTAG00000004902,ENSBGRG00000006264,INTS8,ortholog_one2one,ENSCHIG00000014183,INTS8,ortholog_one2one,ENSOARG00020003948,INTS8,ortholog_one2one,ENSCHYG00000006742,INTS8,ortholog_one2one,INTS8
ENSBTAG00000004936,ENSBGRG00000017038,,ortholog_one2one,,,,,,,,,,TMIGD2
ENSBTAG00000004951,ENSBGRG00000009639,CFAP68,ortholog_one2one,ENSCHIG00000025925,CFAP68,ortholog_one2one,ENSOARG00020017683,C15H11orf1,ortholog_one2one,ENSCHYG00000000539,CFAP68,ortholog_one2one,CFAP68
ENSBTAG00000004956,ENSBGRG00000017522,CHEK2,ortholog_one2one,ENSCHIG00000023583,CHEK2,ortholog_one2one,ENSOARG00020007570,CHEK2,ortholog_one2one,ENSCHYG00000008393,CHEK2,ortholog_one2one,CHEK2
ENSBTAG00000004991,ENSBGRG00000002162,ELP1,ortholog_one2one,ENSCHIG00000024936,ELP1,ortholog_one2one,ENSOARG00020001982,ELP1,ortholog_one2one,ENSCHYG00000005409,ELP1,ortholog_one2one,ELP1
ENSBTAG00000004996,ENSBGRG00000002250,ABITRAM,ortholog_one2one,ENSCHIG00000002191,,ortholog_one2one,ENSOARG00020001944,ABITRAM,ortholog_one2one,ENSCHYG00000005521,ABITRAM,ortholog_one2one,ABITRAM
ENSBTAG00000005151,ENSBGRG00000009982,WDPCP,ortholog_one2one,ENSCHIG00000018963,WDPCP,ortholog_one2one,ENSOARG00020001233,WDPCP,ortholog_one2one,ENSCHYG00000006760,WDPCP,ortholog_one2one,WDPCP
ENSBTAG00000005174,ENSBGRG00000006601,GDPGP1,ortholog_one2one,ENSCHIG00000009003,GDPGP1,ortholog_one2one,ENSOARG00020014196,GDPGP1,ortholog_one2one,ENSCHYG00000015375,GDPGP1,ortholog_one2one,GDPGP1
ENSBTAG00000005178,ENSBGRG00000026572,MMAB,ortholog_one2one,ENSCHIG00000000534,MMAB,ortholog_one2one,ENSOARG00020003336,MMAB,ortholog_one2one,ENSCHYG00000001805,MMAB,ortholog_one2one,MMAB
ENSBTAG00000005189,ENSBGRG00000015688,SPACA9,ortholog_one2one,ENSCHIG00000011365,SPACA9,ortholog_one2one,ENSOARG00020017323,SPACA9,ortholog_one2one,ENSCHYG00000024687,SPACA9,ortholog_one2one,SPACA9
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005285,ENSBGRG00000000246,MRPS33,ortholog_one2one,,,,,,,,,,MRPS33
ENSBTAG00000005289,ENSBGRG00000013675,CHERP,ortholog_one2one,ENSCHIG00000013765,CHERP,ortholog_one2one,ENSOARG00020015998,CHERP,ortholog_one2one,ENSCHYG00000002017,CHERP,ortholog_one2one,CHERP
ENSBTAG00000005364,ENSBGRG00000017507,HMBS,ortholog_one2one,ENSCHIG00000013195,HMBS,ortholog_one2one,ENSOARG00020013493,HMBS,ortholog_one2one,ENSCHYG00000005730,HMBS,ortholog_one2one,HMBS
ENSBTAG00000005427,ENSBGRG00000006341,NRDE2,ortholog_one2one,ENSCHIG00000005876,NRDE2,ortholog_one2one,ENSOARG00020031828,NRDE2,ortholog_one2one,ENSCHYG00000018739,NRDE2,ortholog_one2one,NRDE2
ENSBTAG00000005465,ENSBGRG00000011376,NDUFA9,ortholog_one2one,ENSCHIG00000013953,NDUFA9,ortholog_one2one,ENSOARG00020009304,NDUFA9,ortholog_one2one,ENSCHYG00000011587,NDUFA9,ortholog_one2one,NDUFA9
ENSBTAG00000005557,ENSBGRG00000009419,AFDN,ortholog_one2one,ENSCHIG00000022083,AFDN,ortholog_one2one,ENSOARG00020026148,AFDN,ortholog_one2one,ENSCHYG00000026646,AFDN,ortholog_one2one,AFDN
ENSBTAG00000005565,ENSBGRG00000022143,CLN6,ortholog_one2one,ENSCHIG00000024128,CLN6,ortholog_one2one,ENSOARG00020011715,CLN6,ortholog_one2one,ENSCHYG00000014290,CLN6,ortholog_one2one,CLN6
ENSBTAG00000005652,ENSBGRG00000000258,ALG3,ortholog_one2one,ENSCHIG00000015770,ALG3,ortholog_one2one,ENSOARG00020003862,ALG3,ortholog_one2one,ENSCHYG00000009074,ALG3,ortholog_one2one,ALG3
ENSBTAG00000005654,,,,,,,ENSOARG00020002756,,ortholog_one2one,,,,
ENSBTAG00000005663,,,,ENSCHIG00000014056,HAUS2,ortholog_one2one,ENSOARG00020017073,HAUS2,ortholog_one2one,ENSCHYG00000018259,HAUS2,ortholog_one2one,HAUS2
ENSBTAG00000005688,ENSBGRG00000006574,MRPS2,ortholog_one2one,ENSCHIG00000020569,MRPS2,ortholog_one2one,ENSOARG00020000853,,ortholog_one2one,,,,MRPS2
ENSBTAG00000005688,ENSBGRG00000006574,MRPS2,ortholog_one2one,ENSCHIG00000020569,MRPS2,ortholog_one2one,ENSOARG00020000853,,ortholog_one2one,,,,MRPS2
ENSBTAG00000005763,ENSBGRG00000021121,AKT1S1,ortholog_one2one,ENSCHIG00000026415,AKT1S1,ortholog_one2one,ENSOARG00020011932,AKT1S1,ortholog_one2one,ENSCHYG00000003373,AKT1S1,ortholog_one2one,AKT1S1
ENSBTAG00000005815,ENSBGRG00000016448,RNF31,ortholog_one2one,ENSCHIG00000026997,RNF31,ortholog_one2one,ENSOARG00020009678,RNF31,ortholog_one2one,ENSCHYG00000009118,RNF31,ortholog_one2one,RNF31
ENSBTAG00000005843,ENSBGRG00000005503,REXO2,ortholog_one2one,ENSCHIG00000009264,REXO2,ortholog_one2one,ENSOARG00020023074,REXO2,ortholog_one2one,ENSCHYG00000002217,REXO2,ortholog_one2one,REXO2
ENSBTAG00000005893,,,,ENSCHIG00000023378,TMEM68,ortholog_one2one,ENSOARG00020025479,TMEM68,ortholog_one2one,ENSCHYG00000023790,TMEM68,ortholog_one2one,TMEM68
ENSBTAG00000005898,,,,ENSCHIG00000013976,TGS1,ortholog_one2one,ENSOARG00020025496,TGS1,ortholog_one2one,ENSCHYG00000023932,TGS1,ortholog_one2one,TGS1
ENSBTAG00000005907,ENSBGRG00000001402,,ortholog_one2one,ENSCHIG00000027260,NDUFB6,ortholog_one2one,ENSOARG00020009670,NDUFB6,ortholog_one2one,ENSCHYG00000019107,NDUFB6,ortholog_one2one,NDUFB6
ENSBTAG00000005964,ENSBGRG00000021520,PIGG,ortholog_one2one,ENSCHIG00000013782,PIGG,ortholog_one2one,ENSOARG00020012800,PIGG,ortholog_one2one,ENSCHYG00000011207,,ortholog_one2one,PIGG
ENSBTAG00000006003,ENSBGRG00000003587,SAP130,ortholog_one2one,ENSCHIG00000019417,SAP130,ortholog_one2one,ENSOARG00020022426,SAP130,ortholog_one2one,ENSCHYG00000016145,SAP130,ortholog_one2one,SAP130
ENSBTAG00000006060,ENSBGRG00000011881,DCDC1,ortholog_one2one,,,,,,,ENSCHYG00000007355,DCDC1,ortholog_one2one,DCDC1
ENSBTAG00000006064,ENSBGRG00000021979,,ortholog_one2one,ENSCHIG00000014143,,ortholog_one2one,ENSOARG00020001554,,ortholog_one2one,ENSCHYG00000008348,,ortholog_one2one,BRME1
ENSBTAG00000006065,,,,ENSCHIG00000015863,PCNA,ortholog_one2one,ENSOARG00020011991,PCNA,ortholog_one2one,ENSCHYG00000022154,PCNA,ortholog_one2one,PCNA
ENSBTAG00000006067,ENSBGRG00000001217,VMAC,ortholog_one2one,ENSCHIG00000004574,VMAC,ortholog_one2one,ENSOARG00020027649,VMAC,ortholog_one2one,ENSCHYG00000021843,VMAC,ortholog_one2one,VMAC
ENSBTAG00000006072,ENSBGRG00000006181,LRRC59,ortholog_one2one,ENSCHIG00000008137,LRRC59,ortholog_one2one,ENSOARG00020013205,LRRC59,ortholog_one2one,ENSCHYG00000003075,LRRC59,ortholog_one2one,LRRC59
ENSBTAG00000006085,ENSBGRG00000000203,DDOST,ortholog_one2one,ENSCHIG00000015354,DDOST,ortholog_one2one,ENSOARG00020023593,DDOST,ortholog_one2one,ENSCHYG00000004536,DDOST,ortholog_one2one,DDOST
ENSBTAG00000006087,ENSBGRG00000026513,COG1,ortholog_one2one,ENSCHIG00000014490,COG1,ortholog_one2one,ENSOARG00020025954,COG1,ortholog_one2one,ENSCHYG00000004119,COG1,ortholog_one2one,COG1
ENSBTAG00000006088,,,,,,,ENSOARG00020025961,VCF1,ortholog_one2one,ENSCHYG00000004095,VCF1,ortholog_one2one,VCF1
ENSBTAG00000006089,ENSBGRG00000010887,,ortholog_one2one,ENSCHIG00000015125,,ortholog_one2one,ENSOARG00020025968,C17orf80,ortholog_one2one,ENSCHYG00000004074,C17orf80,ortholog_one2one,MTNAP1
ENSBTAG00000006104,ENSBGRG00000009006,SNU13,ortholog_one2one,,,,ENSOARG00020024631,SNU13,ortholog_one2one,ENSCHYG00000023097,SNU13,ortholog_one2one,SNU13
ENSBTAG00000006104,ENSBGRG00000009006,SNU13,ortholog_one2one,,,,ENSOARG00020024631,SNU13,ortholog_one2one,ENSCHYG00000023097,SNU13,ortholog_one2one,SNU13
ENSBTAG00000006244,ENSBGRG00000005213,WDR83OS,ortholog_one2one,ENSCHIG00000020903,WDR83OS,ortholog_one2one,ENSOARG00020012900,WDR83OS,ortholog_one2one,ENSCHYG00000003318,,ortholog_one2one,WDR83OS
ENSBTAG00000006245,ENSBGRG00000005260,WDR83,ortholog_one2one,ENSCHIG00000025793,WDR83,ortholog_one2one,ENSOARG00020012835,WDR83,ortholog_one2one,ENSCHYG00000021020,WDR83,ortholog_one2one,WDR83
ENSBTAG00000006247,ENSBGRG00000005293,DHPS,ortholog_one2one,ENSCHIG00000011017,DHPS,ortholog_one2one,ENSOARG00020012703,DHPS,ortholog_one2one,ENSCHYG00000020871,DHPS,ortholog_one2one,DHPS
ENSBTAG00000006277,ENSBGRG00000019877,ENGASE,ortholog_one2one,ENSCHIG00000018465,ENGASE,ortholog_one2one,ENSOARG00020012300,ENGASE,ortholog_one2one,ENSCHYG00000011955,ENGASE,ortholog_one2one,ENGASE
ENSBTAG00000006364,ENSBGRG00000023724,GLMP,ortholog_one2one,ENSCHIG00000018226,GLMP,ortholog_one2one,ENSOARG00020017115,GLMP,ortholog_one2one,ENSCHYG00000023522,GLMP,ortholog_one2one,GLMP
ENSBTAG00000006387,ENSBGRG00000024921,TSNAXIP1,ortholog_one2one,ENSCHIG00000014033,TSNAXIP1,ortholog_one2one,ENSOARG00020003891,TSNAXIP1,ortholog_one2one,ENSCHYG00000012035,TSNAXIP1,ortholog_one2one,TSNAXIP1
ENSBTAG00000006404,ENSBGRG00000024633,CENPT,ortholog_one2one,ENSCHIG00000026636,CENPT,ortholog_one2one,ENSOARG00020004004,CENPT,ortholog_one2one,ENSCHYG00000012140,CENPT,ortholog_one2one,CENPT
ENSBTAG00000006409,ENSBGRG00000007360,LRRC34,ortholog_one2one,ENSCHIG00000025085,LRRC34,ortholog_one2one,ENSOARG00020001962,LRRC34,ortholog_one2one,ENSCHYG00000011107,LRRC34,ortholog_one2one,LRRC34
ENSBTAG00000006423,ENSBGRG00000008433,PHF5A,ortholog_one2one,ENSCHIG00000015826,PHF5A,ortholog_one2one,ENSOARG00020024461,,ortholog_one2one,ENSCHYG00000022548,PHF5A,ortholog_one2one,PHF5A
ENSBTAG00000006486,ENSBGRG00000019495,TSEN34,ortholog_one2one,ENSCHIG00000020705,TSEN34,ortholog_one2one,ENSOARG00020021770,TSEN34,ortholog_one2one,ENSCHYG00000004311,TSEN34,ortholog_one2one,TSEN34
ENSBTAG00000006487,ENSBGRG00000019081,RPS9,ortholog_one2one,ENSCHIG00000024085,RPS9,ortholog_one2one,ENSOARG00020021652,RPS9,ortholog_one2one,ENSCHYG00000026536,,ortholog_one2one,RPS9
ENSBTAG00000006491,ENSBGRG00000006495,AGL,ortholog_one2one,ENSCHIG00000024129,AGL,ortholog_one2one,ENSOARG00020001804,AGL,ortholog_one2one,ENSCHYG00000013928,AGL,ortholog_one2one,AGL
ENSBTAG00000006510,ENSBGRG00000005914,YRDC,ortholog_one2one,ENSCHIG00000007882,YRDC,ortholog_one2one,ENSOARG00020016821,YRDC,ortholog_one2one,,,,YRDC
ENSBTAG00000006510,ENSBGRG00000005914,YRDC,ortholog_one2one,ENSCHIG00000007882,YRDC,ortholog_one2one,ENSOARG00020016821,YRDC,ortholog_one2one,,,,YRDC
ENSBTAG00000006581,ENSBGRG00000013494,CCDC82,ortholog_one2one,,,,ENSOARG00020023222,CCDC82,ortholog_one2one,ENSCHYG00000001774,CCDC82,ortholog_one2one,CCDC82
ENSBTAG00000006581,ENSBGRG00000013494,CCDC82,ortholog_one2one,,,,ENSOARG00020023222,CCDC82,ortholog_one2one,ENSCHYG00000001774,CCDC82,ortholog_one2one,CCDC82
ENSBTAG00000006610,ENSBGRG00000024307,XRRA1,ortholog_one2one,ENSCHIG00000022337,XRRA1,ortholog_one2one,ENSOARG00020004106,XRRA1,ortholog_one2one,ENSCHYG00000003983,XRRA1,ortholog_one2one,XRRA1
ENSBTAG00000006644,ENSBGRG00000024243,SPCS2,ortholog_one2one,ENSCHIG00000010577,SPCS2,ortholog_one2one,ENSOARG00020004400,SPCS2,ortholog_one2one,ENSCHYG00000004004,,ortholog_one2one,SPCS2
ENSBTAG00000006665,ENSBGRG00000026087,ERP29,ortholog_one2one,ENSCHIG00000012465,ERP29,ortholog_one2one,ENSOARG00020020022,ERP29,ortholog_one2one,ENSCHYG00000003761,ERP29,ortholog_one2one,ERP29
ENSBTAG00000006770,ENSBGRG00000017005,MTBP,ortholog_one2one,ENSCHIG00000014274,MTBP,ortholog_one2one,ENSOARG00020012837,MTBP,ortholog_one2one,ENSCHYG00000014626,MTBP,ortholog_one2one,MTBP
ENSBTAG00000006776,ENSBGRG00000018624,KIAA0930,ortholog_one2one,ENSCHIG00000016225,KIAA0930,ortholog_one2one,ENSOARG00020001724,KIAA0930,ortholog_one2one,ENSCHYG00000016894,KIAA0930,ortholog_one2one,KIAA0930
ENSBTAG00000006821,ENSBGRG00000002736,PECR,ortholog_one2one,ENSCHIG00000025963,PECR,ortholog_one2one,ENSOARG00020025327,PECR,ortholog_one2one,ENSCHYG00000003070,PECR,ortholog_one2one,PECR
ENSBTAG00000006836,ENSBGRG00000007011,FBXO33,ortholog_one2one,ENSCHIG00000018083,FBXO33,ortholog_one2one,ENSOARG00020020295,FBXO33,ortholog_one2one,ENSCHYG00000013604,FBXO33,ortholog_one2one,FBXO33
ENSBTAG00000006843,,,,ENSCHIG00000016936,UTP15,ortholog_one2one,ENSOARG00020022284,UTP15,ortholog_one2one,,,,UTP15
ENSBTAG00000006843,,,,ENSCHIG00000016936,UTP15,ortholog_one2one,ENSOARG00020022284,UTP15,ortholog_one2one,,,,UTP15
ENSBTAG00000006925,,,,ENSCHIG00000013061,CENPL,ortholog_one2one,ENSOARG00020014693,CENPL,ortholog_one2one,ENSCHYG00000026196,CENPL,ortholog_one2one,CENPL
ENSBTAG00000006925,,,,ENSCHIG00000013061,CENPL,ortholog_one2one,ENSOARG00020014693,CENPL,ortholog_one2one,ENSCHYG00000026196,CENPL,ortholog_one2one,CENPL
ENSBTAG00000006972,ENSBGRG00000006896,TRIP13,ortholog_one2one,ENSCHIG00000022332,TRIP13,ortholog_one2one,ENSOARG00020013528,TRIP13,ortholog_one2one,ENSCHYG00000021703,TRIP13,ortholog_one2one,TRIP13
ENSBTAG00000006988,ENSBGRG00000006523,M1AP,ortholog_one2one,ENSCHIG00000016861,M1AP,ortholog_one2one,ENSOARG00020002029,M1AP,ortholog_one2one,ENSCHYG00000006904,M1AP,ortholog_one2one,M1AP
ENSBTAG00000007080,ENSBGRG00000011384,PREB,ortholog_one2one,ENSCHIG00000012510,PREB,ortholog_one2one,ENSOARG00020001389,PREB,ortholog_one2one,ENSCHYG00000007810,PREB,ortholog_one2one,PREB
ENSBTAG00000007112,ENSBGRG00000001820,IFT25,ortholog_one2one,ENSCHIG00000026642,IFT25,ortholog_one2one,ENSOARG00020017340,HSPB11,ortholog_one2one,,,,IFT25
ENSBTAG00000007112,ENSBGRG00000001820,IFT25,ortholog_one2one,ENSCHIG00000026642,IFT25,ortholog_one2one,ENSOARG00020017340,HSPB11,ortholog_one2one,,,,IFT25
ENSBTAG00000007121,ENSBGRG00000016350,TK1,ortholog_one2one,ENSCHIG00000016895,TK1,ortholog_one2one,ENSOARG00020018573,TK1,ortholog_one2one,ENSCHYG00000014728,TK1,ortholog_one2one,TK1
ENSBTAG00000007189,ENSBGRG00000018556,RCHY1,ortholog_one2one,ENSCHIG00000009901,RCHY1,ortholog_one2one,ENSOARG00020003434,RCHY1,ortholog_one2one,ENSCHYG00000002396,RCHY1,ortholog_one2one,RCHY1
ENSBTAG00000007217,ENSBGRG00000018413,TMEM94,ortholog_one2one,ENSCHIG00000013867,TMEM94,ortholog_one2one,ENSOARG00020006269,TMEM94,ortholog_one2one,ENSCHYG00000001778,TMEM94,ortholog_one2one,TMEM94
ENSBTAG00000007270,ENSBGRG00000014896,GTF2H3,ortholog_one2one,ENSCHIG00000012326,GTF2H3,ortholog_one2one,ENSOARG00020006091,GTF2H3,ortholog_one2one,,,,GTF2H3
ENSBTAG00000007336,ENSBGRG00000022301,HCST,ortholog_one2one,ENSCHIG00000024763,HCST,ortholog_one2one,ENSOARG00020022772,,ortholog_one2one,ENSCHYG00000008142,,ortholog_one2one,HCST
ENSBTAG00000007338,ENSBGRG00000022191,,ortholog_one2one,ENSCHIG00000011501,TYROBP,ortholog_one2one,ENSOARG00020022809,,ortholog_one2one,ENSCHYG00000008197,TYROBP,ortholog_one2one,TYROBP
ENSBTAG00000007360,ENSBGRG00000018668,TMEM43,ortholog_one2one,ENSCHIG00000020802,TMEM43,ortholog_one2one,ENSOARG00020025957,TMEM43,ortholog_one2one,ENSCHYG00000023737,TMEM43,ortholog_one2one,TMEM43
ENSBTAG00000007362,ENSBGRG00000018846,XPC,ortholog_one2one,ENSCHIG00000017709,XPC,ortholog_one2one,ENSOARG00020025953,XPC,ortholog_one2one,ENSCHYG00000023838,XPC,ortholog_one2one,XPC
ENSBTAG00000007363,ENSBGRG00000019432,,ortholog_one2one,ENSCHIG00000024650,LSM3,ortholog_one2one,ENSOARG00020025950,LSM3,ortholog_one2one,ENSCHYG00000023916,LSM3,ortholog_one2one,LSM3
ENSBTAG00000007366,ENSBGRG00000016901,HAUS8,ortholog_one2one,ENSCHIG00000012784,,ortholog_one2one,ENSOARG00020014343,HAUS8,ortholog_one2one,ENSCHYG00000001537,HAUS8,ortholog_one2one,HAUS8
ENSBTAG00000007386,ENSBGRG00000004945,NUDCD1,ortholog_one2one,ENSCHIG00000027249,NUDCD1,ortholog_one2one,ENSOARG00020014651,NUDCD1,ortholog_one2one,ENSCHYG00000013032,NUDCD1,ortholog_one2one,NUDCD1
ENSBTAG00000007387,ENSBGRG00000004894,ENY2,ortholog_one2one,ENSCHIG00000016464,ENY2,ortholog_one2one,ENSOARG00020014584,ENY2,ortholog_one2one,ENSCHYG00000013001,ENY2,ortholog_one2one,ENY2
ENSBTAG00000007534,,,,ENSCHIG00000009898,GGH,ortholog_one2one,ENSOARG00020025795,GGH,ortholog_one2one,ENSCHYG00000026422,GGH,ortholog_one2one,GGH
ENSBTAG00000007593,ENSBGRG00000008279,AIDA,ortholog_one2one,ENSCHIG00000007226,AIDA,ortholog_one2one,ENSOARG00020012541,AIDA,ortholog_one2one,ENSCHYG00000022322,,ortholog_one2one,AIDA
