Gene stable ID,Vervet-AGM gene stable ID,Vervet-AGM gene name,Vervet-AGM homology type,Crab-eating macaque gene stable ID,Crab-eating macaque gene name,Crab-eating macaque homology type,Gorilla gene stable ID,Gorilla gene name,Gorilla homology type,Chimpanzee gene stable ID,Chimpanzee gene name,Chimpanzee homology type,Sumatran orangutan gene stable ID,Sumatran orangutan gene name,Sumatran orangutan homology type,Gene name
ENSG00000119421,ENSCSAG00000013331,NDUFA8,ortholog_one2one,,,,ENSGGOG00000000557,NDUFA8,ortholog_one2one,ENSPTRG00000021319,NDUFA8,ortholog_one2one,ENSPPYG00000038544,NDUFA8,ortholog_one2one,NDUFA8
ENSG00000119446,ENSCSAG00000013373,RBM18,ortholog_one2one,ENSMFAG00000000443,RBM18,ortholog_one2one,ENSGGOG00000011052,RBM18,ortholog_one2one,ENSPTRG00000021323,RBM18,ortholog_one2one,ENSPPYG00000033968,RBM18,ortholog_one2one,RBM18
ENSG00000119698,ENSCSAG00000010964,PPP4R4,ortholog_one2one,ENSMFAG00000031167,PPP4R4,ortholog_one2one,ENSGGOG00000008944,PPP4R4,ortholog_one2one,ENSPTRG00000006676,PPP4R4,ortholog_one2one,ENSPPYG00000006099,PPP4R4,ortholog_one2one,PPP4R4
ENSG00000119707,ENSCSAG00000012801,RBM25,ortholog_one2one,ENSMFAG00000040040,RBM25,ortholog_one2one,ENSGGOG00000002415,RBM25,ortholog_one2one,ENSPTRG00000006509,RBM25,ortholog_one2one,ENSPPYG00000037322,RBM25,ortholog_one2one,RBM25
ENSG00000119965,ENSCSAG00000004568,C10orf88,ortholog_one2one,ENSMFAG00000062466,C10orf88,ortholog_one2one,ENSGGOG00000007191,C10orf88,ortholog_one2one,ENSPTRG00000003017,C10H10orf88,ortholog_one2one,ENSPPYG00000002725,C10orf88,ortholog_one2one,C10orf88
ENSG00000119986,ENSCSAG00000005840,AVPI1,ortholog_one2one,ENSMFAG00000043548,AVPI1,ortholog_one2one,ENSGGOG00000015256,AVPI1,ortholog_one2one,ENSPTRG00000002816,AVPI1,ortholog_one2one,ENSPPYG00000002539,AVPI1,ortholog_one2one,AVPI1
ENSG00000120253,ENSCSAG00000017234,NUP43,ortholog_one2one,,,,ENSGGOG00000007299,NUP43,ortholog_one2one,ENSPTRG00000018697,NUP43,ortholog_one2one,ENSPPYG00000017092,NUP43,ortholog_one2one,NUP43
ENSG00000120253,ENSCSAG00000017234,NUP43,ortholog_one2one,,,,ENSGGOG00000007299,NUP43,ortholog_one2one,ENSPTRG00000018697,NUP43,ortholog_one2one,ENSPPYG00000017092,NUP43,ortholog_one2one,NUP43
ENSG00000120334,ENSCSAG00000011799,CENPL,ortholog_one2one,ENSMFAG00000045526,CENPL,ortholog_one2one,ENSGGOG00000014416,CENPL,ortholog_one2one,ENSPTRG00000001697,CENPL,ortholog_one2one,ENSPPYG00000000494,CENPL,ortholog_one2one,CENPL
ENSG00000120370,ENSCSAG00000011571,GORAB,ortholog_one2one,ENSMFAG00000001853,GORAB,ortholog_one2one,ENSGGOG00000044050,,ortholog_one2one,ENSPTRG00000001667,GORAB,ortholog_one2one,ENSPPYG00000000522,GORAB,ortholog_one2one,GORAB
ENSG00000120647,ENSCSAG00000012032,CCDC77,ortholog_one2one,ENSMFAG00000045459,CCDC77,ortholog_one2one,ENSGGOG00000008474,CCDC77,ortholog_one2one,ENSPTRG00000004509,CCDC77,ortholog_one2one,ENSPPYG00000004133,CCDC77,ortholog_one2one,CCDC77
ENSG00000120685,ENSCSAG00000017848,PROSER1,ortholog_one2one,ENSMFAG00000003151,PROSER1,ortholog_one2one,ENSGGOG00000003830,PROSER1,ortholog_one2one,ENSPTRG00000005802,PROSER1,ortholog_one2one,ENSPPYG00000005298,PROSER1,ortholog_one2one,PROSER1
ENSG00000120686,ENSCSAG00000017856,UFM1,ortholog_one2one,ENSMFAG00000004000,UFM1,ortholog_one2one,ENSGGOG00000041052,,ortholog_one2one,,,,ENSPPYG00000040474,UFM1,ortholog_one2one,UFM1
ENSG00000120686,ENSCSAG00000017856,UFM1,ortholog_one2one,ENSMFAG00000004000,UFM1,ortholog_one2one,ENSGGOG00000041052,,ortholog_one2one,,,,ENSPPYG00000040474,UFM1,ortholog_one2one,UFM1
ENSG00000121057,ENSCSAG00000005628,AKAP1,ortholog_one2one,ENSMFAG00000042936,AKAP1,ortholog_one2one,ENSGGOG00000011719,AKAP1,ortholog_one2one,ENSPTRG00000009436,AKAP1,ortholog_one2one,ENSPPYG00000008245,AKAP1,ortholog_one2one,AKAP1
ENSG00000121897,ENSCSAG00000016937,LIAS,ortholog_one2one,ENSMFAG00000040861,LIAS,ortholog_one2one,ENSGGOG00000014977,LIAS,ortholog_one2one,ENSPTRG00000015994,LIAS,ortholog_one2one,ENSPPYG00000014676,LIAS,ortholog_one2one,LIAS
ENSG00000121931,ENSCSAG00000001568,LRIF1,ortholog_one2one,ENSMFAG00000045855,LRIF1,ortholog_one2one,ENSGGOG00000007251,LRIF1,ortholog_one2one,ENSPTRG00000001086,LRIF1,ortholog_one2one,ENSPPYG00000001042,LRIF1,ortholog_one2one,LRIF1
ENSG00000122026,ENSCSAG00000019017,,ortholog_one2one,ENSMFAG00000053340,RPL21,ortholog_one2one,,,,ENSPTRG00000005728,RPL21,ortholog_one2one,ENSPPYG00000005233,RPL21,ortholog_one2one,RPL21
ENSG00000122026,ENSCSAG00000019017,,ortholog_one2one,ENSMFAG00000053340,RPL21,ortholog_one2one,,,,ENSPTRG00000005728,RPL21,ortholog_one2one,ENSPPYG00000005233,RPL21,ortholog_one2one,RPL21
ENSG00000122033,ENSCSAG00000017982,MTIF3,ortholog_one2one,ENSMFAG00000045045,MTIF3,ortholog_one2one,ENSGGOG00000041079,MTIF3,ortholog_one2one,ENSPTRG00000005732,MTIF3,ortholog_one2one,ENSPPYG00000005236,MTIF3,ortholog_one2one,MTIF3
ENSG00000122376,ENSCSAG00000009879,SHLD2,ortholog_one2one,,,,ENSGGOG00000043476,,ortholog_one2one,ENSPTRG00000002465,SHLD2,ortholog_one2one,ENSPPYG00000002828,SHLD2,ortholog_one2one,SHLD2
ENSG00000122376,ENSCSAG00000009879,SHLD2,ortholog_one2one,,,,ENSGGOG00000043476,,ortholog_one2one,ENSPTRG00000002465,SHLD2,ortholog_one2one,ENSPPYG00000002828,SHLD2,ortholog_one2one,SHLD2
ENSG00000122390,ENSCSAG00000010015,NAA60,ortholog_one2one,ENSMFAG00000038482,,ortholog_one2one,ENSGGOG00000040086,,ortholog_one2one,ENSPTRG00000007700,NAA60,ortholog_one2one,ENSPPYG00000007046,NAA60,ortholog_one2one,NAA60
ENSG00000122484,ENSCSAG00000001468,RPAP2,ortholog_one2one,ENSMFAG00000031837,RPAP2,ortholog_one2one,ENSGGOG00000006674,RPAP2,ortholog_one2one,ENSPTRG00000000960,RPAP2,ortholog_one2one,ENSPPYG00000001154,RPAP2,ortholog_one2one,RPAP2
ENSG00000122507,ENSCSAG00000014886,BBS9,ortholog_one2one,ENSMFAG00000045258,BBS9,ortholog_one2one,ENSGGOG00000008112,BBS9,ortholog_one2one,ENSPTRG00000019069,BBS9,ortholog_one2one,ENSPPYG00000017651,BBS9,ortholog_one2one,BBS9
ENSG00000122711,ENSCSAG00000009911,SPINK4,ortholog_one2one,ENSMFAG00000038354,SPINK4,ortholog_one2one,,,,ENSPTRG00000020855,SPINK4,ortholog_one2one,ENSPPYG00000019903,,ortholog_one2one,SPINK4
ENSG00000122882,ENSCSAG00000008645,ECD,ortholog_one2one,ENSMFAG00000039372,ECD,ortholog_one2one,ENSGGOG00000016428,ECD,ortholog_one2one,ENSPTRG00000050762,ECD,ortholog_one2one,ENSPPYG00000002345,ECD,ortholog_one2one,ECD
ENSG00000122952,ENSCSAG00000007269,ZWINT,ortholog_one2one,ENSMFAG00000002436,ZWINT,ortholog_one2one,ENSGGOG00000007258,ZWINT,ortholog_one2one,ENSPTRG00000002515,ZWINT,ortholog_one2one,ENSPPYG00000002434,ZWINT,ortholog_one2one,ZWINT
ENSG00000123200,ENSCSAG00000017764,ZC3H13,ortholog_one2one,,,,ENSGGOG00000005496,ZC3H13,ortholog_one2one,ENSPTRG00000005851,ZC3H13,ortholog_one2one,ENSPPYG00000005344,ZC3H13,ortholog_one2one,ZC3H13
ENSG00000123219,ENSCSAG00000015953,CENPK,ortholog_one2one,ENSMFAG00000037278,CENPK,ortholog_one2one,ENSGGOG00000005105,CENPK,ortholog_one2one,ENSPTRG00000016929,CENPK,ortholog_one2one,ENSPPYG00000015508,CENPK,ortholog_one2one,CENPK
ENSG00000123395,ENSCSAG00000005819,ATG101,ortholog_one2one,ENSMFAG00000032136,ATG101,ortholog_one2one,ENSGGOG00000006423,ATG101,ortholog_one2one,ENSPTRG00000004967,ATG101,ortholog_one2one,ENSPPYG00000004538,ATG101,ortholog_one2one,ATG101
ENSG00000123485,ENSCSAG00000006286,HJURP,ortholog_one2one,ENSMFAG00000000886,HJURP,ortholog_one2one,ENSGGOG00000002621,HJURP,ortholog_one2one,,,,ENSPPYG00000013296,HJURP,ortholog_one2one,HJURP
ENSG00000123485,ENSCSAG00000006286,HJURP,ortholog_one2one,ENSMFAG00000000886,HJURP,ortholog_one2one,ENSGGOG00000002621,HJURP,ortholog_one2one,,,,ENSPPYG00000013296,HJURP,ortholog_one2one,HJURP
ENSG00000124160,ENSCSAG00000014745,NCOA5,ortholog_one2one,ENSMFAG00000043623,NCOA5,ortholog_one2one,ENSGGOG00000013608,NCOA5,ortholog_one2one,ENSPTRG00000013579,NCOA5,ortholog_one2one,ENSPPYG00000011087,NCOA5,ortholog_one2one,NCOA5
ENSG00000124172,ENSCSAG00000015600,ATP5F1E,ortholog_one2one,ENSMFAG00000049506,ATP5F1E,ortholog_one2one,ENSGGOG00000016625,,ortholog_one2one,ENSPTRG00000013681,ATP5F1E,ortholog_one2one,ENSPPYG00000005241,,ortholog_one2one,ATP5F1E
ENSG00000124541,ENSCSAG00000011553,RRP36,ortholog_one2one,ENSMFAG00000003547,RRP36,ortholog_one2one,ENSGGOG00000037384,RRP36,ortholog_one2one,ENSPTRG00000018184,RRP36,ortholog_one2one,ENSPPYG00000016628,RRP36,ortholog_one2one,RRP36
ENSG00000124615,ENSCSAG00000011128,MOCS1,ortholog_one2one,ENSMFAG00000030647,MOCS1,ortholog_one2one,ENSGGOG00000008943,MOCS1,ortholog_one2one,ENSPTRG00000018140,MOCS1,ortholog_one2one,ENSPPYG00000016580,MOCS1,ortholog_one2one,MOCS1
ENSG00000124688,ENSCSAG00000012107,MAD2L1BP,ortholog_one2one,ENSMFAG00000038892,MAD2L1BP,ortholog_one2one,ENSGGOG00000023906,MAD2L1BP,ortholog_one2one,ENSPTRG00000018207,MAD2L1BP,ortholog_one2one,ENSPPYG00000017281,MAD2L1BP,ortholog_one2one,MAD2L1BP
ENSG00000124713,ENSCSAG00000011512,GNMT,ortholog_one2one,ENSMFAG00000045063,GNMT,ortholog_one2one,ENSGGOG00000013572,GNMT,ortholog_one2one,ENSPTRG00000018178,GNMT,ortholog_one2one,ENSPPYG00000016623,GNMT,ortholog_one2one,GNMT
ENSG00000124787,ENSCSAG00000007307,RPP40,ortholog_one2one,ENSMFAG00000043100,RPP40,ortholog_one2one,ENSGGOG00000013764,RPP40,ortholog_one2one,ENSPTRG00000017690,RPP40,ortholog_one2one,ENSPPYG00000016194,RPP40,ortholog_one2one,RPP40
ENSG00000124795,,,,ENSMFAG00000043279,DEK,ortholog_one2one,ENSGGOG00000012846,DEK,ortholog_one2one,ENSPTRG00000017758,DEK,ortholog_one2one,ENSPPYG00000016265,DEK,ortholog_one2one,DEK
ENSG00000124795,,,,ENSMFAG00000043279,DEK,ortholog_one2one,ENSGGOG00000012846,DEK,ortholog_one2one,ENSPTRG00000017758,DEK,ortholog_one2one,ENSPPYG00000016265,DEK,ortholog_one2one,DEK
ENSG00000124802,ENSCSAG00000007429,EEF1E1,ortholog_one2one,ENSMFAG00000000745,EEF1E1,ortholog_one2one,,,,ENSPTRG00000017709,EEF1E1,ortholog_one2one,ENSPPYG00000016215,EEF1E1,ortholog_one2one,EEF1E1
ENSG00000124802,ENSCSAG00000007429,EEF1E1,ortholog_one2one,ENSMFAG00000000745,EEF1E1,ortholog_one2one,,,,ENSPTRG00000017709,EEF1E1,ortholog_one2one,ENSPPYG00000016215,EEF1E1,ortholog_one2one,EEF1E1
ENSG00000125355,ENSCSAG00000018341,TMEM255A,ortholog_one2one,ENSMFAG00000036306,TMEM255A,ortholog_one2one,ENSGGOG00000010310,TMEM255A,ortholog_one2one,ENSPTRG00000044206,TMEM255A,ortholog_one2one,ENSPPYG00000020683,TMEM255A,ortholog_one2one,TMEM255A
ENSG00000125356,,,,ENSMFAG00000039738,NDUFA1,ortholog_one2one,ENSGGOG00000002327,NDUFA1,ortholog_one2one,ENSPTRG00000022230,NDUFA1,ortholog_one2one,ENSPPYG00000020677,NDUFA1,ortholog_one2one,NDUFA1
ENSG00000125449,ENSCSAG00000004696,ARMC7,ortholog_one2one,,,,ENSGGOG00000004736,ARMC7,ortholog_one2one,ENSPTRG00000009631,ARMC7,ortholog_one2one,,,,ARMC7
ENSG00000125450,ENSCSAG00000004716,NUP85,ortholog_one2one,ENSMFAG00000041786,NUP85,ortholog_one2one,ENSGGOG00000006439,NUP85,ortholog_one2one,ENSPTRG00000009637,NUP85,ortholog_one2one,ENSPPYG00000008621,NUP85,ortholog_one2one,NUP85
ENSG00000125484,ENSCSAG00000014958,GTF3C4,ortholog_one2one,ENSMFAG00000041984,GTF3C4,ortholog_one2one,ENSGGOG00000008326,GTF3C4,ortholog_one2one,ENSPTRG00000021501,GTF3C4,ortholog_one2one,ENSPPYG00000019714,GTF3C4,ortholog_one2one,GTF3C4
ENSG00000125652,ENSCSAG00000009674,ALKBH7,ortholog_one2one,ENSMFAG00000045978,ALKBH7,ortholog_one2one,ENSGGOG00000027915,ALKBH7,ortholog_one2one,ENSPTRG00000010360,ALKBH7,ortholog_one2one,ENSPPYG00000033281,ALKBH7,ortholog_one2one,ALKBH7
ENSG00000125656,ENSCSAG00000009679,CLPP,ortholog_one2one,ENSMFAG00000063171,CLPP,ortholog_one2one,,,,ENSPTRG00000010359,CLPP,ortholog_one2one,ENSPPYG00000009449,CLPP,ortholog_one2one,CLPP
ENSG00000125741,ENSCSAG00000003168,OPA3,ortholog_one2one,ENSMFAG00000045575,OPA3,ortholog_one2one,ENSGGOG00000009890,,ortholog_one2one,ENSPTRG00000045719,OPA3,ortholog_one2one,ENSPPYG00000032022,,ortholog_one2one,OPA3
ENSG00000125743,ENSCSAG00000003157,SNRPD2,ortholog_one2one,,,,ENSGGOG00000002350,SNRPD2,ortholog_one2one,ENSPTRG00000011162,SNRPD2,ortholog_one2one,ENSPPYG00000010129,,ortholog_one2one,SNRPD2
ENSG00000125877,ENSCSAG00000013283,ITPA,ortholog_one2one,ENSMFAG00000047949,ITPA,ortholog_one2one,ENSGGOG00000008741,ITPA,ortholog_one2one,ENSPTRG00000013194,ITPA,ortholog_one2one,ENSPPYG00000010822,ITPA,ortholog_one2one,ITPA
ENSG00000125995,ENSCSAG00000010303,ROMO1,ortholog_one2one,ENSMFAG00000045983,ROMO1,ortholog_one2one,ENSGGOG00000040112,ROMO1,ortholog_one2one,ENSPTRG00000042851,ROMO1,ortholog_one2one,ENSPPYG00000010962,,ortholog_one2one,ROMO1
ENSG00000126106,ENSCSAG00000001200,TMEM53,ortholog_one2one,ENSMFAG00000036823,TMEM53,ortholog_one2one,ENSGGOG00000000540,TMEM53,ortholog_one2one,ENSPTRG00000000657,TMEM53,ortholog_one2one,ENSPPYG00000001429,TMEM53,ortholog_one2one,TMEM53
ENSG00000126107,ENSCSAG00000001209,HECTD3,ortholog_one2one,ENSMFAG00000032447,HECTD3,ortholog_one2one,ENSGGOG00000001524,HECTD3,ortholog_one2one,ENSPTRG00000000667,HECTD3,ortholog_one2one,ENSPPYG00000001420,HECTD3,ortholog_one2one,HECTD3
ENSG00000126226,ENSCSAG00000017441,PCID2,ortholog_one2one,ENSMFAG00000003946,PCID2,ortholog_one2one,ENSGGOG00000000409,,ortholog_one2one,ENSPTRG00000006053,PCID2,ortholog_one2one,ENSPPYG00000005522,PCID2,ortholog_one2one,PCID2
ENSG00000126246,ENSCSAG00000004372,IGFLR1,ortholog_one2one,,,,ENSGGOG00000016821,IGFLR1,ortholog_one2one,ENSPTRG00000010859,IGFLR1,ortholog_one2one,ENSPPYG00000009878,IGFLR1,ortholog_one2one,IGFLR1
ENSG00000126264,ENSCSAG00000004288,HCST,ortholog_one2one,ENSMFAG00000037963,HCST,ortholog_one2one,ENSGGOG00000015328,HCST,ortholog_one2one,ENSPTRG00000010875,HCST,ortholog_one2one,ENSPPYG00000009888,HCST,ortholog_one2one,HCST
ENSG00000126432,ENSCSAG00000007195,PRDX5,ortholog_one2one,ENSMFAG00000033198,PRDX5,ortholog_one2one,ENSGGOG00000001337,PRDX5,ortholog_one2one,ENSPTRG00000003835,PRDX5,ortholog_one2one,ENSPPYG00000003106,,ortholog_one2one,PRDX5
ENSG00000126524,ENSCSAG00000018275,SBDS,ortholog_one2one,ENSMFAG00000032620,SBDS,ortholog_one2one,,,,ENSPTRG00000019254,SBDS,ortholog_one2one,ENSPPYG00000017513,SBDS,ortholog_one2one,SBDS
ENSG00000126756,ENSCSAG00000013599,UXT,ortholog_one2one,ENSMFAG00000002442,UXT,ortholog_one2one,,,,ENSPTRG00000021851,UXT,ortholog_one2one,ENSPPYG00000020300,UXT,ortholog_one2one,UXT
ENSG00000126970,ENSCSAG00000011958,ZC4H2,ortholog_one2one,ENSMFAG00000031983,ZC4H2,ortholog_one2one,ENSGGOG00000009687,ZC4H2,ortholog_one2one,ENSPTRG00000021968,ZC4H2,ortholog_one2one,ENSPPYG00000020415,ZC4H2,ortholog_one2one,ZC4H2
ENSG00000127419,ENSCSAG00000015363,TMEM175,ortholog_one2one,ENSMFAG00000041960,TMEM175,ortholog_one2one,ENSGGOG00000010287,TMEM175,ortholog_one2one,ENSPTRG00000050831,TMEM175,ortholog_one2one,ENSPPYG00000014512,TMEM175,ortholog_one2one,TMEM175
ENSG00000127554,ENSCSAG00000011153,GFER,ortholog_one2one,ENSMFAG00000039787,GFER,ortholog_one2one,ENSGGOG00000006835,GFER,ortholog_one2one,ENSPTRG00000045515,GFER,ortholog_one2one,ENSPPYG00000006980,GFER,ortholog_one2one,GFER
ENSG00000127586,ENSCSAG00000012074,CHTF18,ortholog_one2one,ENSMFAG00000033447,CHTF18,ortholog_one2one,ENSGGOG00000014003,,ortholog_one2one,ENSPTRG00000043562,CHTF18,ortholog_one2one,,,,CHTF18
ENSG00000127586,ENSCSAG00000012074,CHTF18,ortholog_one2one,ENSMFAG00000033447,CHTF18,ortholog_one2one,ENSGGOG00000014003,,ortholog_one2one,ENSPTRG00000043562,CHTF18,ortholog_one2one,,,,CHTF18
ENSG00000127993,ENSCSAG00000012609,RBM48,ortholog_one2one,ENSMFAG00000029561,RBM48,ortholog_one2one,ENSGGOG00000041453,RBM48,ortholog_one2one,ENSPTRG00000019397,RBM48,ortholog_one2one,ENSPPYG00000017819,RBM48,ortholog_one2one,RBM48
ENSG00000128342,ENSCSAG00000009509,LIF,ortholog_one2one,ENSMFAG00000004963,LIF,ortholog_one2one,ENSGGOG00000007167,LIF,ortholog_one2one,ENSPTRG00000014236,LIF,ortholog_one2one,ENSPPYG00000011702,LIF,ortholog_one2one,LIF
ENSG00000128463,ENSCSAG00000007083,EMC4,ortholog_one2one,ENSMFAG00000038451,EMC4,ortholog_one2one,ENSGGOG00000010931,EMC4,ortholog_one2one,ENSPTRG00000006878,EMC4,ortholog_one2one,ENSPPYG00000006310,EMC4,ortholog_one2one,EMC4
ENSG00000128513,ENSCSAG00000010245,POT1,ortholog_one2one,ENSMFAG00000001359,POT1,ortholog_one2one,ENSGGOG00000014687,POT1,ortholog_one2one,,,,ENSPPYG00000017964,POT1,ortholog_one2one,POT1
ENSG00000128513,ENSCSAG00000010245,POT1,ortholog_one2one,ENSMFAG00000001359,POT1,ortholog_one2one,ENSGGOG00000014687,POT1,ortholog_one2one,,,,ENSPPYG00000017964,POT1,ortholog_one2one,POT1
ENSG00000128791,ENSCSAG00000017560,TWSG1,ortholog_one2one,ENSMFAG00000034284,TWSG1,ortholog_one2one,ENSGGOG00000004433,TWSG1,ortholog_one2one,ENSPTRG00000009858,TWSG1,ortholog_one2one,ENSPPYG00000009011,TWSG1,ortholog_one2one,TWSG1
ENSG00000128891,ENSCSAG00000007536,CCDC32,ortholog_one2one,ENSMFAG00000032377,CCDC32,ortholog_one2one,ENSGGOG00000021934,,ortholog_one2one,ENSPTRG00000006923,CCDC32,ortholog_one2one,ENSPPYG00000006354,,ortholog_one2one,CCDC32
ENSG00000128915,ENSCSAG00000012073,ICE2,ortholog_one2one,ENSMFAG00000036919,ICE2,ortholog_one2one,ENSGGOG00000022206,ICE2,ortholog_one2one,ENSPTRG00000007133,ICE2,ortholog_one2one,ENSPPYG00000006527,ICE2,ortholog_one2one,ICE2
ENSG00000129128,ENSCSAG00000003075,SPCS3,ortholog_one2one,ENSMFAG00000001302,SPCS3,ortholog_one2one,ENSGGOG00000023323,SPCS3,ortholog_one2one,ENSPTRG00000016615,SPCS3,ortholog_one2one,ENSPPYG00000038635,SPCS3,ortholog_one2one,SPCS3
ENSG00000129347,ENSCSAG00000007096,KRI1,ortholog_one2one,ENSMFAG00000046360,KRI1,ortholog_one2one,ENSGGOG00000014637,KRI1,ortholog_one2one,ENSPTRG00000010476,KRI1,ortholog_one2one,ENSPPYG00000009556,KRI1,ortholog_one2one,KRI1
ENSG00000129673,ENSCSAG00000005051,AANAT,ortholog_one2one,ENSMFAG00000030450,AANAT,ortholog_one2one,ENSGGOG00000015473,AANAT,ortholog_one2one,ENSPTRG00000009682,AANAT,ortholog_one2one,ENSPPYG00000008659,,ortholog_one2one,AANAT
ENSG00000129933,ENSCSAG00000005122,MAU2,ortholog_one2one,ENSMFAG00000041829,MAU2,ortholog_one2one,ENSGGOG00000002989,MAU2,ortholog_one2one,ENSPTRG00000010738,MAU2,ortholog_one2one,ENSPPYG00000009767,MAU2,ortholog_one2one,MAU2
ENSG00000130023,ENSCSAG00000011852,ERMARD,ortholog_one2one,ENSMFAG00000040535,ERMARD,ortholog_one2one,ENSGGOG00000017025,ERMARD,ortholog_one2one,ENSPTRG00000018821,ERMARD,ortholog_one2one,ENSPPYG00000017186,ERMARD,ortholog_one2one,ERMARD
ENSG00000130165,ENSCSAG00000006725,ELOF1,ortholog_one2one,ENSMFAG00000043998,ELOF1,ortholog_one2one,ENSGGOG00000004202,,ortholog_one2one,ENSPTRG00000010512,ELOF1,ortholog_one2one,,,,ELOF1
ENSG00000130193,ENSCSAG00000009228,THEM6,ortholog_one2one,ENSMFAG00000057966,THEM6,ortholog_one2one,ENSGGOG00000002369,THEM6,ortholog_one2one,ENSPTRG00000020638,THEM6,ortholog_one2one,ENSPPYG00000018921,THEM6,ortholog_one2one,THEM6
ENSG00000130303,ENSCSAG00000005601,BST2,ortholog_one2one,ENSMFAG00000002669,,ortholog_one2one,ENSGGOG00000015278,BST2,ortholog_one2one,ENSPTRG00000010672,BST2,ortholog_one2one,ENSPPYG00000029692,BST2,ortholog_one2one,BST2
ENSG00000130311,ENSCSAG00000005624,DDA1,ortholog_one2one,,,,ENSGGOG00000038573,,ortholog_one2one,ENSPTRG00000043860,DDA1,ortholog_one2one,ENSPPYG00000031398,,ortholog_one2one,DDA1
ENSG00000130313,ENSCSAG00000005564,PGLS,ortholog_one2one,,,,ENSGGOG00000003926,,ortholog_one2one,ENSPTRG00000010677,PGLS,ortholog_one2one,ENSPPYG00000009717,PGLS,ortholog_one2one,PGLS
ENSG00000130396,ENSCSAG00000012040,AFDN,ortholog_one2one,ENSMFAG00000044776,AFDN,ortholog_one2one,ENSGGOG00000007655,AFDN,ortholog_one2one,ENSPTRG00000018810,AFDN,ortholog_one2one,ENSPPYG00000017176,AFDN,ortholog_one2one,AFDN
ENSG00000130528,ENSCSAG00000002752,HRC,ortholog_one2one,,,,ENSGGOG00000008420,HRC,ortholog_one2one,ENSPTRG00000011284,HRC,ortholog_one2one,ENSPPYG00000010238,HRC,ortholog_one2one,HRC
ENSG00000130725,ENSCSAG00000001585,UBE2M,ortholog_one2one,ENSMFAG00000048600,UBE2M,ortholog_one2one,,,,ENSPTRG00000028859,UBE2M,ortholog_one2one,ENSPPYG00000010512,UBE2M,ortholog_one2one,UBE2M
ENSG00000130725,ENSCSAG00000001585,UBE2M,ortholog_one2one,ENSMFAG00000048600,UBE2M,ortholog_one2one,,,,ENSPTRG00000028859,UBE2M,ortholog_one2one,ENSPPYG00000010512,UBE2M,ortholog_one2one,UBE2M
ENSG00000130731,ENSCSAG00000012653,METTL26,ortholog_one2one,ENSMFAG00000031552,METTL26,ortholog_one2one,ENSGGOG00000007901,,ortholog_one2one,ENSPTRG00000007547,METTL26,ortholog_one2one,ENSPPYG00000006916,,ortholog_one2one,METTL26
ENSG00000130748,ENSCSAG00000002993,TMEM160,ortholog_one2one,ENSMFAG00000001653,,ortholog_one2one,ENSGGOG00000013410,TMEM160,ortholog_one2one,ENSPTRG00000052160,,ortholog_one2one,ENSPPYG00000032917,TMEM160,ortholog_one2one,TMEM160
ENSG00000130811,,,,ENSMFAG00000003465,EIF3G,ortholog_one2one,ENSGGOG00000005434,EIF3G,ortholog_one2one,ENSPTRG00000010460,EIF3G,ortholog_one2one,ENSPPYG00000009544,EIF3G,ortholog_one2one,EIF3G
ENSG00000130811,,,,ENSMFAG00000003465,EIF3G,ortholog_one2one,ENSGGOG00000005434,EIF3G,ortholog_one2one,ENSPTRG00000010460,EIF3G,ortholog_one2one,ENSPPYG00000009544,EIF3G,ortholog_one2one,EIF3G
ENSG00000131061,ENSCSAG00000012235,ZNF341,ortholog_one2one,,,,ENSGGOG00000015775,ZNF341,ortholog_one2one,ENSPTRG00000013406,ZNF341,ortholog_one2one,ENSPPYG00000010930,ZNF341,ortholog_one2one,ZNF341
ENSG00000131470,ENSCSAG00000003258,PSMC3IP,ortholog_one2one,ENSMFAG00000044078,PSMC3IP,ortholog_one2one,ENSGGOG00000010881,PSMC3IP,ortholog_one2one,ENSPTRG00000009209,PSMC3IP,ortholog_one2one,ENSPPYG00000035946,PSMC3IP,ortholog_one2one,PSMC3IP
ENSG00000131473,ENSCSAG00000003049,ACLY,ortholog_one2one,ENSMFAG00000001561,ACLY,ortholog_one2one,ENSGGOG00000003570,ACLY,ortholog_one2one,ENSPTRG00000023148,ACLY,ortholog_one2one,ENSPPYG00000029534,ACLY,ortholog_one2one,ACLY
ENSG00000131652,ENSCSAG00000010244,THOC6,ortholog_one2one,ENSMFAG00000049692,THOC6,ortholog_one2one,ENSGGOG00000005160,THOC6,ortholog_one2one,,,,ENSPPYG00000007027,THOC6,ortholog_one2one,THOC6
ENSG00000131652,ENSCSAG00000010244,THOC6,ortholog_one2one,ENSMFAG00000049692,THOC6,ortholog_one2one,ENSGGOG00000005160,THOC6,ortholog_one2one,,,,ENSPPYG00000007027,THOC6,ortholog_one2one,THOC6
ENSG00000131943,ENSCSAG00000004862,C19orf12,ortholog_one2one,ENSMFAG00000037046,C19orf12,ortholog_one2one,ENSGGOG00000014142,C19orf12,ortholog_one2one,ENSPTRG00000010781,C19H19orf12,ortholog_one2one,,,,C19orf12
ENSG00000131944,ENSCSAG00000004765,FAAP24,ortholog_one2one,ENSMFAG00000054473,FAAP24,ortholog_one2one,ENSGGOG00000042319,,ortholog_one2one,ENSPTRG00000010798,FAAP24,ortholog_one2one,ENSPPYG00000033989,FAAP24,ortholog_one2one,FAAP24
