ENSEMBL gene ID	E1_ADIP3773	E1_ADIP3842	E1_ADIP3886
ENSBTAG00000005136	11.7441	12.86348	14.54261
ENSBTAG00000005145	8.397932	4.020225	5.993287
ENSBTAG00000005151	0.832181	0.505258	1.25352
ENSBTAG00000005152	15.26261	19.10567	18.78403
ENSBTAG00000005156	0.176614	0.517199	0.145717
ENSBTAG00000005163	18.63368	43.84411	29.55955
ENSBTAG00000005170	0.150933	0.080328	0.409227
ENSBTAG00000005174	2.841516	3.014436	4.017776
ENSBTAG00000005178	12.94594	8.359967	8.635703
ENSBTAG00000005183	39.44325	44.08496	24.98568
ENSBTAG00000005189	0.0	0.220976	0.292595
ENSBTAG00000005196	4.762508	6.347115	5.406255
ENSBTAG00000005285	78.63937	104.2187	76.33978
ENSBTAG00000005289	15.91403	17.77379	20.35331
ENSBTAG00000005293	0.183818	0.093184	0.196494
ENSBTAG00000005338	82.28414	131.2241	117.1387
ENSBTAG00000005347	4.653057	5.973522	5.020198
ENSBTAG00000005363	0.514617	0.206076	0.267176
ENSBTAG00000005364	20.71366	16.48002	14.34814
ENSBTAG00000005367	6.162277	9.008755	8.685486
ENSBTAG00000005416	5.916901	5.656421	5.957391
ENSBTAG00000005426	90.40622	114.2266	99.95255
ENSBTAG00000005427	6.048746	8.150809	9.015791
ENSBTAG00000005442	0.384831	0.448256	0.333701
ENSBTAG00000005443	11.08245	13.33572	12.93393
ENSBTAG00000005445	1.935018	1.186647	1.197368
ENSBTAG00000005464	43.95261	21.40354	22.61379
ENSBTAG00000005465	69.24099	48.97669	38.38361
ENSBTAG00000005469	34.53748	34.74253	35.28711
ENSBTAG00000005470	9.597011	14.70576	12.52349
ENSBTAG00000005492	48.85782	53.93886	52.94059
ENSBTAG00000005501	3.639285	1.796331	3.185264
ENSBTAG00000005503	15.01851	23.16419	23.03074
ENSBTAG00000005534	9.18475	5.519254	7.500789
ENSBTAG00000005557	27.02877	18.30608	29.37251
ENSBTAG00000005565	23.63443	18.35554	20.87795
ENSBTAG00000005570	0.0	0.0	0.0
ENSBTAG00000005571	6.239854	9.069534	9.853328
ENSBTAG00000005573	73.75475	78.15074	79.4999
ENSBTAG00000005574	2431.578	1837.181	1444.278
ENSBTAG00000005614	16.57347	19.8043	26.18083
ENSBTAG00000005617	8.435269	6.547469	8.209743
ENSBTAG00000005652	8.739317	7.439275	5.816598
ENSBTAG00000005654	4538.396	4410.176	4919.161
ENSBTAG00000005657	0.812812	0.852677	0.985761
ENSBTAG00000005663	5.675391	6.685244	6.088415
ENSBTAG00000005681	20.55747	8.774478	7.112871
ENSBTAG00000005685	0.558388	0.278114	0.376511
ENSBTAG00000005688	65.36327	57.34293	61.60673
ENSBTAG00000005696	0.662379	0.527945	0.503532
ENSBTAG00000005728	0.799018	3.305459	2.708818
ENSBTAG00000005732	13.82991	14.8442	13.28921
ENSBTAG00000005761	4.88375	8.886862	11.51547
ENSBTAG00000005763	50.69648	24.30918	22.52474
ENSBTAG00000005765	4.558022	2.826664	6.656116
ENSBTAG00000005766	0.784288	0.557457	1.100345
ENSBTAG00000005785	11.74972	8.605691	8.502648
ENSBTAG00000005814	58.07264	82.04991	79.64347
ENSBTAG00000005815	14.08477	19.32422	19.09122
ENSBTAG00000005826	2.572628	1.235366	1.656026
ENSBTAG00000005827	6.209463	6.834685	6.453808
ENSBTAG00000005843	64.19336	53.88312	48.2758
ENSBTAG00000005893	5.854293	5.883732	5.41563
ENSBTAG00000005898	7.052566	11.97732	10.69073
ENSBTAG00000005904	61.00965	63.01051	55.57976
ENSBTAG00000005905	5.846045	7.344423	7.516346
ENSBTAG00000005907	96.42283	84.65219	57.61323
ENSBTAG00000005937	0.025792	0.088641	0.135342
ENSBTAG00000005958	11.1095	11.3997	11.48828
ENSBTAG00000005964	5.257814	3.161915	4.629761
ENSBTAG00000005998	7.812716	3.854083	6.123456
ENSBTAG00000005999	0.0	0.143008	0.252415
ENSBTAG00000006001	4.008233	5.250841	6.338818
ENSBTAG00000006002	8.15465	6.713089	7.999138
ENSBTAG00000006003	4.837326	5.984364	6.356953
ENSBTAG00000006008	6.0406	5.199435	8.269784
ENSBTAG00000006025	2.735299	3.692961	3.324455
ENSBTAG00000006027	7.175122	6.882307	7.792222
ENSBTAG00000006048	10.06917	5.646965	6.52387
ENSBTAG00000006050	9.104618	8.525005	8.588136
ENSBTAG00000006059	35.69956	32.86515	31.89302
ENSBTAG00000006060	0.053457	0.0	0.0
ENSBTAG00000006064	0.658225	0.552748	1.102418
ENSBTAG00000006065	20.25801	20.86882	16.87359
ENSBTAG00000006066	30.02642	25.64018	31.05764
ENSBTAG00000006067	6.01761	5.797528	6.962286
ENSBTAG00000006068	13.78269	17.44144	19.48391
ENSBTAG00000006069	10.16403	10.91954	13.67083
ENSBTAG00000006070	31.32818	42.15296	40.65963
ENSBTAG00000006072	56.84235	55.18401	56.69717
ENSBTAG00000006073	1.832696	1.891646	3.665818
ENSBTAG00000006080	0.458313	0.689145	0.525213
ENSBTAG00000006082	19.05011	23.34949	22.05177
ENSBTAG00000006084	56.33383	63.11556	69.54985
ENSBTAG00000006085	84.21898	78.51429	75.13314
ENSBTAG00000006087	13.91705	20.15613	21.25415
ENSBTAG00000006088	26.29324	31.88063	30.57981
ENSBTAG00000006089	6.869891	7.527228	7.635472
ENSBTAG00000006099	12.74258	19.36929	19.10871
ENSBTAG00000006104	77.65973	105.8178	89.12959
ENSBTAG00000006140	6.931617	5.614031	3.91931
ENSBTAG00000006142	6.568485	5.971186	5.799075
ENSBTAG00000006158	0.699693	0.534332	0.251271
ENSBTAG00000006179	0.0	0.0	0.0
ENSBTAG00000006187	99.26826	406.8586	562.9281
ENSBTAG00000006209	24.72666	41.75089	30.58632
ENSBTAG00000006244	89.63338	78.25385	77.40581
ENSBTAG00000006245	32.35684	33.1313	31.77596
ENSBTAG00000006246	17.3743	14.20437	16.18824
ENSBTAG00000006247	31.40394	36.55118	37.10396
ENSBTAG00000006268	0.0	0.0	0.0
ENSBTAG00000006270	253.8406	267.833	227.6708
ENSBTAG00000006277	40.91494	90.74793	98.45795
ENSBTAG00000006278	0.0	0.0	0.0
ENSBTAG00000006280	1.566031	2.902775	3.460387
ENSBTAG00000006324	21.99259	26.83845	28.09397
ENSBTAG00000006335	44.30196	50.91138	52.85499
ENSBTAG00000006345	0.030831	0.0	0.0
ENSBTAG00000006347	6.482373	6.243272	5.678395
ENSBTAG00000006353	5.4518	6.954978	7.687823
ENSBTAG00000006359	1.447989	2.242963	1.984985
ENSBTAG00000006364	19.83768	24.85267	22.31815
ENSBTAG00000006370	69.53764	78.20176	60.07729
ENSBTAG00000006371	14.00375	16.92123	20.52272
ENSBTAG00000006374	45.40488	42.17786	34.15465
ENSBTAG00000006387	0.0	0.0	0.035481
ENSBTAG00000006388	3.348921	3.455941	4.581694
ENSBTAG00000006404	2.754488	1.66857	3.830649
ENSBTAG00000006409	1.218904	0.795948	1.137486
ENSBTAG00000006415	0.0	0.0	0.0
ENSBTAG00000006422	80.69135	99.89442	101.2107
ENSBTAG00000006423	26.69084	28.91875	27.67735
ENSBTAG00000006429	238.3401	88.69878	69.04826
ENSBTAG00000006441	138.476	127.2512	97.6976
ENSBTAG00000006463	61.54444	38.49027	34.5001
ENSBTAG00000006479	7.49176	8.184563	9.281248
ENSBTAG00000006486	26.13089	32.51303	33.22832
ENSBTAG00000006487	2020.278	3176.308	2161.959
ENSBTAG00000006491	4.046768	1.962387	2.704509
ENSBTAG00000006493	6.635833	10.29597	13.00245
ENSBTAG00000006510	10.6794	12.77037	15.06123
ENSBTAG00000006515	3.749579	1.158402	1.395513
ENSBTAG00000006519	2.05159	5.277305	6.281153
ENSBTAG00000006529	2.957947	3.041274	1.932962
ENSBTAG00000006550	73.8073	104.3496	107.7328
ENSBTAG00000006563	0.262827	0.052185	0.0
ENSBTAG00000006569	0.0	0.0	0.22409
ENSBTAG00000006573	4.578514	4.146841	4.295802
ENSBTAG00000006581	10.79633	10.79568	12.02325
ENSBTAG00000006606	46.61171	13.73686	38.00238
ENSBTAG00000006607	108.1804	152.5509	102.8425
ENSBTAG00000006610	0.253327	0.446252	0.273271
ENSBTAG00000006612	34.46944	31.24232	36.63475
ENSBTAG00000006613	13.32947	10.92521	12.7833
ENSBTAG00000006624	0.0	0.0	0.0
ENSBTAG00000006631	1.151463	1.414966	2.142885
ENSBTAG00000006633	40.9791	45.79379	39.46506
ENSBTAG00000006638	13.22449	15.61565	13.66821
ENSBTAG00000006639	4.486933	4.764379	6.030932
ENSBTAG00000006640	2.65767	3.083251	2.831642
ENSBTAG00000006642	55.21082	34.16052	36.21349
ENSBTAG00000006644	75.20574	81.05988	83.38569
ENSBTAG00000006649	0.0	0.107358	0.485139
ENSBTAG00000006659	0.0	0.0	0.10688
ENSBTAG00000006665	88.6506	114.665	81.77792
ENSBTAG00000006670	97.04277	200.7482	159.8334
ENSBTAG00000006688	5.659476	6.517748	7.335501
ENSBTAG00000006730	1.494434	0.495304	0.900086
ENSBTAG00000006752	7.607359	3.113738	2.655458
ENSBTAG00000006760	0.0	0.0	0.0
ENSBTAG00000006767	34.22831	32.4569	27.27806
ENSBTAG00000006770	1.679704	3.042707	2.349197
ENSBTAG00000006776	15.77706	9.01904	12.12698
ENSBTAG00000006777	3.657548	5.828525	5.05072
ENSBTAG00000006816	8.279066	8.528983	9.53471
ENSBTAG00000006821	19.56146	15.55675	13.44313
ENSBTAG00000006831	3.302269	3.212419	2.13245
ENSBTAG00000006832	12.16103	5.794847	3.732166
ENSBTAG00000006835	349.3257	184.3435	280.348
ENSBTAG00000006836	6.496178	3.714612	6.729402
ENSBTAG00000006843	3.040003	3.599478	3.797935
ENSBTAG00000006851	3.946027	2.689075	3.356234
ENSBTAG00000006904	82.67821	88.54817	106.0627
ENSBTAG00000006925	4.323298	4.889971	5.099
ENSBTAG00000006962	17.75387	11.69034	10.40512
ENSBTAG00000006963	1003.442	1113.347	1497.978
ENSBTAG00000006971	35.44955	52.8547	55.51003
ENSBTAG00000006972	2.273501	1.689412	1.967594
ENSBTAG00000006982	148.9605	145.1411	138.3663
ENSBTAG00000006988	0.108083	0.433527	0.076581
ENSBTAG00000006998	12.6194	11.52528	12.70914
ENSBTAG00000006999	0.718231	0.482753	0.763646
ENSBTAG00000007007	10.28166	11.03731	12.50403
ENSBTAG00000007013	3.506848	2.324577	2.509521
ENSBTAG00000007015	15.06077	16.76457	16.47895
ENSBTAG00000007036	0.0	0.0	1.316152
ENSBTAG00000007066	5.536888	6.804565	7.812149
ENSBTAG00000007077	4.836059	4.243504	2.78279
ENSBTAG00000007080	27.19379	17.69114	17.66018
ENSBTAG00000007093	1.271888	1.56313	1.399227
ENSBTAG00000007104	0.242857	0.162715	0.818187
ENSBTAG00000007107	4.468884	3.797142	2.3272
ENSBTAG00000007110	5.055254	5.300452	7.157043
ENSBTAG00000007112	8.19307	14.64108	14.19623
ENSBTAG00000007121	15.96359	11.87004	12.83169
ENSBTAG00000007125	0.856182	0.818258	1.505849
ENSBTAG00000007137	7.660016	8.72639	9.60231
ENSBTAG00000007139	25.27449	26.71403	34.26122
ENSBTAG00000007158	40.36081	56.0471	45.63999
ENSBTAG00000007160	47.17889	58.0407	50.01942
ENSBTAG00000007181	17.61221	13.6378	16.91007
ENSBTAG00000007189	9.084724	9.062135	8.291463
ENSBTAG00000007190	1.945723	1.297943	1.554152
ENSBTAG00000007196	279.5106	310.881	370.6631
ENSBTAG00000007214	9.368852	9.099268	8.649903
ENSBTAG00000007217	22.39899	15.95262	20.01124
ENSBTAG00000007220	31.19566	24.71877	36.07817
ENSBTAG00000007266	3.892383	6.495488	8.133041
ENSBTAG00000007269	9.880082	9.315645	7.313263
ENSBTAG00000007270	7.044565	5.457483	5.159485
ENSBTAG00000007298	0.0	0.0	0.0
ENSBTAG00000007336	0.501584	1.772095	1.219471
ENSBTAG00000007338	68.90051	50.01141	56.3102
ENSBTAG00000007353	0.885659	0.569355	0.0
ENSBTAG00000007360	63.06293	105.1356	97.7431
ENSBTAG00000007362	17.3923	24.96774	25.71894
ENSBTAG00000007363	50.63911	69.16901	60.1199
ENSBTAG00000007365	5.799184	6.040276	7.610412
ENSBTAG00000007366	1.864799	3.238793	2.881098
ENSBTAG00000007368	15.43933	13.52002	12.52184
ENSBTAG00000007378	1.816844	1.378912	1.195519
ENSBTAG00000007379	0.029407	0.020962	0.0
ENSBTAG00000007386	3.708441	3.992608	4.457155
ENSBTAG00000007387	61.20954	61.02483	59.41969
ENSBTAG00000007389	15.60664	23.1155	19.97372
ENSBTAG00000007390	212.9916	252.422	233.1418
ENSBTAG00000007394	65.07241	71.87301	50.21115
ENSBTAG00000007399	0.0	0.0	0.0
ENSBTAG00000007492	1.410189	2.024708	2.918281
ENSBTAG00000007499	0.0	0.0	0.0
ENSBTAG00000007502	0.090945	0.121136	0.829466
ENSBTAG00000007503	0.0	0.0	0.029556
ENSBTAG00000007510	47.30699	49.80399	37.14394
ENSBTAG00000007515	34.71548	47.56226	48.54177
ENSBTAG00000007534	5.999991	4.112852	4.722873
ENSBTAG00000007547	0.352651	0.038052	0.0
ENSBTAG00000007562	65.47145	60.24382	67.28046
ENSBTAG00000007566	7.064881	5.492973	7.211898
ENSBTAG00000007572	219.9636	229.8293	183.3559
ENSBTAG00000007581	19.31916	33.0796	38.17558
ENSBTAG00000007593	57.25074	69.13171	66.66111
ENSBTAG00000007595	9.980277	8.99143	10.87557
ENSBTAG00000007609	8.808755	11.30122	12.49056
ENSBTAG00000007611	2.435932	3.352225	2.9117
ENSBTAG00000007620	30.6049	29.06995	33.32949
ENSBTAG00000007623	18.16134	24.96831	25.414
ENSBTAG00000007636	6.470796	8.372449	8.230706
ENSBTAG00000007666	0.577056	1.33595	1.31461
ENSBTAG00000007681	8.461286	5.18712	5.702377
ENSBTAG00000007683	1.906379	2.35991	2.156907
ENSBTAG00000007684	5.959968	6.093133	6.062642
ENSBTAG00000007689	15.25314	9.030822	7.146891
ENSBTAG00000007721	47.83069	60.31703	58.8327
ENSBTAG00000007725	141.0468	163.0976	153.9838
ENSBTAG00000007728	24.17084	31.47618	29.28117
ENSBTAG00000007740	28.56161	11.85256	20.36658
ENSBTAG00000007753	6.581701	6.333988	9.760782
ENSBTAG00000007754	194.3382	222.0822	107.0618
ENSBTAG00000007755	1.788237	5.325283	5.644505
ENSBTAG00000007756	27.1042	25.73357	32.35274
ENSBTAG00000007757	23.43559	23.92377	25.98915
ENSBTAG00000007759	41.12922	11.72511	10.54388
ENSBTAG00000007763	12.29012	9.420213	10.39646
ENSBTAG00000007779	3.269551	3.338966	3.815513
ENSBTAG00000007784	36.09858	33.78198	29.58741
ENSBTAG00000007785	0.242046	0.282465	0.180067
ENSBTAG00000007807	40.6977	34.76841	49.27587
ENSBTAG00000007829	16.27052	12.67665	10.06163
ENSBTAG00000007838	9.033908	7.732063	9.675271
ENSBTAG00000007844	0.0	0.0	0.0
ENSBTAG00000007860	1.244916	0.055192	0.048908
ENSBTAG00000007863	15.72704	19.94727	21.5916
ENSBTAG00000007913	63.16743	96.07196	83.56426
ENSBTAG00000007927	0.359489	0.768211	1.210862
ENSBTAG00000007931	4.076335	6.311739	7.145053
ENSBTAG00000007933	12.62893	11.56637	15.45033
ENSBTAG00000007969	1067.657	525.0334	666.6417
ENSBTAG00000007994	1.155224	1.237913	1.371043
ENSBTAG00000008003	12.20353	10.41277	10.35768
ENSBTAG00000008024	35.79043	22.11598	18.76584
ENSBTAG00000008033	17.31148	16.26204	13.98958
ENSBTAG00000008053	6.352187	5.080741	7.980287
ENSBTAG00000008061	14.87465	16.19347	20.33777
ENSBTAG00000008072	29.74168	24.70571	26.51973
ENSBTAG00000008075	27.74276	35.25678	35.20158
ENSBTAG00000008077	7.864019	7.405312	9.038254
ENSBTAG00000008084	1.394454	1.455385	1.234683
ENSBTAG00000008090	19.63838	23.80837	23.99723
ENSBTAG00000008110	20.40115	25.46241	21.75553
ENSBTAG00000008112	2.850768	2.456576	2.080433
ENSBTAG00000008113	34.39207	55.03848	36.23425
ENSBTAG00000008115	23.86547	17.0297	16.15017
ENSBTAG00000008116	89.88436	83.67374	62.01088
ENSBTAG00000008118	18.71845	28.1847	28.28633
ENSBTAG00000008120	9.522973	10.26676	11.38325
ENSBTAG00000008122	107.9161	143.242	140.3864
ENSBTAG00000008127	2.24591	0.662375	0.288377
ENSBTAG00000008129	6.375552	7.826331	7.794394
ENSBTAG00000008131	13.76242	13.16453	14.84739
ENSBTAG00000008133	4.065326	5.183024	6.346598
ENSBTAG00000008135	209.282	308.9315	219.3181
ENSBTAG00000008138	0.499325	0.44874	0.551959
ENSBTAG00000008144	0.0	0.085061	0.197061
ENSBTAG00000008145	5.097076	8.366504	7.774073
ENSBTAG00000008147	5.835413	5.258158	6.874393
ENSBTAG00000008182	8.78592	14.88062	31.23636
ENSBTAG00000008218	35.4664	39.74197	43.91023
ENSBTAG00000008219	12.30528	17.77843	15.77813
ENSBTAG00000008220	8.173139	7.642378	6.741271
ENSBTAG00000008243	5.105121	4.300218	4.680763
ENSBTAG00000008250	14.08373	5.193905	7.223793
ENSBTAG00000008289	25.78862	36.42029	41.41945
ENSBTAG00000008296	9.908105	13.64487	11.98888
ENSBTAG00000008331	0.724281	0.499996	0.679472
ENSBTAG00000008336	0.0	0.274423	1.068358
ENSBTAG00000008348	7.441208	4.136592	4.741901
ENSBTAG00000008350	12.37171	14.27635	16.67338
ENSBTAG00000008355	24.71159	24.9992	29.21051
ENSBTAG00000008361	32.62817	34.72944	41.25082
ENSBTAG00000008362	112.3498	140.3432	143.294
ENSBTAG00000008363	0.121862	0.042075	0.174796
ENSBTAG00000008369	52.7901	55.90575	51.99303
ENSBTAG00000008370	6.796341	8.086374	10.94978
ENSBTAG00000008372	7.640984	10.40901	9.707892
ENSBTAG00000008382	0.882999	1.113069	0.917521
ENSBTAG00000008385	16.11555	19.39767	19.41663
ENSBTAG00000008395	18.37617	19.18906	22.69938
ENSBTAG00000008396	21.81153	20.17469	16.7548
ENSBTAG00000008417	42.02496	49.89446	41.71515
ENSBTAG00000008423	5.204763	5.112084	5.516411
ENSBTAG00000008424	24.23277	27.401	30.47834
ENSBTAG00000008426	0.0	0.0	0.0
ENSBTAG00000008432	9.34559	9.675638	9.404767
ENSBTAG00000008433	14.13614	26.10909	26.01321
ENSBTAG00000008438	11.83361	14.17831	15.26006
ENSBTAG00000008457	13.83291	18.10123	20.39285
ENSBTAG00000008464	0.813432	1.797166	1.467102
ENSBTAG00000008472	13.44141	13.75857	14.94636
ENSBTAG00000008482	27.68138	35.63826	33.91856
ENSBTAG00000008498	59.87967	73.22969	63.31021
ENSBTAG00000008499	3.636029	0.413015	0.427614
ENSBTAG00000008507	24.51024	25.05433	35.74325
ENSBTAG00000008511	0.0	0.0	0.0
ENSBTAG00000008537	16.13532	8.383317	14.75447
ENSBTAG00000008538	0.041204	0.070894	0.0
ENSBTAG00000008543	43.45422	37.65359	37.36028
ENSBTAG00000008544	0.0	0.0	0.0
ENSBTAG00000008546	0.0	0.0	0.0
ENSBTAG00000008552	0.0	0.0	0.0
ENSBTAG00000008577	14.51591	13.4751	11.49496
ENSBTAG00000008590	51.28605	57.73337	47.56424
ENSBTAG00000008621	174.0204	187.4366	189.515
ENSBTAG00000008638	5.032941	6.20264	5.914864
ENSBTAG00000008664	23.02877	26.86349	27.8723
ENSBTAG00000008674	18.22209	18.22341	15.24807
ENSBTAG00000008693	0.316912	0.0	0.204449
ENSBTAG00000008703	6.901549	6.096813	4.599118
ENSBTAG00000008716	27.35929	34.8804	27.72924
ENSBTAG00000008732	2.38233	1.75522	1.802408
ENSBTAG00000008734	5.428734	2.128112	1.60988
ENSBTAG00000008737	12.71806	14.53995	12.59351
ENSBTAG00000008744	16.24683	13.83092	15.05392
ENSBTAG00000008747	45.92712	38.66428	30.36128
ENSBTAG00000008752	0.0	0.0	0.0
ENSBTAG00000008755	11.51796	15.10901	13.27608
ENSBTAG00000008765	40.4509	31.32672	33.60097
ENSBTAG00000008771	4.945601	2.699084	2.660821
ENSBTAG00000008798	0.138786	0.072049	0.114201
ENSBTAG00000008801	16.49798	10.15561	9.238319
ENSBTAG00000008808	2.884042	5.612729	6.597451
ENSBTAG00000008815	2.75161	3.093785	2.763483
ENSBTAG00000008825	4.618721	7.940773	6.440339
ENSBTAG00000008826	3.280419	3.658379	3.728467
ENSBTAG00000008841	17.71845	22.09134	23.21361
ENSBTAG00000008854	3.820457	4.403039	4.226877
ENSBTAG00000008863	12.63643	14.84181	16.55061
ENSBTAG00000008866	0.656352	0.515486	0.638979
ENSBTAG00000008880	7.705569	6.974119	8.049992
ENSBTAG00000008883	24.43642	19.87141	21.51765
ENSBTAG00000008895	6.919572	7.831695	6.676176
ENSBTAG00000008896	17.56218	20.33472	19.36031
ENSBTAG00000008906	0.423531	0.123217	0.398536
ENSBTAG00000008921	5.488753	11.54443	8.156948
ENSBTAG00000008925	4.035598	4.219889	4.217441
ENSBTAG00000008926	11.49359	12.37123	12.24254
ENSBTAG00000008940	1.501836	1.180996	1.586945
ENSBTAG00000008947	0.046799	0.093345	0.305245
ENSBTAG00000008958	7.567005	6.847399	7.838712
ENSBTAG00000008962	15.98658	23.67776	15.70553
ENSBTAG00000008978	66.69613	66.55649	71.22697
ENSBTAG00000008987	7.544125	7.617094	8.269651
ENSBTAG00000008991	7.328731	7.77253	9.263837
ENSBTAG00000008994	8.297322	11.30663	12.93137
ENSBTAG00000008997	146.0211	105.1535	118.9315
ENSBTAG00000009019	17.78448	20.19402	22.28007
ENSBTAG00000009023	5.263898	3.727189	3.846729
ENSBTAG00000009029	18.83688	12.34053	15.22551
ENSBTAG00000009036	18.58549	18.80123	22.34772
ENSBTAG00000009049	16.20936	21.69455	22.42179
ENSBTAG00000009051	15.34297	4.097889	5.620737
ENSBTAG00000009075	3.732249	2.767337	3.643832
ENSBTAG00000009077	18.24445	20.17294	14.60414
ENSBTAG00000009080	0.027298	0.0	0.030878
ENSBTAG00000009084	41.21788	38.42046	35.06213
ENSBTAG00000009085	13.70057	14.07219	14.22644
ENSBTAG00000009109	6.548862	6.85968	7.024693
ENSBTAG00000009125	33.17412	47.42825	38.31004
ENSBTAG00000009145	1.274587	1.007574	1.053118
ENSBTAG00000009154	8.945514	9.644813	10.39174
ENSBTAG00000009163	5.887068	6.709842	6.240965
ENSBTAG00000009165	11.28411	11.14295	15.91645
ENSBTAG00000009176	2.814371	4.095371	3.770852
ENSBTAG00000009178	15.25524	9.727849	12.64034
ENSBTAG00000009213	13.61579	10.50724	8.714484
ENSBTAG00000009215	0.0769	0.085852	0.027598
ENSBTAG00000009218	3.775829	0.719777	0.617591
ENSBTAG00000009231	0.0	0.0	0.0
ENSBTAG00000009235	0.36551	0.403225	0.278287
ENSBTAG00000009256	1.341586	0.555802	0.974198
ENSBTAG00000009257	0.0	0.016518	0.0
ENSBTAG00000009263	19.80871	24.85529	23.21903
ENSBTAG00000009271	4.557843	6.553113	5.442145
ENSBTAG00000009291	0.015983	0.018888	0.0
ENSBTAG00000009294	0.412182	0.125917	0.518019
ENSBTAG00000009298	11.38901	12.57515	14.15805
ENSBTAG00000009299	4.658527	4.769722	5.568618
ENSBTAG00000009306	0.909737	1.734548	1.329677
ENSBTAG00000009307	63.02183	68.46426	66.98737
ENSBTAG00000009310	9.984871	16.59141	16.70326
ENSBTAG00000009314	1.639906	1.007166	1.238748
ENSBTAG00000009374	10.47693	10.70304	9.294097
ENSBTAG00000009381	4.548892	4.015806	4.894071
ENSBTAG00000009394	2.771959	4.443123	4.884493
ENSBTAG00000009415	3.661579	5.496198	6.270859
ENSBTAG00000009416	7.201383	6.026192	7.964811
ENSBTAG00000009419	0.090991	0.089403	0.0
ENSBTAG00000009423	0.280198	0.198107	0.121572
ENSBTAG00000009428	3.39737	2.921205	4.946282
ENSBTAG00000009433	15.19438	11.13652	27.673
ENSBTAG00000009434	53.28194	84.3389	106.2664
ENSBTAG00000009436	1.686073	2.239499	3.088972
ENSBTAG00000009438	0.197859	0.299471	0.129302
ENSBTAG00000009471	0.98441	0.642926	0.710306
ENSBTAG00000009478	0.206665	0.208548	0.220271
ENSBTAG00000009479	302.8658	244.1254	171.7228
ENSBTAG00000009500	16.90733	20.1943	20.57292
ENSBTAG00000009502	7.329877	5.403013	5.755757
ENSBTAG00000009506	35.83931	36.45835	46.54742
ENSBTAG00000009507	17.5047	33.87624	31.29204
ENSBTAG00000009509	142.6546	118.5672	94.19634
ENSBTAG00000009514	6.439852	9.753998	9.733362
ENSBTAG00000009516	11.03316	15.98592	15.13597
ENSBTAG00000009517	693.0292	438.9907	270.8666
ENSBTAG00000009519	2.879736	3.000985	4.564247
ENSBTAG00000009526	91.48993	175.9998	166.6139
ENSBTAG00000009562	13.38006	20.45209	13.99308
ENSBTAG00000009580	419.1538	506.4152	478.5746
ENSBTAG00000009581	4.213787	4.347929	5.452203
ENSBTAG00000009603	209.9464	252.851	177.0514
ENSBTAG00000009607	0.136305	0.180902	0.239187
ENSBTAG00000009615	960.6418	1265.12	1116.687
ENSBTAG00000009617	10.01982	15.98976	30.32571
ENSBTAG00000009620	0.452729	0.574511	0.444226
ENSBTAG00000009624	11.17846	8.928835	12.33594
ENSBTAG00000009636	12.27754	14.43203	15.59415
ENSBTAG00000009638	10.24948	11.06846	6.738809
ENSBTAG00000009641	25.74294	14.87553	14.64532
ENSBTAG00000009643	1.099212	0.806828	0.823339
ENSBTAG00000009661	21.25537	21.36159	21.56048
ENSBTAG00000009676	70.91219	68.77713	79.10838
ENSBTAG00000009680	13.58384	10.93196	14.82787
ENSBTAG00000009681	6.911603	6.083925	6.097079
ENSBTAG00000009682	2.094074	1.928333	1.843191
ENSBTAG00000009689	70.27463	103.242	76.89717
ENSBTAG00000009704	0.321144	0.503037	0.677094
ENSBTAG00000009714	0.684479	0.237972	0.346242
ENSBTAG00000009732	7.893167	6.160177	5.887446
ENSBTAG00000009737	23.59782	62.60256	56.53511
ENSBTAG00000009738	53.4356	47.93313	60.79848
ENSBTAG00000009743	19.07293	19.338	21.42748
ENSBTAG00000009750	0.03822	0.0	0.0
ENSBTAG00000009755	8.9929	7.26486	9.315328
ENSBTAG00000009806	5.614253	6.668065	5.690901
ENSBTAG00000009811	22.95739	21.44354	22.89753
ENSBTAG00000009819	9.815494	1.070576	0.865005
ENSBTAG00000009823	11.61296	8.616692	9.89572
ENSBTAG00000009836	1.206975	1.210601	3.622915
ENSBTAG00000009856	18.87214	25.17449	35.87406
ENSBTAG00000009872	14.50172	12.07394	14.32945
ENSBTAG00000009874	16.9234	18.80077	23.99347
ENSBTAG00000009881	12.97026	9.908016	9.673265
ENSBTAG00000009886	78.98591	90.60991	90.13855
ENSBTAG00000009887	89.88842	88.65832	117.4556
ENSBTAG00000009888	6.758063	5.915589	6.257034
ENSBTAG00000009897	13.92768	10.86737	10.55988
ENSBTAG00000009916	12.25615	12.59751	13.67252
ENSBTAG00000009918	12.60589	6.169294	11.17045
ENSBTAG00000009923	4.564932	4.536013	4.786842
ENSBTAG00000009933	8.899743	7.264593	7.405438
ENSBTAG00000009948	22.78021	14.20322	18.59999
ENSBTAG00000009963	8.878618	9.194061	11.53763
ENSBTAG00000009972	0.846008	1.004364	1.977095
ENSBTAG00000009982	36.34164	53.56373	58.07945
ENSBTAG00000010006	28.52723	28.60474	33.43653
ENSBTAG00000010009	37.14996	33.69908	31.66114
ENSBTAG00000010027	2.277989	1.120799	1.568483
ENSBTAG00000010036	10.85792	12.43257	11.02694
ENSBTAG00000010083	97.19948	55.89387	46.876
ENSBTAG00000010126	22.14679	30.04644	32.49831
ENSBTAG00000010130	9.194845	9.294954	12.01367
