ENSEMBL gene ID	E6_Cerebellum	E4_cerebellum1	E4_cerebellum2	E4_cerebellum3
ENSBTAG00000004333	31.711416	50.890541	44.420685	41.314747
ENSBTAG00000004334	8.991701	5.608629	2.748189	4.388655
ENSBTAG00000004337	10.287509	3.744283	3.161944	5.845185
ENSBTAG00000004358	3.219079	4.98989	4.77899	3.055336
ENSBTAG00000004375	0.280505	0.122299	0.278152	0.119372
ENSBTAG00000004378	17.510002	16.069622	11.830275	16.479818
ENSBTAG00000004379	14.569424	4.713148	3.702243	5.301626
ENSBTAG00000004380	14.110841	18.750448	13.703145	15.058478
ENSBTAG00000004406	2.929552	1.713417	3.38658	2.561479
ENSBTAG00000004414	1.244449	1.069469	0.366042	0.801067
ENSBTAG00000004415	1.023507	0.767303	0.722036	0.881312
ENSBTAG00000004422	9.686623	10.869616	11.035183	9.951665
ENSBTAG00000004449	2.621194	13.052166	13.750355	12.923912
ENSBTAG00000004463	26.715912	7.843046	7.318088	12.327515
ENSBTAG00000004471	5.147869	16.688807	15.763775	11.200272
ENSBTAG00000004492	1.983031	2.398207	1.631114	1.463622
ENSBTAG00000004495	15.176078	42.452686	45.481197	33.150005
ENSBTAG00000004512	11.853705	7.099449	5.181871	5.700135
ENSBTAG00000004521	24.58793	6.858881	8.149066	9.318319
ENSBTAG00000004524	6.946557	3.153971	1.05918	2.537776
ENSBTAG00000004568	1.14024	1.07416	0.841734	1.662078
ENSBTAG00000004571	23.36268	16.45309	10.72452	12.03219
ENSBTAG00000004578	33.10531	26.05257	23.77482	35.53714
ENSBTAG00000004622	86.68331	120.0014	101.4426	120.0374
ENSBTAG00000004631	0.532477	0.838375	0.942157	1.124453
ENSBTAG00000004635	18.70723	6.823535	5.226634	10.50291
ENSBTAG00000004663	8.53572	7.080878	7.857056	6.803495
ENSBTAG00000004664	8.893457	9.387007	6.642082	8.780117
ENSBTAG00000004680	7.535601	1.384262	1.066119	2.083178
ENSBTAG00000004694	0.0	0.0	0.131413	0.036125
ENSBTAG00000004695	118.5216	61.80939	52.76952	75.24755
ENSBTAG00000004722	9.635576	8.40449	7.395761	7.243829
ENSBTAG00000004723	20.11932	34.33343	33.10913	46.38279
ENSBTAG00000004745	5.264487	17.67842	17.52895	11.97531
ENSBTAG00000004761	0.0	0.0	0.0	0.0
ENSBTAG00000004768	11.61563	9.672814	9.082495	15.4705
ENSBTAG00000004788	30.69167	16.83171	15.80232	21.917
ENSBTAG00000004791	23.0896	18.49638	17.02627	20.27213
ENSBTAG00000004820	12.88808	2.463148	5.446239	0.0
ENSBTAG00000004842	5.097754	15.15673	12.07507	9.494377
ENSBTAG00000004854	11.44447	47.21408	52.831	36.82056
ENSBTAG00000004864	1.197508	1.564048	0.975472	1.283931
ENSBTAG00000004869	0.704718	3.402071	4.350204	2.753119
ENSBTAG00000004879	23.37797	14.49939	12.66046	15.83386
ENSBTAG00000004888	5.430777	4.262655	3.216903	2.862471
ENSBTAG00000004902	4.2858	17.98428	10.25278	11.45724
ENSBTAG00000004906	9.107833	23.01854	16.84078	13.5427
ENSBTAG00000004910	82.7628	49.48562	42.43182	55.81242
ENSBTAG00000004912	9.293272	21.49769	18.19339	19.00591
ENSBTAG00000004913	29.49285	12.76953	13.13401	12.28527
ENSBTAG00000004915	123.6064	53.02485	55.59457	70.69299
ENSBTAG00000004930	1.603085	2.894253	3.115472	3.601878
ENSBTAG00000004936	0.909272	0.681431	0.706513	0.636473
ENSBTAG00000004942	10.58118	20.92343	12.84148	10.9213
ENSBTAG00000004943	0.853958	0.802244	0.690078	1.081757
ENSBTAG00000004949	0.248493	0.629453	1.11505	1.131347
ENSBTAG00000004951	0.0	0.526318	0.0	0.0
ENSBTAG00000004956	0.281094	0.749017	0.35057	0.276406
ENSBTAG00000004962	1.121134	1.23533	1.401674	1.817057
ENSBTAG00000004969	13.54289	7.114281	6.44874	12.86905
ENSBTAG00000004970	27.90221	7.159761	6.682917	11.59753
ENSBTAG00000004976	1.372016	1.612068	1.662155	1.048527
ENSBTAG00000004991	0.246466	0.845751	1.181041	1.731593
ENSBTAG00000004992	1.854325	4.124073	5.509545	4.408277
ENSBTAG00000004995	5.774442	11.17848	14.87556	10.1421
ENSBTAG00000004996	18.31387	16.3939	13.67952	14.03374
ENSBTAG00000005002	9.162752	3.489954	0.580856	2.118602
ENSBTAG00000005009	49.97987	32.80815	35.21405	41.13003
ENSBTAG00000005010	0.295301	0.0	0.0	0.0
ENSBTAG00000005038	0.680294	0.126811	0.238627	0.0
ENSBTAG00000005039	13.08739	8.461977	5.785577	8.916413
ENSBTAG00000005042	50.66636	22.25071	13.72403	32.53571
ENSBTAG00000005055	0.0	0.0	0.0	0.0
ENSBTAG00000005066	3.213745	3.301071	3.65458	3.60169
ENSBTAG00000005071	27.329	27.83751	29.34028	26.45571
ENSBTAG00000005086	11.045	19.48692	17.88085	18.3985
ENSBTAG00000005093	0.660872	0.599331	0.750127	0.552899
ENSBTAG00000005102	0.557494	4.621838	3.954892	3.04778
ENSBTAG00000005110	32.696	98.94926	105.2822	87.4259
ENSBTAG00000005116	3.413636	2.92603	2.264922	3.117657
ENSBTAG00000005127	30.08623	27.18472	24.245	31.70029
ENSBTAG00000005136	3.031152	6.756772	8.129265	5.980182
ENSBTAG00000005145	3.745929	4.681424	4.457448	6.502672
ENSBTAG00000005151	0.3173	0.622133	1.630968	1.001633
ENSBTAG00000005152	2.356968	2.462648	1.413878	2.197084
ENSBTAG00000005156	0.319889	1.598602	1.522796	1.215675
ENSBTAG00000005163	384.9031	50.37352	67.43623	95.56548
ENSBTAG00000005170	0.0	0.0	0.0	0.0
ENSBTAG00000005174	3.502738	3.118237	3.078465	5.523852
ENSBTAG00000005178	0.0	0.0	0.0	0.0
ENSBTAG00000005183	7.766541	2.767185	2.540076	6.068878
ENSBTAG00000005189	6.327857	0.186366	0.181227	0.436583
ENSBTAG00000005196	2.185395	2.456584	2.045913	1.836711
ENSBTAG00000005285	87.59804	64.62736	63.63293	69.52153
ENSBTAG00000005289	13.9985	9.434137	8.963146	8.710188
ENSBTAG00000005293	0.244679	0.350514	0.244576	0.10193
ENSBTAG00000005338	3.811275	13.87172	10.42385	3.176226
ENSBTAG00000005347	2.003864	14.60165	14.89058	8.520649
ENSBTAG00000005363	0.431507	0.176519	0.121327	0.11622
ENSBTAG00000005364	9.501723	6.401856	3.876162	5.043947
ENSBTAG00000005367	4.175243	1.66684	1.27954	2.102359
ENSBTAG00000005416	10.17584	13.84911	17.91208	11.34049
ENSBTAG00000005426	36.02451	28.76511	31.0574	37.00056
ENSBTAG00000005427	7.314504	4.862303	3.663377	7.820431
ENSBTAG00000005442	0.334188	0.0	0.410691	0.183354
ENSBTAG00000005443	6.071546	38.05635	37.77359	25.83232
ENSBTAG00000005445	1.08378	2.34829	1.921234	2.729384
ENSBTAG00000005464	10.84105	7.117383	5.043558	9.351324
ENSBTAG00000005465	14.59728	9.897107	6.936097	11.78106
ENSBTAG00000005469	49.05161	23.97419	18.9243	28.72885
ENSBTAG00000005470	9.979535	3.186887	2.379675	4.545328
ENSBTAG00000005492	32.06658	23.18352	22.98639	21.40232
ENSBTAG00000005501	5.115969	6.322926	3.622353	3.825593
ENSBTAG00000005503	5.410362	3.965557	4.178595	7.189951
ENSBTAG00000005534	2.812506	2.465484	1.627867	0.617611
ENSBTAG00000005557	8.396699	6.586378	4.772835	8.731222
ENSBTAG00000005565	5.890795	3.300164	2.95899	5.157147
ENSBTAG00000005570	0.0	0.0	0.0	0.0
ENSBTAG00000005571	5.430511	14.03201	14.08964	14.77914
ENSBTAG00000005573	102.1063	34.32346	32.91995	61.29324
ENSBTAG00000005574	888.1237	314.2863	295.2474	467.7675
ENSBTAG00000005614	6.673513	6.252703	4.275589	4.950896
ENSBTAG00000005617	9.129523	1.978114	1.583757	2.625503
ENSBTAG00000005652	5.126688	2.14064	1.109914	1.30761
ENSBTAG00000005654	137.0252	42.17778	53.34293	57.24579
ENSBTAG00000005657	147.9074	65.32224	62.16615	88.05532
ENSBTAG00000005663	15.11495	44.13573	45.66542	38.61031
ENSBTAG00000005681	6.755836	14.46373	18.15799	11.66448
ENSBTAG00000005685	0.037708	0.318158	0.089251	0.0
ENSBTAG00000005688	44.67988	12.12478	12.17025	20.05201
ENSBTAG00000005696	2.86723	1.674609	0.943298	1.487104
ENSBTAG00000005728	0.0	0.0	0.0	0.0
ENSBTAG00000005732	11.30537	14.87382	17.04612	13.12366
ENSBTAG00000005761	21.3922	8.017131	7.266264	12.85685
ENSBTAG00000005763	17.83915	8.173783	7.424129	9.396324
ENSBTAG00000005765	20.03399	22.11122	19.751	38.14555
ENSBTAG00000005766	0.837652	0.42125	0.186634	0.588679
ENSBTAG00000005785	6.787785	7.086473	8.202952	8.69384
ENSBTAG00000005814	1.989534	1.901364	0.820051	0.546953
ENSBTAG00000005815	7.129393	3.780368	2.748334	5.282459
ENSBTAG00000005826	2.561034	2.687751	5.101246	5.492015
ENSBTAG00000005827	3.119271	2.442161	1.201716	2.15883
ENSBTAG00000005843	12.57354	9.983753	10.80055	7.582828
ENSBTAG00000005893	7.858186	16.10915	16.75947	15.6758
ENSBTAG00000005898	9.377278	12.10942	8.384733	10.42983
ENSBTAG00000005904	49.22953	113.9448	129.697	86.558
ENSBTAG00000005905	9.025164	21.53295	23.00779	18.2873
ENSBTAG00000005907	42.60586	32.24718	41.43685	40.46526
ENSBTAG00000005937	1.54522	1.120814	0.458843	2.473753
ENSBTAG00000005958	4.560721	2.88976	3.07681	4.166972
ENSBTAG00000005964	2.825445	5.167656	5.06246	5.546446
ENSBTAG00000005998	10.39687	18.17632	16.83305	17.88971
ENSBTAG00000005999	19.63621	7.070257	6.381754	10.13018
ENSBTAG00000006001	0.178675	0.0	0.0	0.0
ENSBTAG00000006002	9.489013	7.374559	6.451854	11.29778
ENSBTAG00000006003	5.54524	4.046319	3.804523	4.021556
ENSBTAG00000006008	30.45226	26.2959	21.23619	31.43927
ENSBTAG00000006025	2.825847	5.937167	3.873678	3.37373
ENSBTAG00000006027	8.690501	15.72186	11.9847	14.58143
ENSBTAG00000006048	1.660765	1.626579	0.66601	0.642739
ENSBTAG00000006050	13.05812	7.304068	10.97994	9.935622
ENSBTAG00000006059	18.01922	26.55626	26.07709	27.45449
ENSBTAG00000006060	0.0	0.05943	0.0	0.0
ENSBTAG00000006064	0.578726	0.465259	0.108725	0.26271
ENSBTAG00000006065	12.3674	20.15838	21.84112	17.56838
ENSBTAG00000006066	58.93808	145.95	145.7206	141.0898
ENSBTAG00000006067	3.951469	2.317924	2.440946	3.02535
ENSBTAG00000006068	11.38608	2.478075	1.93019	3.577817
ENSBTAG00000006069	9.95099	3.959867	2.864567	3.657706
ENSBTAG00000006070	24.10884	11.55837	8.318056	15.28636
ENSBTAG00000006072	12.03793	13.82702	12.94428	13.46408
ENSBTAG00000006073	0.0	0.0	0.0	0.0
ENSBTAG00000006080	43.91375	15.95288	9.731466	18.57504
ENSBTAG00000006082	25.63378	11.04748	6.391396	11.03378
ENSBTAG00000006084	60.55785	58.04441	55.12528	76.18754
ENSBTAG00000006085	16.66091	6.596478	6.099881	10.35162
ENSBTAG00000006087	14.31803	6.686182	4.751001	8.483665
ENSBTAG00000006088	8.007447	14.42866	15.96298	14.13836
ENSBTAG00000006089	6.100139	10.09283	8.948885	9.942858
ENSBTAG00000006099	24.92417	30.07046	22.09288	27.93392
ENSBTAG00000006104	84.65483	136.6536	144.6072	161.7307
ENSBTAG00000006140	7.643585	10.45181	11.5723	10.06179
ENSBTAG00000006142	5.269472	16.94897	16.58605	12.62983
ENSBTAG00000006158	1.87357	3.753853	2.466928	2.173555
ENSBTAG00000006179	0.0	0.0	0.0	0.0
ENSBTAG00000006187	9.868503	6.329079	3.899786	7.547552
ENSBTAG00000006209	4.578623	5.078155	4.901419	5.475438
ENSBTAG00000006244	67.00236	13.36416	18.54555	24.28645
ENSBTAG00000006245	19.94539	4.193122	5.627495	8.14564
ENSBTAG00000006246	2.886468	6.363571	16.71343	8.480351
ENSBTAG00000006247	25.93837	14.08868	12.06525	14.60355
ENSBTAG00000006268	4.090807	1.605183	2.807851	3.249191
ENSBTAG00000006270	367.8997	716.6855	806.4946	711.9244
ENSBTAG00000006277	8.994604	3.269525	2.927043	4.854149
ENSBTAG00000006278	0.0	0.05836	0.0	0.0
ENSBTAG00000006280	91.75739	61.37706	52.87284	85.5836
ENSBTAG00000006324	15.15591	11.77707	12.68026	17.21463
ENSBTAG00000006335	1.212929	0.621436	0.165702	0.638675
ENSBTAG00000006345	0.0	0.0	0.0	0.107288
ENSBTAG00000006347	4.284973	2.492225	2.364984	2.435858
ENSBTAG00000006353	19.7404	15.7972	13.09663	12.46872
ENSBTAG00000006359	0.359522	0.0	0.0	0.0
ENSBTAG00000006364	9.447126	3.735523	4.585187	5.40204
ENSBTAG00000006370	55.33957	34.74098	28.17312	43.10967
ENSBTAG00000006371	24.63209	11.53046	9.702569	13.35405
ENSBTAG00000006374	19.81343	8.07778	11.65268	13.42146
ENSBTAG00000006387	0.111357	0.136974	0.063635	0.046636
ENSBTAG00000006388	5.353881	13.57273	17.24671	23.02625
ENSBTAG00000006404	18.3638	11.82599	3.324708	6.980684
ENSBTAG00000006409	2.039931	2.816463	2.141132	1.839004
ENSBTAG00000006415	0.0	0.0	0.0	0.0
ENSBTAG00000006422	53.37787	21.3357	13.68984	26.91933
ENSBTAG00000006423	22.18705	28.62688	35.88111	27.95842
ENSBTAG00000006429	82.75171	43.38822	42.06945	66.64488
ENSBTAG00000006441	63.14983	173.7619	147.6249	134.5164
ENSBTAG00000006463	10.92043	11.23488	8.567229	10.29535
ENSBTAG00000006479	12.27121	12.58103	11.36322	9.185133
ENSBTAG00000006486	17.23306	6.090836	6.800451	10.94193
ENSBTAG00000006487	162.4746	61.20312	73.00002	112.9072
ENSBTAG00000006491	0.696167	2.948816	5.193755	3.644359
ENSBTAG00000006493	11.76868	7.33846	4.331508	9.592689
ENSBTAG00000006510	13.26385	17.72503	13.17033	13.21627
ENSBTAG00000006515	2.905478	0.917771	0.746738	1.713279
ENSBTAG00000006519	3.103439	1.487986	0.0	1.131922
ENSBTAG00000006529	3.55602	5.598054	7.271493	5.280753
ENSBTAG00000006550	354.465	559.9954	607.4728	474.277
ENSBTAG00000006563	0.270127	0.0	0.0	0.066526
ENSBTAG00000006569	8.377249	6.318619	4.287634	8.057228
ENSBTAG00000006573	24.16516	21.69564	16.06161	22.14852
ENSBTAG00000006581	20.12246	25.96846	21.97478	21.12648
ENSBTAG00000006606	1.787164	3.046417	1.359014	5.071218
ENSBTAG00000006607	35.06885	62.23134	74.41844	61.59269
ENSBTAG00000006610	0.628513	0.364186	0.22224	0.814825
ENSBTAG00000006612	24.33651	8.931434	8.71875	13.88085
ENSBTAG00000006613	22.92036	18.35994	11.31405	19.33994
ENSBTAG00000006624	0.091874	0.240431	0.438893	0.0
ENSBTAG00000006631	3.670441	1.057759	0.705805	0.910931
ENSBTAG00000006633	23.84055	9.967258	5.228356	11.0125
ENSBTAG00000006638	2.056561	1.061789	0.800854	1.372363
ENSBTAG00000006639	8.485449	16.00005	16.38001	12.27537
ENSBTAG00000006640	14.12686	28.72664	24.05261	18.58971
ENSBTAG00000006642	12.03403	14.29676	3.469843	17.50127
ENSBTAG00000006644	56.32011	67.08933	77.21499	55.3296
ENSBTAG00000006649	0.050684	0.0	0.22737	0.0
ENSBTAG00000006659	0.065333	0.090132	0.026632	0.613265
ENSBTAG00000006665	64.06941	59.58962	53.46369	60.51444
ENSBTAG00000006670	22.17466	8.20839	6.308208	9.280567
ENSBTAG00000006688	40.20815	14.38014	9.193418	20.31562
ENSBTAG00000006730	0.0	0.0	0.0	0.081061
ENSBTAG00000006752	3.320054	2.021617	1.414129	3.210481
ENSBTAG00000006760	0.0	0.0	0.0	0.0
ENSBTAG00000006767	5.915089	5.811982	6.451135	4.590598
ENSBTAG00000006770	0.754029	1.785558	2.025538	1.841636
ENSBTAG00000006776	11.62311	6.102258	4.924871	10.60179
ENSBTAG00000006777	3.574469	2.031289	1.576058	1.769825
ENSBTAG00000006816	6.971586	38.58897	41.86994	26.44589
ENSBTAG00000006821	5.472237	6.965959	16.5162	5.846251
ENSBTAG00000006831	1.185382	1.588901	2.658703	0.0
ENSBTAG00000006832	7.281779	5.958574	4.77266	8.262088
ENSBTAG00000006835	6.705381	17.39657	15.98011	21.83806
ENSBTAG00000006836	5.183326	12.99878	14.76832	11.98369
ENSBTAG00000006843	2.612444	12.08492	10.34018	6.972973
ENSBTAG00000006851	0.0	0.140241	0.566133	0.0
ENSBTAG00000006904	9.637803	4.11902	3.365587	6.155241
ENSBTAG00000006925	2.968609	5.641881	4.091942	4.431379
ENSBTAG00000006962	13.14321	10.87607	11.04771	9.520354
ENSBTAG00000006963	51.16395	13.54484	10.51389	17.54921
ENSBTAG00000006971	25.26387	10.3726	8.440723	9.692121
ENSBTAG00000006972	0.427395	0.471904	0.327994	0.343204
ENSBTAG00000006982	70.34316	42.4656	45.4636	56.93018
ENSBTAG00000006988	0.0	0.049297	0.0	0.0
ENSBTAG00000006998	1.176642	0.781655	0.394058	0.520499
ENSBTAG00000006999	3.839968	0.963015	0.510458	1.152643
ENSBTAG00000007007	10.48014	13.31315	14.34536	11.75922
ENSBTAG00000007013	2.720106	7.04146	6.201223	5.156557
ENSBTAG00000007015	15.02569	22.30023	27.04966	18.46996
ENSBTAG00000007036	182.0291	215.2872	206.6083	255.9264
ENSBTAG00000007066	3.985202	21.08217	22.30578	17.80797
ENSBTAG00000007077	2.254904	1.232506	1.0153	0.656569
ENSBTAG00000007080	23.41487	12.38526	9.543318	13.35487
ENSBTAG00000007093	5.506358	1.454761	0.679362	1.708375
ENSBTAG00000007104	52.48125	58.97904	44.67382	71.42882
ENSBTAG00000007107	11.56136	4.563449	3.537762	6.450515
ENSBTAG00000007110	9.361573	18.39979	15.02271	17.3742
ENSBTAG00000007112	3.112695	3.535478	4.226314	2.732694
ENSBTAG00000007121	20.50411	10.08419	10.3062	15.05366
ENSBTAG00000007125	7.130008	3.420399	2.16485	4.182939
ENSBTAG00000007137	40.62201	42.75788	30.67669	31.47647
ENSBTAG00000007139	64.48286	67.62295	69.04235	81.99165
ENSBTAG00000007158	53.06471	50.01662	42.08461	44.87156
ENSBTAG00000007160	10.86237	8.228685	6.461285	11.49792
ENSBTAG00000007181	5.719392	1.969881	2.400902	3.783242
ENSBTAG00000007189	4.74056	30.57834	28.40651	26.09344
ENSBTAG00000007190	1.581859	4.027164	3.719941	2.77016
ENSBTAG00000007196	26.122	21.84584	20.29738	34.18926
ENSBTAG00000007214	4.292397	6.164634	7.939481	4.402124
ENSBTAG00000007217	11.49241	3.411229	2.667917	4.182477
ENSBTAG00000007220	12.83224	3.683642	3.275234	5.764877
ENSBTAG00000007266	8.028847	9.936716	7.309341	6.689757
ENSBTAG00000007269	8.90634	14.02822	12.63517	10.63987
ENSBTAG00000007270	6.589595	19.2742	13.44834	8.297959
ENSBTAG00000007298	0.0	0.0	0.0	0.0
ENSBTAG00000007336	0.0	0.0	0.0	0.0
ENSBTAG00000007338	10.31456	3.150771	0.0	0.0
ENSBTAG00000007353	0.0	0.0	0.0	0.0
ENSBTAG00000007360	16.83748	13.00888	11.82667	16.25127
ENSBTAG00000007362	20.32993	6.319801	4.095712	8.001326
ENSBTAG00000007363	21.22903	29.05617	30.22024	26.54335
ENSBTAG00000007365	8.905535	3.115747	2.589256	3.599023
ENSBTAG00000007366	2.018435	0.896545	0.808963	1.301036
ENSBTAG00000007368	10.66401	2.792862	1.459637	2.65084
ENSBTAG00000007378	1.888484	4.134353	5.32783	5.241571
ENSBTAG00000007379	0.08686	0.0	0.0	0.0
ENSBTAG00000007386	1.975866	8.208632	8.48008	5.703717
ENSBTAG00000007387	7.706973	23.63954	17.904	15.80844
ENSBTAG00000007389	2.512377	1.17508	0.532761	0.0
ENSBTAG00000007390	41.0386	15.09012	12.62472	21.97891
ENSBTAG00000007394	25.70511	40.89999	53.48427	36.03192
ENSBTAG00000007399	30.19181	73.29362	80.27059	62.02603
ENSBTAG00000007492	0.668988	0.143768	0.0	0.072637
ENSBTAG00000007499	32.89782	69.45383	72.628	60.59016
ENSBTAG00000007502	80.19208	57.88329	40.88237	63.73688
ENSBTAG00000007503	0.049032	0.0	0.0	0.0
ENSBTAG00000007510	15.77156	7.396101	5.560764	6.355499
ENSBTAG00000007515	43.72321	35.0115	30.19994	26.64304
ENSBTAG00000007534	4.685194	24.11579	21.27308	15.3183
ENSBTAG00000007547	0.0	0.0	0.0	0.0
ENSBTAG00000007562	2.240757	4.545548	4.865819	3.510905
ENSBTAG00000007566	12.55265	26.16997	24.10774	28.2312
ENSBTAG00000007572	148.7399	55.8108	68.79507	84.24674
ENSBTAG00000007581	11.36842	8.556401	10.51533	10.75571
ENSBTAG00000007593	0.673302	0.0	0.0	0.0
ENSBTAG00000007595	1.925338	6.001792	5.604224	3.900286
ENSBTAG00000007609	16.4916	5.232797	4.591741	6.041935
ENSBTAG00000007611	1.671399	0.235817	0.295955	0.0
ENSBTAG00000007620	12.88813	5.942288	3.599494	5.688016
ENSBTAG00000007623	70.01425	40.45119	33.23118	51.62247
ENSBTAG00000007636	0.694163	0.921639	1.926729	0.523036
ENSBTAG00000007666	0.516364	0.880674	0.233875	0.333393
ENSBTAG00000007681	9.583887	34.74533	41.19994	28.81428
ENSBTAG00000007683	1.546747	5.293373	5.15399	3.670217
ENSBTAG00000007684	2.368587	7.930924	6.264443	6.21847
ENSBTAG00000007689	1.241541	2.326339	2.683984	3.684517
ENSBTAG00000007721	6.225902	34.47222	24.7617	18.89528
ENSBTAG00000007725	130.0309	132.4114	128.1054	148.2072
ENSBTAG00000007728	9.582968	3.416812	2.03922	5.612626
ENSBTAG00000007740	53.98408	4.811356	8.104385	7.882643
ENSBTAG00000007753	74.05924	20.2385	11.9937	24.68298
ENSBTAG00000007754	44.52785	10.23401	9.327837	17.4756
ENSBTAG00000007755	0.948961	0.376887	0.0	0.790405
ENSBTAG00000007756	16.57683	9.113785	5.824017	10.0641
ENSBTAG00000007757	9.069178	4.057148	2.388311	5.392481
ENSBTAG00000007759	20.42514	8.364361	5.982845	11.46522
ENSBTAG00000007763	27.47304	26.07534	23.45236	29.33845
ENSBTAG00000007779	1.951833	4.840916	5.811124	4.470047
ENSBTAG00000007784	13.26116	73.08064	76.09364	59.33155
ENSBTAG00000007785	0.269577	2.553475	2.366827	1.558944
ENSBTAG00000007807	14.3674	6.06691	6.000157	10.96571
ENSBTAG00000007829	6.807694	8.279939	6.532025	6.756028
ENSBTAG00000007838	12.89095	3.87256	1.117969	6.530981
ENSBTAG00000007844	38.79518	51.0135	54.57262	38.50185
ENSBTAG00000007860	0.0	0.0	0.014621	0.0
ENSBTAG00000007863	4.864699	15.79859	15.59987	11.51835
ENSBTAG00000007913	20.67349	56.21787	84.95624	41.78663
ENSBTAG00000007927	0.0	0.0	0.288435	0.0
ENSBTAG00000007931	0.0	0.215324	0.0	0.69123
ENSBTAG00000007933	10.05369	21.91212	29.32318	27.1204
ENSBTAG00000007969	0.0	0.0	0.0	0.0
ENSBTAG00000007994	0.869949	0.640782	0.645044	1.747638
ENSBTAG00000008003	23.78509	28.41615	23.54346	29.28187
ENSBTAG00000008024	9.476036	8.192045	3.584903	3.797542
ENSBTAG00000008033	12.82892	33.44875	33.88196	28.44334
ENSBTAG00000008053	3.179344	8.43919	10.87459	9.987712
ENSBTAG00000008061	21.36962	14.3138	14.46293	17.59081
ENSBTAG00000008072	23.00584	64.19391	58.30971	48.59768
ENSBTAG00000008075	31.22201	16.00933	17.25686	19.27147
ENSBTAG00000008077	9.605294	4.98138	3.381074	6.444308
ENSBTAG00000008084	6.108179	12.38959	13.13655	8.542626
ENSBTAG00000008090	29.40704	12.77537	11.41759	18.74057
ENSBTAG00000008110	34.60842	31.14851	21.05522	29.15513
ENSBTAG00000008112	2.161664	6.065245	7.229587	6.335798
ENSBTAG00000008113	0.253725	2.984221	1.758679	3.138047
ENSBTAG00000008115	8.208752	7.984546	7.273495	11.97044
ENSBTAG00000008116	42.99126	21.91359	17.41241	26.04831
ENSBTAG00000008118	6.188777	11.07978	9.971053	7.433999
ENSBTAG00000008120	15.56863	25.45922	22.35354	22.39425
ENSBTAG00000008122	16.18878	9.982553	13.58411	6.823832
ENSBTAG00000008127	0.0	0.0	0.077457	0.221647
ENSBTAG00000008129	80.08433	46.13201	41.85514	80.60856
ENSBTAG00000008131	11.63103	29.22161	36.62817	29.53175
ENSBTAG00000008133	7.290989	9.37929	7.502572	7.448713
ENSBTAG00000008135	26.79943	11.43199	14.46458	10.63934
ENSBTAG00000008138	0.0	0.0	0.0	0.0
ENSBTAG00000008144	0.0	0.233979	0.121562	0.267599
ENSBTAG00000008145	3.607157	0.709699	0.711371	1.186691
ENSBTAG00000008147	0.443225	0.076449	0.0	0.291928
ENSBTAG00000008182	5.780234	22.35264	19.08734	26.50898
ENSBTAG00000008218	66.27507	91.76369	85.04273	83.84438
ENSBTAG00000008219	6.04239	29.88191	26.62549	19.0853
ENSBTAG00000008220	3.964174	1.066981	2.773458	2.317676
ENSBTAG00000008243	0.431959	3.704689	4.22544	4.210136
ENSBTAG00000008250	6.033917	6.746562	5.341709	9.771297
ENSBTAG00000008289	21.33273	17.22917	15.93911	31.95002
ENSBTAG00000008296	55.89633	36.48683	32.94344	42.30606
ENSBTAG00000008331	0.322666	0.0	0.506505	0.432059
ENSBTAG00000008336	122.6672	72.39239	56.18539	89.17727
ENSBTAG00000008348	4.566671	3.675942	3.116926	6.237483
ENSBTAG00000008350	18.61454	10.20657	8.972005	12.83131
ENSBTAG00000008355	13.42942	2.535858	1.232401	2.460216
ENSBTAG00000008361	58.44297	66.92069	73.43337	57.45706
ENSBTAG00000008362	17.59698	5.795741	6.829583	13.14534
ENSBTAG00000008363	0.246404	0.169436	0.268778	0.540649
ENSBTAG00000008369	37.15703	31.39476	33.25423	33.89999
ENSBTAG00000008370	36.92335	31.00308	33.69441	33.2067
ENSBTAG00000008372	16.40482	23.11817	24.62269	21.20467
ENSBTAG00000008382	0.354828	1.219539	1.442872	1.593697
ENSBTAG00000008385	4.990659	3.965041	3.124907	5.801631
ENSBTAG00000008395	13.84182	4.461058	3.998639	6.86301
ENSBTAG00000008396	33.51257	20.09271	18.66444	26.54936
ENSBTAG00000008417	21.40623	46.64595	42.55859	29.95666
ENSBTAG00000008423	9.086549	7.361215	5.896969	7.753731
ENSBTAG00000008424	32.54205	19.56773	15.81937	24.97637
ENSBTAG00000008426	0.073267	0.0	0.512543	0.0
ENSBTAG00000008432	4.65604	6.061224	4.852655	7.92487
ENSBTAG00000008433	22.2156	9.880559	8.128765	8.627355
ENSBTAG00000008438	5.493342	16.77389	18.16117	12.71855
ENSBTAG00000008457	5.378779	21.06429	24.4394	16.88144
ENSBTAG00000008464	10.77113	5.664826	4.886259	8.573975
ENSBTAG00000008472	3.420118	4.267975	6.122385	5.6258
ENSBTAG00000008482	37.98963	76.32611	75.92659	72.74286
ENSBTAG00000008498	10.36009	14.11739	12.05749	11.88311
ENSBTAG00000008499	0.081267	0.0	0.0	0.0
ENSBTAG00000008507	3.243435	1.648832	1.243305	3.106219
ENSBTAG00000008511	0.0	0.0	0.0	0.0
ENSBTAG00000008537	6.635024	5.155034	5.08552	8.568313
ENSBTAG00000008538	0.194297	0.0	0.0	0.286626
ENSBTAG00000008543	24.29887	19.50774	24.92849	20.54636
ENSBTAG00000008544	5.411257	3.06038	2.240191	3.740341
ENSBTAG00000008546	0.0	0.0	0.0	0.0
ENSBTAG00000008552	11.62172	4.133798	2.407193	4.391609
ENSBTAG00000008577	8.513628	43.51664	55.82198	36.32194
