ENSEMBL gene ID	E4_Brainlobe1	E4_Brainlobe2	E4_Brainlobe3
ENSBTAG00000005136	6.994729	9.182931	10.74985
ENSBTAG00000005145	4.979934	7.816088	9.545329
ENSBTAG00000005151	0.995857	1.417299	1.903461
ENSBTAG00000005152	1.049584	0.0	1.224608
ENSBTAG00000005156	2.660473	5.479475	6.44462
ENSBTAG00000005163	57.58217	139.5515	98.80888
ENSBTAG00000005170	0.0	0.0	0.0
ENSBTAG00000005174	4.293896	2.566952	4.075116
ENSBTAG00000005178	0.12519	0.0	0.970239
ENSBTAG00000005183	1.777554	2.775273	2.275607
ENSBTAG00000005189	0.61901	0.382787	0.803414
ENSBTAG00000005196	3.193326	3.107294	2.514771
ENSBTAG00000005285	81.62915	98.74778	93.42271
ENSBTAG00000005289	7.448539	6.281862	7.17123
ENSBTAG00000005293	0.216425	0.116938	0.0
ENSBTAG00000005338	4.338263	5.524542	3.292943
ENSBTAG00000005347	14.98272	17.64039	16.64587
ENSBTAG00000005363	0.079029	0.303613	0.105819
ENSBTAG00000005364	5.800819	4.446328	3.112415
ENSBTAG00000005367	1.333621	0.71612	1.17298
ENSBTAG00000005416	11.99168	15.03605	13.25513
ENSBTAG00000005426	35.47324	27.59421	34.00667
ENSBTAG00000005427	5.132578	3.038502	4.996056
ENSBTAG00000005442	0.0	0.323457	0.183744
ENSBTAG00000005443	26.97471	26.06334	26.92519
ENSBTAG00000005445	1.874389	2.64803	2.622317
ENSBTAG00000005464	7.899709	5.631109	6.871898
ENSBTAG00000005465	10.21127	7.98264	9.075177
ENSBTAG00000005469	24.76072	18.20252	22.98892
ENSBTAG00000005470	3.763599	2.460209	2.268798
ENSBTAG00000005492	83.67587	74.11365	80.85511
ENSBTAG00000005501	2.62208	4.33033	5.113977
ENSBTAG00000005503	7.439124	6.946262	6.432465
ENSBTAG00000005534	1.659953	0.65128	0.348706
ENSBTAG00000005557	6.383107	4.525303	4.665373
ENSBTAG00000005565	3.821994	2.584267	3.618124
ENSBTAG00000005570	0.0	0.0	0.0
ENSBTAG00000005571	11.561	13.31103	15.22104
ENSBTAG00000005573	53.51922	38.57268	43.17477
ENSBTAG00000005574	478.5779	487.3091	480.2785
ENSBTAG00000005614	6.523446	6.942417	10.57857
ENSBTAG00000005617	2.404056	0.775471	1.50076
ENSBTAG00000005652	1.114213	0.519187	0.668538
ENSBTAG00000005654	134.846	116.2215	84.65673
ENSBTAG00000005657	99.1279	68.80299	66.30994
ENSBTAG00000005663	39.6238	51.38617	48.79294
ENSBTAG00000005681	14.96235	13.48352	15.83338
ENSBTAG00000005685	0.0	0.0	0.324656
ENSBTAG00000005688	19.8912	10.81963	11.29662
ENSBTAG00000005696	0.291769	0.159523	0.392307
ENSBTAG00000005728	0.0	0.0	0.0
ENSBTAG00000005732	18.51704	15.82721	19.27307
ENSBTAG00000005761	6.684344	6.003429	6.716012
ENSBTAG00000005763	10.55117	7.474199	8.69907
ENSBTAG00000005765	17.64057	21.18121	22.33404
ENSBTAG00000005766	0.665603	0.067429	0.136019
ENSBTAG00000005785	12.91045	9.536252	10.93078
ENSBTAG00000005814	0.623596	0.080012	0.120463
ENSBTAG00000005815	2.542668	1.662649	2.180885
ENSBTAG00000005826	3.023204	5.388539	4.399776
ENSBTAG00000005827	2.207319	2.042837	2.443377
ENSBTAG00000005843	13.99841	15.95794	10.51057
ENSBTAG00000005893	17.5164	17.7137	16.65474
ENSBTAG00000005898	7.249222	5.070021	6.344935
ENSBTAG00000005904	107.1658	110.6373	114.5855
ENSBTAG00000005905	12.3021	14.24396	14.87381
ENSBTAG00000005907	33.36595	34.76215	35.76693
ENSBTAG00000005937	0.600428	0.465367	0.415816
ENSBTAG00000005958	13.44757	15.76923	15.19432
ENSBTAG00000005964	3.505912	3.390297	2.816083
ENSBTAG00000005998	24.90081	25.72597	28.40236
ENSBTAG00000005999	10.72187	7.283353	7.566578
ENSBTAG00000006001	0.0	0.0	0.0
ENSBTAG00000006002	4.921479	3.957293	5.286719
ENSBTAG00000006003	4.430737	3.920003	4.111951
ENSBTAG00000006008	20.43599	16.78112	20.49146
ENSBTAG00000006025	3.606036	2.619907	2.764413
ENSBTAG00000006027	10.0872	8.191604	9.969452
ENSBTAG00000006048	0.679689	0.188414	0.407037
ENSBTAG00000006050	11.18308	10.18674	8.819888
ENSBTAG00000006059	23.32909	20.53233	27.35694
ENSBTAG00000006060	0.0	0.0	0.0
ENSBTAG00000006064	0.117859	0.172574	0.0
ENSBTAG00000006065	14.83158	13.36324	13.19967
ENSBTAG00000006066	73.36163	88.32248	92.67852
ENSBTAG00000006067	1.703813	1.578894	1.660689
ENSBTAG00000006068	3.069064	1.53001	2.389971
ENSBTAG00000006069	1.943825	1.698589	2.133772
ENSBTAG00000006070	8.564839	7.436741	7.597608
ENSBTAG00000006072	11.28609	12.14732	16.61236
ENSBTAG00000006073	0.0	0.11428	0.0
ENSBTAG00000006080	10.14758	7.397353	6.801766
ENSBTAG00000006082	10.59953	7.280293	7.998104
ENSBTAG00000006084	95.585	80.82763	90.2593
ENSBTAG00000006085	8.718572	9.018776	9.528284
ENSBTAG00000006087	5.393533	3.487938	5.107173
ENSBTAG00000006088	14.6426	16.5787	15.83089
ENSBTAG00000006089	5.872187	5.558895	6.332596
ENSBTAG00000006099	26.34854	22.69893	26.13527
ENSBTAG00000006104	125.0861	133.4417	127.0428
ENSBTAG00000006140	6.061061	7.28954	7.255878
ENSBTAG00000006142	10.70479	13.62954	14.26004
ENSBTAG00000006158	1.531003	1.965652	2.659356
ENSBTAG00000006179	0.0	0.0	0.0
ENSBTAG00000006187	2.696779	2.063929	2.065686
ENSBTAG00000006209	7.561566	5.844848	6.93789
ENSBTAG00000006244	24.6144	20.21103	17.68836
ENSBTAG00000006245	16.68459	12.7748	12.9794
ENSBTAG00000006246	6.026631	15.10863	10.27965
ENSBTAG00000006247	10.92497	11.00564	8.939548
ENSBTAG00000006268	2.70923	1.671002	2.033082
ENSBTAG00000006270	849.64	967.7595	916.0891
ENSBTAG00000006277	3.943302	1.94287	3.182405
ENSBTAG00000006278	0.0	0.0	0.0
ENSBTAG00000006280	36.3017	25.42716	27.01818
ENSBTAG00000006324	14.62567	12.34991	11.85333
ENSBTAG00000006335	1.156578	0.836584	0.817987
ENSBTAG00000006345	0.0	0.0	0.0
ENSBTAG00000006347	1.159193	1.454746	1.66649
ENSBTAG00000006353	14.91391	14.69306	15.26711
ENSBTAG00000006359	0.053783	0.0	0.0
ENSBTAG00000006364	5.255349	7.546562	7.375726
ENSBTAG00000006370	13.09647	24.46904	30.6491
ENSBTAG00000006371	9.904439	7.525409	8.823828
ENSBTAG00000006374	20.09029	21.04057	16.52302
ENSBTAG00000006387	0.12764	0.0	0.154877
ENSBTAG00000006388	6.87249	13.34175	14.31023
ENSBTAG00000006404	1.535548	1.157038	0.618224
ENSBTAG00000006409	4.397202	3.780788	3.700804
ENSBTAG00000006415	0.0	0.0	0.0
ENSBTAG00000006422	17.19105	11.17192	13.12698
ENSBTAG00000006423	19.73474	23.93783	20.29427
ENSBTAG00000006429	49.12594	36.45806	41.22748
ENSBTAG00000006441	141.5039	116.7249	107.2873
ENSBTAG00000006463	8.890801	5.903151	8.210606
ENSBTAG00000006479	6.200678	2.942374	4.298528
ENSBTAG00000006486	7.663671	6.097092	7.476666
ENSBTAG00000006487	80.46915	53.12252	48.0122
ENSBTAG00000006491	3.490985	4.018169	4.924215
ENSBTAG00000006493	11.22296	8.597814	7.879063
ENSBTAG00000006510	15.81712	14.42585	17.05994
ENSBTAG00000006515	0.733973	0.306866	0.717836
ENSBTAG00000006519	1.663356	0.596665	0.711743
ENSBTAG00000006529	2.50666	3.480879	3.074444
ENSBTAG00000006550	269.2372	276.4074	240.5739
ENSBTAG00000006563	0.127227	0.0	0.093891
ENSBTAG00000006569	7.353219	4.7449	10.98147
ENSBTAG00000006573	8.457567	5.854043	7.507878
ENSBTAG00000006581	10.2732	10.97326	11.59821
ENSBTAG00000006606	0.633978	1.336462	1.741037
ENSBTAG00000006607	62.63866	67.22937	75.37826
ENSBTAG00000006610	0.551123	0.41011	0.25494
ENSBTAG00000006612	13.40392	10.02572	11.40632
ENSBTAG00000006613	13.16144	10.54431	13.35979
ENSBTAG00000006624	0.464808	0.3732	0.531933
ENSBTAG00000006631	0.559459	0.393918	0.240364
ENSBTAG00000006633	8.400832	6.401348	7.525336
ENSBTAG00000006638	1.509912	1.228729	0.924875
ENSBTAG00000006639	11.99266	10.25526	10.79295
ENSBTAG00000006640	13.21678	9.948277	12.65391
ENSBTAG00000006642	10.55291	0.0	0.0
ENSBTAG00000006644	64.22665	83.43825	71.31359
ENSBTAG00000006649	0.420569	0.381626	0.0
ENSBTAG00000006659	0.059383	0.410791	0.407387
ENSBTAG00000006665	62.15939	62.74994	62.06217
ENSBTAG00000006670	10.06197	5.330187	0.432417
ENSBTAG00000006688	9.880172	5.494763	7.097114
ENSBTAG00000006730	0.0	0.0	0.0
ENSBTAG00000006752	0.936205	0.822728	1.060297
ENSBTAG00000006760	2.887381	1.273813	1.374062
ENSBTAG00000006767	7.488968	10.62465	11.65342
ENSBTAG00000006770	0.834988	1.212825	1.399106
ENSBTAG00000006776	12.32096	9.658943	13.13104
ENSBTAG00000006777	1.91288	1.254923	1.718823
ENSBTAG00000006816	51.62	51.16109	40.78333
ENSBTAG00000006821	5.032522	2.463443	2.660111
ENSBTAG00000006831	1.23195	3.080193	1.678918
ENSBTAG00000006832	6.462641	4.610211	6.220733
ENSBTAG00000006835	19.90938	13.89791	2.832036
ENSBTAG00000006836	15.77773	17.7342	18.55067
ENSBTAG00000006843	9.700919	10.12104	9.776188
ENSBTAG00000006851	0.0	0.189367	0.0
ENSBTAG00000006904	6.750968	2.713267	3.533056
ENSBTAG00000006925	3.975293	4.407441	4.052997
ENSBTAG00000006962	13.69935	11.43235	10.90989
ENSBTAG00000006963	16.53149	8.901472	15.56498
ENSBTAG00000006971	12.34399	9.282351	9.067077
ENSBTAG00000006972	0.074973	0.0	0.102705
ENSBTAG00000006982	60.13609	61.40586	58.57448
ENSBTAG00000006988	0.0	0.0	0.0
ENSBTAG00000006998	0.371328	0.20626	0.349939
ENSBTAG00000006999	0.333702	0.252807	0.22482
ENSBTAG00000007007	15.78721	9.873932	10.61814
ENSBTAG00000007013	3.716215	4.863278	4.96336
ENSBTAG00000007015	37.90595	36.16658	28.68807
ENSBTAG00000007036	325.3027	311.7919	375.4338
ENSBTAG00000007066	21.27076	18.71063	19.56608
ENSBTAG00000007077	1.051501	0.307561	0.901993
ENSBTAG00000007080	8.783727	6.389944	9.141221
ENSBTAG00000007093	0.817064	0.389356	0.92856
ENSBTAG00000007104	58.751	59.6121	68.21224
ENSBTAG00000007107	3.714805	1.931541	2.062275
ENSBTAG00000007110	10.10797	8.411504	9.637926
ENSBTAG00000007112	1.915696	1.828126	2.082413
ENSBTAG00000007121	3.407104	5.203903	5.179257
ENSBTAG00000007125	3.564224	2.161098	1.939183
ENSBTAG00000007137	34.27394	28.79905	30.82953
ENSBTAG00000007139	152.9582	158.3708	155.6259
ENSBTAG00000007158	32.43806	29.41202	27.48887
ENSBTAG00000007160	8.984484	4.734969	7.616087
ENSBTAG00000007181	2.658671	1.911097	3.697905
ENSBTAG00000007189	24.13607	24.18226	22.31163
ENSBTAG00000007190	2.268657	2.496998	3.023326
ENSBTAG00000007196	55.2433	35.43853	41.907
ENSBTAG00000007214	12.18467	15.61961	14.69615
ENSBTAG00000007217	3.355202	2.190402	3.152587
ENSBTAG00000007220	5.960093	3.306625	4.398267
ENSBTAG00000007266	7.699408	4.83177	4.752748
ENSBTAG00000007269	12.13503	12.43424	11.57205
ENSBTAG00000007270	10.26465	9.66432	12.88702
ENSBTAG00000007298	0.0	0.0	0.0
ENSBTAG00000007336	0.0	0.0	0.0
ENSBTAG00000007338	3.476033	2.710201	2.727027
ENSBTAG00000007353	0.0	0.0	0.078528
ENSBTAG00000007360	18.33426	18.42398	20.07296
ENSBTAG00000007362	4.451964	3.09707	3.430386
ENSBTAG00000007363	28.12703	31.33688	21.43211
ENSBTAG00000007365	4.168853	3.123715	3.552951
ENSBTAG00000007366	0.688623	0.263117	0.632409
ENSBTAG00000007368	1.757971	0.951576	0.862921
ENSBTAG00000007378	5.515779	5.835526	6.665875
ENSBTAG00000007379	0.397789	0.311674	0.494081
ENSBTAG00000007386	5.369123	7.278717	6.259402
ENSBTAG00000007387	18.38738	19.9613	20.54647
ENSBTAG00000007389	1.233413	0.60328	0.67326
ENSBTAG00000007390	26.77512	23.68466	25.95159
ENSBTAG00000007394	38.84302	40.33159	39.8592
ENSBTAG00000007399	86.13017	77.15439	77.60194
ENSBTAG00000007492	0.723201	0.367678	0.331921
ENSBTAG00000007499	81.04259	87.84325	95.13278
ENSBTAG00000007502	39.68299	36.23626	41.8816
ENSBTAG00000007503	0.047622	0.027384	0.0
ENSBTAG00000007510	11.63641	9.164098	6.027821
ENSBTAG00000007515	38.5379	30.64813	29.39318
ENSBTAG00000007534	19.52274	25.86725	22.31619
ENSBTAG00000007547	0.0	0.0	0.0
ENSBTAG00000007562	3.005247	2.886524	4.225363
ENSBTAG00000007566	14.23835	20.66823	24.74096
ENSBTAG00000007572	89.74146	82.35448	67.26447
ENSBTAG00000007581	15.9354	12.71294	13.38768
ENSBTAG00000007593	0.0	0.0	1.193494
ENSBTAG00000007595	2.709951	5.635054	6.236814
ENSBTAG00000007609	5.041386	3.117449	3.264336
ENSBTAG00000007611	1.359523	1.343745	1.585253
ENSBTAG00000007620	4.767266	2.695913	3.116295
ENSBTAG00000007623	25.9968	19.84566	20.12677
ENSBTAG00000007636	1.305504	1.680975	2.249576
ENSBTAG00000007666	0.169978	0.20733	0.144787
ENSBTAG00000007681	30.6194	44.91357	39.48179
ENSBTAG00000007683	3.727077	4.044907	4.074082
ENSBTAG00000007684	8.140104	6.772779	8.522377
ENSBTAG00000007689	1.489908	1.092036	1.859887
ENSBTAG00000007721	32.4819	29.0305	35.02099
ENSBTAG00000007725	168.2174	162.9077	175.0004
ENSBTAG00000007728	4.049993	4.408466	2.39611
ENSBTAG00000007740	4.223899	3.259731	4.115087
ENSBTAG00000007753	13.34041	9.910656	12.86815
ENSBTAG00000007754	26.55456	0.0	12.94573
ENSBTAG00000007755	0.288885	0.181655	0.289072
ENSBTAG00000007756	4.78207	4.255473	3.626344
ENSBTAG00000007757	4.470588	1.847221	3.055512
ENSBTAG00000007759	10.574	7.370913	7.620491
ENSBTAG00000007763	36.05819	34.92034	41.30245
ENSBTAG00000007779	2.234549	3.807391	3.632097
ENSBTAG00000007784	59.62297	65.96909	69.23295
ENSBTAG00000007785	1.412817	1.799248	1.649743
ENSBTAG00000007807	12.94227	9.216782	10.32601
ENSBTAG00000007829	3.362705	2.667168	2.300349
ENSBTAG00000007838	6.50679	3.25078	3.753294
ENSBTAG00000007844	75.12085	89.5475	82.50963
ENSBTAG00000007860	0.0	0.0	0.0
ENSBTAG00000007863	11.37946	6.423205	10.84447
ENSBTAG00000007913	63.65485	63.23739	51.04825
ENSBTAG00000007927	0.106613	0.333001	0.0
ENSBTAG00000007931	0.194354	0.0	0.135288
ENSBTAG00000007933	10.8911	13.97166	12.59481
ENSBTAG00000007969	0.0	0.0	0.0
ENSBTAG00000007994	2.708934	1.195601	3.065184
ENSBTAG00000008003	21.84702	15.03262	17.40964
ENSBTAG00000008024	4.42155	4.002645	3.244114
ENSBTAG00000008033	30.1951	26.83462	32.2511
ENSBTAG00000008053	5.267658	4.41548	5.755675
ENSBTAG00000008061	32.15538	26.87019	25.05324
ENSBTAG00000008072	55.36446	54.70146	51.52351
ENSBTAG00000008075	19.16916	20.75812	17.76669
ENSBTAG00000008077	3.387712	3.229049	3.393839
ENSBTAG00000008084	8.932975	10.5965	9.292401
ENSBTAG00000008090	5.943934	4.921721	5.240394
ENSBTAG00000008110	31.43031	32.26616	22.61207
ENSBTAG00000008112	3.078928	3.805255	4.908316
ENSBTAG00000008113	1.009887	1.538069	1.46355
ENSBTAG00000008115	8.413394	6.664937	6.998887
ENSBTAG00000008116	22.5246	14.65347	17.97372
ENSBTAG00000008118	9.631882	9.044039	8.833564
ENSBTAG00000008120	24.98675	25.13112	26.63063
ENSBTAG00000008122	15.60585	12.33489	16.60551
ENSBTAG00000008127	0.0	0.0	0.0
ENSBTAG00000008129	27.91457	56.45306	55.9866
ENSBTAG00000008131	29.31352	26.39639	30.68279
ENSBTAG00000008133	5.991512	4.255779	6.015175
ENSBTAG00000008135	9.248078	9.079771	9.84211
ENSBTAG00000008138	0.0	0.0	0.0
ENSBTAG00000008144	0.201205	0.0	0.0
ENSBTAG00000008145	1.118457	1.365777	0.974995
ENSBTAG00000008147	0.14271	0.065659	0.271916
ENSBTAG00000008182	4.795375	6.152982	7.431486
ENSBTAG00000008218	130.2155	91.50431	92.7808
ENSBTAG00000008219	15.96641	17.41736	15.01485
ENSBTAG00000008220	2.084164	3.890898	3.889869
ENSBTAG00000008243	1.391293	1.577014	1.994587
ENSBTAG00000008250	8.034339	6.764913	7.415546
ENSBTAG00000008289	12.42149	11.88708	16.30754
ENSBTAG00000008296	18.17665	18.07153	21.84073
ENSBTAG00000008331	1.162026	0.0	0.0
ENSBTAG00000008336	114.6085	85.17375	90.12937
ENSBTAG00000008348	4.12855	3.423084	3.645237
ENSBTAG00000008350	13.20591	11.98965	11.73216
ENSBTAG00000008355	2.075502	0.665488	0.863275
ENSBTAG00000008361	68.23775	60.09417	67.03642
ENSBTAG00000008362	6.582635	5.270301	4.352319
ENSBTAG00000008363	0.265661	0.362059	0.34916
ENSBTAG00000008369	25.27242	17.07572	30.02461
ENSBTAG00000008370	26.57713	27.09073	29.07752
ENSBTAG00000008372	27.05996	29.68193	28.22206
ENSBTAG00000008382	0.788339	1.071555	1.86869
ENSBTAG00000008385	3.619777	3.160116	3.11571
ENSBTAG00000008395	2.611789	1.78083	1.97758
ENSBTAG00000008396	17.09802	13.7853	12.17111
ENSBTAG00000008417	45.93887	62.80605	66.8836
ENSBTAG00000008423	11.65789	8.784948	9.963441
ENSBTAG00000008424	89.50368	69.93077	82.94995
ENSBTAG00000008426	0.0	0.0	0.0
ENSBTAG00000008432	3.887426	3.287382	4.392508
ENSBTAG00000008433	9.418801	7.437649	9.094537
ENSBTAG00000008438	12.30291	13.30041	13.19882
ENSBTAG00000008457	21.3319	21.83713	25.00878
ENSBTAG00000008464	4.431575	1.947423	3.079591
ENSBTAG00000008472	4.683827	3.400248	5.578237
ENSBTAG00000008482	52.4311	58.55777	63.98181
ENSBTAG00000008498	9.463003	8.892719	8.729104
ENSBTAG00000008499	0.12414	0.0	0.057599
ENSBTAG00000008507	2.421497	1.518811	1.604344
ENSBTAG00000008511	0.0	0.0	0.0
ENSBTAG00000008537	9.644311	7.542299	8.414248
ENSBTAG00000008538	0.0	0.0	0.0
ENSBTAG00000008543	19.62572	23.20958	20.93448
ENSBTAG00000008544	9.300052	6.248653	6.761084
ENSBTAG00000008546	0.0	0.0	0.0
ENSBTAG00000008552	1.805547	2.036141	1.539932
ENSBTAG00000008577	44.45725	49.08361	51.43734
ENSBTAG00000008590	13.62643	6.221385	9.169453
ENSBTAG00000008621	64.40221	61.19288	67.65929
ENSBTAG00000008638	2.475541	1.317537	2.644083
ENSBTAG00000008664	13.04828	11.4223	12.34473
ENSBTAG00000008674	35.0786	30.4733	41.41031
ENSBTAG00000008693	0.312471	0.120741	0.0
ENSBTAG00000008703	1.543109	2.036472	4.663331
ENSBTAG00000008716	64.97762	75.12675	76.14752
ENSBTAG00000008732	2.627074	2.871119	3.205424
ENSBTAG00000008734	0.789175	0.445431	0.337291
ENSBTAG00000008737	33.92961	43.81396	45.63632
ENSBTAG00000008744	28.74528	22.26984	19.71888
ENSBTAG00000008747	8.170369	7.253338	7.640483
ENSBTAG00000008752	0.0	1.209496	0.0
ENSBTAG00000008755	36.37053	34.01604	36.88433
ENSBTAG00000008765	11.17777	11.20558	10.883
ENSBTAG00000008771	7.925375	13.51539	13.1199
ENSBTAG00000008798	0.0	0.0	0.0
ENSBTAG00000008801	3.248197	2.28321	2.371927
ENSBTAG00000008808	7.26321	11.10378	4.356331
ENSBTAG00000008815	5.859873	9.927056	11.15119
ENSBTAG00000008825	14.67536	12.58985	12.14609
ENSBTAG00000008826	3.692462	5.773025	5.404526
ENSBTAG00000008841	2.511303	1.179963	1.84799
ENSBTAG00000008854	0.691481	0.816516	0.795189
ENSBTAG00000008863	22.91436	20.85751	21.12679
ENSBTAG00000008866	0.482007	1.083701	0.564478
ENSBTAG00000008880	1.858788	1.397059	2.409507
ENSBTAG00000008883	26.43445	16.36669	20.65177
ENSBTAG00000008895	14.95638	15.42833	15.97382
ENSBTAG00000008896	23.29225	24.67585	26.96168
ENSBTAG00000008906	0.199646	0.737497	0.649177
ENSBTAG00000008921	0.588427	0.925116	1.042802
ENSBTAG00000008925	1.983754	2.084083	1.810252
ENSBTAG00000008926	8.101526	8.678794	9.996129
ENSBTAG00000008940	75.60139	72.91196	88.25314
ENSBTAG00000008947	0.707404	0.706143	1.019801
ENSBTAG00000008958	1.084823	1.095961	1.187206
ENSBTAG00000008962	14.57496	14.06595	13.19376
ENSBTAG00000008978	91.41112	97.83002	109.775
ENSBTAG00000008987	25.3098	30.35159	31.6111
ENSBTAG00000008991	8.200206	6.01156	7.813895
ENSBTAG00000008994	0.0	0.0	0.204286
ENSBTAG00000008997	1.747894	1.768901	1.658297
ENSBTAG00000009019	2.281141	2.729108	3.201004
ENSBTAG00000009023	4.102235	6.210143	4.665973
ENSBTAG00000009029	5.524715	4.062773	4.759183
ENSBTAG00000009036	7.250971	7.231917	7.193713
ENSBTAG00000009049	5.938714	4.150288	5.202536
ENSBTAG00000009051	0.460712	0.498251	0.258522
ENSBTAG00000009075	7.408036	5.80069	5.533734
ENSBTAG00000009077	3.915216	2.285006	2.566854
ENSBTAG00000009080	0.040141	0.0	0.0
ENSBTAG00000009084	9.67834	10.11176	12.58169
ENSBTAG00000009085	123.931	130.1791	131.3072
ENSBTAG00000009109	24.81436	30.96264	31.124
ENSBTAG00000009125	0.071224	0.0	0.128376
ENSBTAG00000009145	3.167146	2.535345	2.823966
ENSBTAG00000009154	9.669769	6.669422	11.6897
ENSBTAG00000009163	8.706378	5.813581	4.993935
ENSBTAG00000009165	0.690304	0.370101	0.257548
ENSBTAG00000009176	4.437758	4.598027	4.828592
ENSBTAG00000009178	0.0	0.0	0.0
ENSBTAG00000009213	18.23994	20.64677	20.41241
ENSBTAG00000009215	1.50778	1.508079	2.536121
ENSBTAG00000009218	40.38667	28.9514	28.04776
ENSBTAG00000009231	32.81813	33.35393	36.70193
ENSBTAG00000009235	0.54207	0.723678	0.623344
ENSBTAG00000009256	0.638071	0.726772	0.808861
ENSBTAG00000009257	0.096504	0.540356	0.070609
ENSBTAG00000009263	12.21694	20.9006	21.00658
ENSBTAG00000009271	56.04488	63.17209	69.953
ENSBTAG00000009291	0.186946	0.215785	0.073401
ENSBTAG00000009294	1.020926	0.99489	0.907396
ENSBTAG00000009298	3.845975	3.281863	3.565561
ENSBTAG00000009299	27.07663	28.29603	31.41594
ENSBTAG00000009306	0.111368	0.119071	0.0
ENSBTAG00000009307	39.84609	33.10043	26.94441
ENSBTAG00000009310	17.23746	15.43835	16.48851
ENSBTAG00000009314	0.084213	0.044124	0.092555
ENSBTAG00000009374	2.341575	1.491694	1.859531
ENSBTAG00000009381	2.260017	2.246985	1.570312
ENSBTAG00000009394	2.104696	1.367231	2.169928
ENSBTAG00000009415	5.439807	3.946633	4.986479
ENSBTAG00000009416	1.779112	1.458024	2.347834
ENSBTAG00000009419	0.0	0.0	0.0
ENSBTAG00000009423	0.234271	0.196468	0.148639
ENSBTAG00000009428	2.591645	4.327192	4.429335
ENSBTAG00000009433	0.564211	0.0	0.630713
ENSBTAG00000009434	81.2075	42.11918	42.91118
ENSBTAG00000009436	3.801906	3.656612	3.735547
ENSBTAG00000009438	6.312141	10.95974	14.7755
ENSBTAG00000009471	0.466614	0.521873	0.651848
ENSBTAG00000009478	1.408247	0.559492	1.067315
ENSBTAG00000009479	42.39311	49.2016	37.08347
ENSBTAG00000009500	3.540477	3.190732	3.940151
ENSBTAG00000009502	23.56243	21.09248	24.89335
ENSBTAG00000009506	9.92198	8.936774	7.573851
ENSBTAG00000009507	1.407523	1.466976	2.166091
ENSBTAG00000009509	26.05899	21.78044	17.16536
ENSBTAG00000009514	9.413524	8.451375	9.02029
ENSBTAG00000009516	12.82939	12.16696	13.79682
ENSBTAG00000009517	130.0679	141.6962	81.10703
ENSBTAG00000009519	5.715117	8.859388	8.127284
ENSBTAG00000009526	65.9701	72.68183	57.36075
ENSBTAG00000009562	6.919074	6.661629	5.406145
ENSBTAG00000009580	73.64986	57.18769	52.4374
ENSBTAG00000009581	0.150655	0.19267	0.361182
ENSBTAG00000009603	90.17686	71.56707	79.70689
ENSBTAG00000009607	0.0	0.065614	0.0
ENSBTAG00000009615	5.232219	5.821302	5.106129
ENSBTAG00000009617	95.98572	72.00848	75.70564
ENSBTAG00000009620	0.431083	0.228049	0.490113
ENSBTAG00000009624	2.726816	2.193328	1.559182
ENSBTAG00000009636	27.65829	18.98389	24.419
ENSBTAG00000009638	4.458632	3.80643	4.132797
ENSBTAG00000009641	3.692873	3.04016	3.871947
ENSBTAG00000009643	4.432094	6.492562	7.072312
ENSBTAG00000009661	6.707956	5.97465	5.288072
ENSBTAG00000009676	9.767328	8.00253	11.72718
ENSBTAG00000009680	48.00599	41.17762	42.94478
ENSBTAG00000009681	6.899188	7.19225	7.357681
ENSBTAG00000009682	2.779827	4.786833	3.929725
ENSBTAG00000009689	12.72472	17.90761	11.52496
ENSBTAG00000009704	0.460287	0.321344	0.146309
ENSBTAG00000009714	11.5036	7.760808	8.613873
ENSBTAG00000009732	12.09855	11.10167	12.12863
ENSBTAG00000009737	2.221772	2.269655	2.192639
ENSBTAG00000009738	4.48472	3.337564	3.133258
ENSBTAG00000009743	13.69435	16.80204	15.45344
ENSBTAG00000009750	0.0	0.0	0.0
ENSBTAG00000009755	3.845872	3.138245	4.510691
ENSBTAG00000009806	5.756506	5.446511	6.036219
ENSBTAG00000009811	2.558075	1.214392	0.327014
ENSBTAG00000009819	0.0	0.0	0.0
ENSBTAG00000009823	15.01902	16.73171	17.95614
ENSBTAG00000009836	89.19096	77.06267	85.90192
ENSBTAG00000009856	10.97189	5.434596	4.457927
ENSBTAG00000009872	10.02409	5.094473	7.34563
ENSBTAG00000009874	2.998207	2.269962	2.273747
ENSBTAG00000009881	4.6361	5.098871	4.807925
ENSBTAG00000009886	4.809938	5.609374	7.018904
ENSBTAG00000009887	75.20486	54.95603	59.51453
ENSBTAG00000009888	9.771886	13.94597	12.98002
ENSBTAG00000009897	2.496267	3.5784	2.962034
ENSBTAG00000009916	46.8592	38.93485	40.66662
ENSBTAG00000009918	2.275146	2.18043	2.608598
ENSBTAG00000009923	60.00051	56.32915	64.7933
ENSBTAG00000009933	2.595343	3.98576	3.667677
ENSBTAG00000009948	1.102228	1.319831	1.595714
ENSBTAG00000009963	4.446272	1.840246	3.196255
ENSBTAG00000009972	2.045545	0.576645	1.169353
ENSBTAG00000009982	35.95249	22.74172	23.14241
ENSBTAG00000010006	17.37879	21.26625	20.88276
ENSBTAG00000010009	51.34199	52.70986	51.69534
ENSBTAG00000010027	1.159578	1.369082	1.852242
ENSBTAG00000010036	9.047152	5.651896	6.30021
ENSBTAG00000010083	42.69555	45.32443	43.80759
ENSBTAG00000010126	4.162817	2.090676	3.255131
ENSBTAG00000010130	4.205375	3.179682	3.998545
ENSBTAG00000010136	52.94133	50.88491	55.2272
ENSBTAG00000010192	14.69089	16.26706	16.6496
