ENSEMBL gene ID	E1_HEAR3770	E1_HEAR3773	E1_HEAR3842	E1_HEAR3886	E4_Heart1	E4_Heart2	E4_Heart3
ENSBTAG00000006665	79.95892	84.78226	88.68755	81.16488	24.17169	20.86682	33.27444
ENSBTAG00000006670	70.7427	77.6853	71.08406	63.72364	3.073585	1.344727	2.866564
ENSBTAG00000006688	4.03582	6.111921	2.580541	1.961892	0.639138	0.443995	0.501422
ENSBTAG00000006730	1.452175	3.050199	1.00024	1.216741	0.432135	0.0	0.220415
ENSBTAG00000006752	1.729642	1.492531	0.906549	1.436841	0.448765	0.0	0.186111
ENSBTAG00000006760	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000006767	134.0181	120.755	140.6129	158.8452	22.72119	15.18631	18.99162
ENSBTAG00000006770	0.524189	0.853575	0.578732	0.79221	0.431977	0.183557	0.368626
ENSBTAG00000006776	2.725511	5.095635	2.878412	2.754272	0.337985	0.074249	0.704502
ENSBTAG00000006777	4.230725	3.483037	3.439393	3.879669	0.479524	0.857105	1.301492
ENSBTAG00000006816	4.270852	4.931856	3.579687	2.568513	8.379587	8.046907	6.910401
ENSBTAG00000006821	100.5916	88.03653	88.22253	104.1388	0.0	0.0	7.441354
ENSBTAG00000006831	12.7337	13.09326	12.52738	12.67124	1.981694	2.207926	0.742615
ENSBTAG00000006832	1.996111	2.859222	2.479957	1.823507	0.981419	1.323367	1.238098
ENSBTAG00000006835	20.03958	29.91514	11.818	9.342707	3.550984	3.268328	4.061893
ENSBTAG00000006836	2.189645	3.046185	1.61664	2.409683	6.321833	2.991568	2.859448
ENSBTAG00000006843	1.82035	1.915768	1.273218	1.016581	5.11829	5.980595	5.183318
ENSBTAG00000006851	2.166718	2.04337	1.316455	1.58183	0.565478	0.712976	1.677122
ENSBTAG00000006904	32.56687	62.30434	24.60622	23.96871	4.550136	3.243064	6.057611
ENSBTAG00000006925	2.092453	2.005368	1.378804	0.958123	0.858753	2.071641	1.379262
ENSBTAG00000006962	26.69357	21.41204	21.92476	27.42971	19.54395	10.14338	15.20065
ENSBTAG00000006963	763.0923	1101.447	967.7338	1345.403	14.80126	8.755317	18.125
ENSBTAG00000006971	27.22153	29.96649	25.41705	24.14303	2.870238	2.657656	5.370399
ENSBTAG00000006972	0.836018	0.65175	0.474878	0.401513	0.0	0.0	0.0
ENSBTAG00000006982	54.42784	64.75948	51.7484	44.53123	14.06869	13.37975	16.03864
ENSBTAG00000006988	0.0	0.0	0.0	0.023032	0.0	0.0	0.0
ENSBTAG00000006998	2.245238	2.62421	1.492421	0.882903	0.0	0.0	0.188653
ENSBTAG00000006999	0.070818	0.088958	0.225447	0.090843	0.003742	0.003626	0.0
ENSBTAG00000007007	8.770928	8.465292	7.19799	6.649513	4.372216	4.810209	4.542232
ENSBTAG00000007013	1.817326	1.578172	1.427451	1.821504	0.560532	0.839355	0.977865
ENSBTAG00000007015	31.35003	28.31823	36.21828	37.90075	15.86956	19.14554	16.95282
ENSBTAG00000007036	0.136722	0.1821	0.229634	0.260547	0.724407	0.090304	0.680557
ENSBTAG00000007066	3.246962	3.580764	2.310601	2.322629	0.923308	2.846733	2.282279
ENSBTAG00000007077	0.820008	1.545688	1.239618	0.534692	0.0	0.18389	0.606121
ENSBTAG00000007080	33.77961	29.65941	26.16228	32.98357	13.24953	8.568576	17.5117
ENSBTAG00000007093	0.590644	0.942432	0.477958	0.464687	0.0	0.0	0.110889
ENSBTAG00000007104	0.174626	0.0	0.0	0.122844	0.0	0.0	0.0
ENSBTAG00000007107	19.82005	17.34784	18.81837	21.43747	11.39236	7.230684	12.64308
ENSBTAG00000007110	2.922161	4.081237	2.05825	3.659804	3.262727	3.926446	4.77021
ENSBTAG00000007112	31.81482	28.23999	40.03671	30.47799	0.0	3.412204	1.660576
ENSBTAG00000007121	18.13598	16.27536	12.76376	12.4527	2.767441	1.0399	3.217076
ENSBTAG00000007125	0.47332	1.177032	0.321136	0.697877	0.0	0.0	0.132902
ENSBTAG00000007137	6.007744	7.446571	6.18916	6.644069	13.43197	10.66008	12.93828
ENSBTAG00000007139	42.17608	48.13504	42.29052	46.49707	29.53507	21.35736	28.97575
ENSBTAG00000007158	57.94882	52.7824	57.19537	53.3314	18.63424	16.0298	21.24234
ENSBTAG00000007160	33.24781	37.5349	31.18972	30.13084	6.073116	7.196277	6.404733
ENSBTAG00000007181	38.98272	42.55083	33.16318	39.25642	2.268216	1.034008	2.815694
ENSBTAG00000007189	17.22697	14.86603	17.96812	19.25644	17.71227	15.37876	12.66357
ENSBTAG00000007190	1.181348	1.155475	1.181698	1.540659	1.909028	2.360673	2.619474
ENSBTAG00000007196	155.0067	216.6854	162.4845	108.0048	16.10209	11.81343	26.86638
ENSBTAG00000007214	0.486766	1.54262	0.503098	0.467563	0.0	0.793995	0.359502
ENSBTAG00000007217	18.27718	25.57336	13.26443	17.32821	1.052422	0.606367	1.988182
ENSBTAG00000007220	22.97249	39.48355	16.33301	16.83367	3.524067	2.404278	3.74053
ENSBTAG00000007266	2.702762	3.737694	2.970432	2.793779	1.272427	1.895104	1.741581
ENSBTAG00000007269	7.14509	6.150714	6.905574	7.236758	7.057789	4.506764	6.838109
ENSBTAG00000007270	3.960245	5.121328	3.646827	4.888763	2.593873	4.385642	3.690506
ENSBTAG00000007298	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007336	5.215009	4.375698	2.371403	2.978686	0.0	0.0	0.0
ENSBTAG00000007338	18.07285	34.28263	18.01864	12.94531	0.0	0.0	0.0
ENSBTAG00000007353	0.0	0.0	0.028971	0.0	0.0	0.0	0.0
ENSBTAG00000007360	15.19488	21.22581	14.59508	13.56355	11.11863	7.375605	10.22276
ENSBTAG00000007362	9.327336	9.971275	6.741776	6.901399	1.152979	0.764845	1.418071
ENSBTAG00000007363	65.4916	73.36477	82.22643	70.41759	24.61791	16.68928	21.65481
ENSBTAG00000007365	4.314601	5.821489	4.301043	4.322935	1.089044	0.0	0.373335
ENSBTAG00000007366	1.246041	1.224796	1.496491	0.914463	0.380758	0.220519	0.387537
ENSBTAG00000007368	8.129477	9.463954	7.068563	6.952154	0.834067	0.673475	0.918163
ENSBTAG00000007378	5.707897	5.110945	2.866932	7.487702	2.148306	1.825874	2.562161
ENSBTAG00000007379	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007386	2.011604	2.507879	1.227978	1.919632	3.295365	3.414428	2.823833
ENSBTAG00000007387	163.5911	132.269	151.9043	159.2803	15.31158	10.71986	9.289803
ENSBTAG00000007389	19.4822	22.99283	18.16962	19.00731	2.926287	2.739447	5.187408
ENSBTAG00000007390	42.66871	61.1651	44.67792	40.06578	11.22747	8.576835	14.91662
ENSBTAG00000007394	27.62405	26.01013	20.39777	20.08051	15.7144	18.16284	15.97127
ENSBTAG00000007399	0.0	0.0	0.0	0.0	56.29367	51.31538	43.17875
ENSBTAG00000007492	2.70497	4.725477	2.923551	2.060602	0.0	0.096792	0.238478
ENSBTAG00000007499	0.0	0.0	0.0	0.0	23.70618	22.45748	21.86173
ENSBTAG00000007502	0.393247	0.125408	0.13708	0.090303	0.0	0.0	0.0
ENSBTAG00000007503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007510	240.3701	219.5152	271.0348	273.0371	31.65989	19.16991	29.96067
ENSBTAG00000007515	23.7919	29.1672	26.32525	24.27378	9.127697	7.010551	9.608291
ENSBTAG00000007534	2.171476	2.120115	1.347768	1.105719	0.524908	2.328523	1.470188
ENSBTAG00000007547	0.0	0.183126	0.0	0.055297	0.0	0.0	0.0
ENSBTAG00000007562	22.93857	29.29697	19.88695	19.15657	4.296082	4.224938	3.321238
ENSBTAG00000007566	2.012667	3.49075	1.655423	2.043659	3.070546	4.712229	3.251242
ENSBTAG00000007572	426.0666	377.0195	451.5019	391.9164	40.57777	21.28263	46.46198
ENSBTAG00000007581	5.779439	7.805624	5.305825	4.358407	0.227676	0.763448	2.021583
ENSBTAG00000007593	33.57424	40.10837	28.81502	26.97472	0.0	0.0	0.0
ENSBTAG00000007595	2.955896	6.392316	2.786463	3.52796	0.641713	0.064516	0.285963
ENSBTAG00000007609	4.238756	7.766172	4.817613	5.436285	2.078629	1.441728	2.274813
ENSBTAG00000007611	7.886402	13.39062	5.597668	5.386188	0.488305	0.104718	1.039226
ENSBTAG00000007620	21.84725	22.02896	17.19718	21.35341	0.649755	0.382298	1.714057
ENSBTAG00000007623	11.75231	14.64149	11.38611	8.625037	3.844322	2.273842	5.35649
ENSBTAG00000007636	1.029485	1.73958	1.070022	1.003074	0.693588	0.277349	0.988286
ENSBTAG00000007666	0.514385	1.678182	1.457856	0.899244	0.0	0.464283	0.0
ENSBTAG00000007681	6.033783	5.839641	3.955568	7.339485	6.986309	9.034904	6.444255
ENSBTAG00000007683	1.084807	1.058041	0.802791	0.737657	2.04498	1.581646	1.229635
ENSBTAG00000007684	3.964399	4.569986	3.403114	4.379616	3.942804	2.073137	3.454029
ENSBTAG00000007689	2.538657	2.360147	1.564215	1.71272	0.105411	1.033241	0.905938
ENSBTAG00000007721	50.44202	53.62221	59.45475	65.91011	17.65486	16.38532	13.7245
ENSBTAG00000007725	118.1523	126.7281	116.3277	115.8646	78.46085	63.44839	93.56142
ENSBTAG00000007728	11.1222	12.55892	9.815303	11.33023	0.0	0.0	0.369035
ENSBTAG00000007740	18.85207	22.52827	9.213628	7.978363	1.774299	0.225141	0.910842
ENSBTAG00000007753	1.771234	3.316626	2.225729	1.907619	0.0	0.0	0.100585
ENSBTAG00000007754	1871.846	1580.299	2196.984	1669.54	0.0	0.0	49.42878
ENSBTAG00000007755	2.043166	1.803229	2.196338	2.801813	0.0	0.0	0.0
ENSBTAG00000007756	23.34383	26.57824	22.52174	22.99113	0.0	0.32113	1.656932
ENSBTAG00000007757	16.81036	19.36273	16.70204	16.1062	0.559771	0.190806	1.404592
ENSBTAG00000007759	10.8104	13.29413	9.395414	8.227627	1.942891	1.597547	2.204863
ENSBTAG00000007763	3.314668	5.095767	2.086631	1.566985	2.083684	1.306348	2.493283
ENSBTAG00000007779	1.064641	1.329357	0.978124	0.825963	0.111652	0.0	1.10146
ENSBTAG00000007784	26.23107	29.71402	30.87495	29.68095	50.22343	50.62663	39.93258
ENSBTAG00000007785	0.038414	0.123571	0.035271	0.092755	0.75166	0.496164	0.526972
ENSBTAG00000007807	8.147124	10.24373	10.70775	9.447396	1.885571	1.32179	2.617813
ENSBTAG00000007829	1.600319	2.715645	2.447839	2.007325	2.428423	3.223346	1.256628
ENSBTAG00000007838	3.500786	3.607933	2.623787	2.207562	0.542632	0.101198	0.166959
ENSBTAG00000007844	0.0	0.0	0.0	0.0	35.54559	30.37925	33.71932
ENSBTAG00000007860	0.1281	0.229528	0.027648	0.026252	0.0	0.01539	0.0
ENSBTAG00000007863	15.62891	15.74363	12.58948	13.06628	7.875552	8.539093	4.955906
ENSBTAG00000007913	148.3986	132.8261	163.6675	174.3056	54.22002	54.95044	44.52336
ENSBTAG00000007927	0.630818	0.089437	0.327091	0.315593	0.0	0.0	0.131033
ENSBTAG00000007931	0.529008	1.058454	0.634414	0.773657	0.0	0.0	0.0
ENSBTAG00000007933	5.965625	6.634287	2.918723	3.71741	1.950443	4.991336	2.812461
ENSBTAG00000007969	0.170387	0.338719	0.521379	0.107047	0.0	0.0	0.0
ENSBTAG00000007994	1.533842	1.435274	0.798153	1.1035	0.230316	0.640141	0.329786
ENSBTAG00000008003	4.393213	6.424901	4.121975	4.062191	4.496193	3.880741	4.937075
ENSBTAG00000008024	70.2896	56.26648	84.16131	74.68098	6.939543	1.756057	3.752252
ENSBTAG00000008033	12.97286	13.66947	11.40556	11.42425	9.713763	13.69015	12.76773
ENSBTAG00000008053	2.433149	2.353489	1.376726	2.140808	2.5833	1.093639	1.338951
ENSBTAG00000008061	77.50742	68.73447	65.53659	81.88715	46.13073	39.97803	51.79984
ENSBTAG00000008072	19.18079	19.69609	19.21452	16.99137	22.75661	29.84649	18.48593
ENSBTAG00000008075	26.53313	31.25245	26.13341	26.82311	4.896086	3.288712	5.00101
ENSBTAG00000008077	6.10068	6.718741	5.472291	6.760788	1.152415	2.190718	4.357484
ENSBTAG00000008084	2.116612	2.488402	2.397972	2.685206	4.48893	7.592402	4.826286
ENSBTAG00000008090	19.85382	21.19702	14.61374	15.96253	0.702874	2.022121	3.101273
ENSBTAG00000008110	30.2467	31.11395	29.35816	29.66808	9.817842	7.853679	10.19612
ENSBTAG00000008112	0.807156	1.226473	0.664338	0.759003	0.665039	0.391211	1.204772
ENSBTAG00000008113	0.286102	0.944969	0.55256	0.291612	0.0	0.0	0.0
ENSBTAG00000008115	19.96573	26.74085	9.867393	10.42415	9.449481	5.625834	8.542419
ENSBTAG00000008116	273.3711	221.9653	227.3062	217.9947	28.40736	15.79036	31.64083
ENSBTAG00000008118	50.43907	48.62871	52.6786	47.76488	9.272709	8.981067	11.81098
ENSBTAG00000008120	6.756847	6.357439	5.563723	6.122288	10.84539	8.472963	7.409044
ENSBTAG00000008122	625.0313	563.5982	755.616	670.6852	97.40503	81.67203	105.1404
ENSBTAG00000008127	0.0	0.174028	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008129	0.224056	0.039802	0.015751	0.154223	0.0	0.0	0.0
ENSBTAG00000008131	13.30357	11.45439	14.98575	13.34773	12.2163	18.35968	16.04611
ENSBTAG00000008133	3.169433	3.186048	2.53759	2.057954	3.942822	1.780036	4.327607
ENSBTAG00000008135	992.1931	864.7845	1156.491	955.8331	5.368279	6.615734	12.46625
ENSBTAG00000008138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008144	0.0	0.076834	0.060098	0.0	0.0	0.0	0.0
ENSBTAG00000008145	2.072353	2.428505	1.576367	1.549841	0.342414	0.182941	0.400648
ENSBTAG00000008147	2.45439	2.307623	1.428477	1.11524	0.0	0.0	0.100915
ENSBTAG00000008182	11.73232	6.257554	0.376145	0.172343	0.079028	0.03708	0.182067
ENSBTAG00000008218	18.41356	26.57605	14.97344	16.83589	5.007034	8.998143	8.33432
ENSBTAG00000008219	9.393514	10.00708	7.959307	7.557351	13.76143	15.94188	13.00792
ENSBTAG00000008220	25.28447	16.37837	32.15829	27.5665	1.512719	1.448649	5.915718
ENSBTAG00000008243	2.106009	2.489198	1.252826	1.568977	0.066532	0.787121	0.0
ENSBTAG00000008250	14.32929	19.6843	5.09668	8.764031	4.592799	2.475705	4.55946
ENSBTAG00000008289	14.21302	22.42068	14.51509	14.02069	4.314816	2.452865	4.442073
ENSBTAG00000008296	21.58345	24.72423	24.83975	23.818	14.8556	12.94059	16.2216
ENSBTAG00000008331	0.994187	0.835119	0.555665	0.535973	0.0	0.0	0.066135
ENSBTAG00000008336	0.0	0.332269	0.0	0.27311	0.0	0.0	0.0
ENSBTAG00000008348	1.528867	2.327385	0.750268	0.978842	0.094389	0.0	0.288225
ENSBTAG00000008350	13.14426	18.42114	12.62334	12.75859	8.050324	6.895082	10.10171
ENSBTAG00000008355	9.203281	13.20559	7.149848	7.93117	0.217748	0.032079	0.574738
ENSBTAG00000008361	11.80074	12.71652	12.57615	10.92216	5.801589	5.459086	7.297866
ENSBTAG00000008362	40.70187	55.63667	30.95744	30.56537	4.845294	4.942208	7.335828
ENSBTAG00000008363	0.0	0.0	0.0	0.0	0.0	0.049323	0.080746
ENSBTAG00000008369	58.69825	67.26491	64.78588	66.99367	8.131616	2.991986	10.8463
ENSBTAG00000008370	3.755052	3.553126	2.749517	3.231841	3.186304	4.412106	5.858753
ENSBTAG00000008372	8.179235	7.916428	6.52538	8.933154	7.232358	8.024181	7.735172
ENSBTAG00000008382	0.963003	0.553126	0.504478	0.661845	1.451268	0.804237	0.672401
ENSBTAG00000008385	7.943945	12.56217	7.913054	6.444589	2.895814	0.815282	1.621535
ENSBTAG00000008395	13.31271	14.10277	11.69705	11.18354	1.045133	0.527029	1.504819
ENSBTAG00000008396	42.69578	37.44712	49.72667	44.95177	10.87021	6.356246	13.68195
ENSBTAG00000008417	57.04904	61.0911	60.96186	77.64027	37.50635	39.66347	34.30085
ENSBTAG00000008423	11.44029	8.631441	8.945191	9.640205	2.194845	2.465392	3.44992
ENSBTAG00000008424	19.56894	28.32277	17.94642	19.81917	10.67441	8.475159	13.56033
ENSBTAG00000008426	0.036652	0.037395	0.030712	0.0	1.271898	0.161593	0.032982
ENSBTAG00000008432	3.499804	4.401304	2.524647	3.115966	0.86889	1.065071	2.057438
ENSBTAG00000008433	6.433974	8.316742	6.431126	6.446347	5.04579	3.625046	3.391347
ENSBTAG00000008438	4.267661	4.679543	3.426089	3.768595	7.39255	6.870898	6.681912
ENSBTAG00000008457	5.567071	7.609346	5.1303	4.526226	4.361034	5.990417	4.693665
ENSBTAG00000008464	0.41279	0.245592	0.49025	0.271983	0.0	0.0	0.0
ENSBTAG00000008472	8.634262	8.646692	7.879057	8.434432	2.697385	3.20773	3.48577
ENSBTAG00000008482	10.37957	16.49835	10.3683	9.82698	17.88335	22.15519	20.76865
ENSBTAG00000008498	57.42557	49.27349	41.69776	42.3635	5.467513	3.681917	6.027623
ENSBTAG00000008499	0.920632	1.292184	0.150743	0.209977	0.0	0.0	0.018162
ENSBTAG00000008507	3.657589	5.658924	3.719827	2.578418	0.0	0.174919	0.461013
ENSBTAG00000008511	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008537	8.12979	13.13347	7.008835	6.632888	0.314088	0.273897	0.961112
ENSBTAG00000008538	0.056942	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008543	111.3583	93.34555	119.4952	131.9537	29.67364	22.58194	26.31823
ENSBTAG00000008544	0.0	0.018062	0.0	0.0	0.0	0.0	0.023736
ENSBTAG00000008546	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008552	0.0	0.0	0.0	0.0	0.0	0.038344	0.031231
ENSBTAG00000008577	17.77278	19.66177	16.00708	18.98292	34.06293	35.88667	26.41093
ENSBTAG00000008590	239.2068	217.5466	226.6231	221.7281	25.24386	12.14589	30.16618
ENSBTAG00000008621	181.803	174.9661	170.2988	187.0204	10.85953	11.67507	13.74798
ENSBTAG00000008638	1.959161	3.405925	1.716892	1.559849	0.0	0.402949	0.780215
ENSBTAG00000008664	20.54195	15.48719	14.12153	18.4108	4.736977	5.294654	8.536984
ENSBTAG00000008674	19.71196	22.48241	18.67353	22.42318	19.17167	18.16636	20.47139
ENSBTAG00000008693	0.093405	0.350722	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008703	2.49441	3.263561	1.782805	2.086877	0.201239	0.637228	0.654264
ENSBTAG00000008716	23.80422	26.03856	24.51265	28.32087	28.36117	27.89742	23.72484
ENSBTAG00000008732	0.572649	1.030011	0.399007	0.457393	0.48397	0.817306	0.637021
ENSBTAG00000008734	2.072881	2.407721	1.876695	1.793453	0.393473	0.295933	1.006243
ENSBTAG00000008737	6.086151	8.36189	5.273172	5.622526	18.15857	21.77336	16.32795
ENSBTAG00000008744	30.98096	30.97891	28.21741	33.04167	12.29911	9.284934	18.40165
ENSBTAG00000008747	20.37837	23.91604	17.10128	20.82163	13.71382	7.332342	12.74939
ENSBTAG00000008752	1.802945	2.639415	1.016521	2.888964	0.0	0.0	0.0
ENSBTAG00000008755	7.843696	10.90192	8.769681	9.623728	27.80527	34.75231	27.56518
ENSBTAG00000008765	60.50325	69.00839	59.51194	76.70391	5.841509	7.071967	8.514681
ENSBTAG00000008771	1.492557	2.584303	0.975136	0.847639	0.0	0.286708	0.399204
ENSBTAG00000008798	5.724002	4.26438	7.737809	6.841938	0.0	0.0	0.0
ENSBTAG00000008801	30.41152	28.35015	27.0991	28.53758	3.020111	1.651097	3.893263
ENSBTAG00000008808	2.716934	3.243349	2.379153	2.422768	3.46523	1.565312	2.7603
ENSBTAG00000008815	3.78872	2.77548	2.292238	3.544444	3.162947	3.433472	4.13417
ENSBTAG00000008825	6.656898	8.203816	6.402988	7.306925	11.65535	4.984266	8.472695
ENSBTAG00000008826	4.543703	3.246794	3.737823	3.966999	1.799533	1.450179	3.693396
ENSBTAG00000008841	11.52992	13.71832	9.382977	7.690636	0.348743	0.0	1.267872
ENSBTAG00000008854	2.083893	2.635877	1.908476	1.188047	0.0	0.285509	0.344617
ENSBTAG00000008863	5.499854	7.832346	5.895502	5.981591	6.593177	8.672194	9.328489
ENSBTAG00000008866	1.247614	1.200666	1.150845	0.625479	0.179851	0.383717	0.595494
ENSBTAG00000008880	3.446795	5.00847	2.583583	2.405507	0.22495	0.0	0.304397
ENSBTAG00000008883	11.76915	13.82304	8.96537	9.967645	4.932401	4.416422	4.322751
ENSBTAG00000008895	17.38862	18.38773	17.96343	17.77716	7.295938	6.61914	8.273609
ENSBTAG00000008896	9.817849	11.03717	8.470059	8.073539	8.992255	9.610753	8.364492
ENSBTAG00000008906	0.846736	1.004273	0.678702	0.0	0.0	0.0	0.0
ENSBTAG00000008921	150.1161	130.4008	162.9932	152.5178	98.62504	90.69866	97.0113
ENSBTAG00000008925	1.505291	1.91084	0.757984	0.682895	1.380923	0.572669	1.215885
ENSBTAG00000008926	12.65855	13.33439	11.55216	9.292714	9.430816	7.794376	4.55597
ENSBTAG00000008940	0.815686	0.819004	0.847669	0.462795	0.124967	0.2388	0.257668
ENSBTAG00000008947	0.0	0.030302	0.0	0.080252	0.188163	0.062667	0.15797
ENSBTAG00000008958	3.075453	2.545153	2.113811	2.136727	0.671614	0.255566	0.40165
ENSBTAG00000008962	89.0482	74.94823	88.96646	93.57607	38.73473	39.98999	45.41003
ENSBTAG00000008978	26.49737	39.27718	22.42119	22.57648	13.79183	10.31352	15.91047
ENSBTAG00000008987	3.914726	5.519293	3.823906	3.271986	9.814038	12.92561	12.42831
ENSBTAG00000008991	5.780334	7.089264	5.291252	6.416424	2.813474	1.446245	2.169183
ENSBTAG00000008994	8.004055	7.881065	6.938127	6.849268	0.082391	0.152387	0.128296
ENSBTAG00000008997	90.87177	114.479	73.72297	66.16783	1.926702	0.583472	2.653634
ENSBTAG00000009019	2.328696	2.85446	1.622796	1.030961	0.620301	0.36525	0.607493
ENSBTAG00000009023	1.176489	1.846287	0.837781	0.710149	3.749737	3.022666	1.853811
ENSBTAG00000009029	29.91327	22.26815	23.63898	23.56599	2.105937	1.998355	2.168076
ENSBTAG00000009036	6.291242	8.894959	5.892758	5.312036	1.44893	1.922668	1.589108
ENSBTAG00000009049	2.765977	6.482258	2.69391	2.187491	1.845948	0.678675	1.784257
ENSBTAG00000009051	2.561356	2.943594	1.33964	1.371621	0.971978	0.360348	1.096749
ENSBTAG00000009075	17.9297	21.1254	19.30679	19.27378	7.119819	3.701885	9.522507
ENSBTAG00000009077	17.1147	16.65829	16.98803	14.53569	3.042434	1.229471	0.985536
ENSBTAG00000009080	6.530046	9.709616	6.626934	6.429334	6.92391	6.075709	8.230657
ENSBTAG00000009084	29.6568	30.40771	26.6136	25.02599	4.019968	4.452864	3.823571
ENSBTAG00000009085	4.470015	5.778598	4.259201	4.597017	18.12105	17.46564	16.2746
ENSBTAG00000009109	4.926572	5.252359	3.927846	4.143495	6.243868	5.947446	5.401252
ENSBTAG00000009125	3.480129	3.288209	2.13798	1.674292	0.0	0.0	0.0
ENSBTAG00000009145	2.112067	2.75602	1.481039	1.940199	0.780339	0.813262	1.66956
ENSBTAG00000009154	3.915754	5.436688	3.513012	3.707631	1.628147	1.848459	2.223665
ENSBTAG00000009163	7.665454	8.885428	7.501735	7.344493	3.391974	3.5252	5.437202
ENSBTAG00000009165	2.810554	4.252309	1.825975	2.434125	0.358052	0.287493	0.863931
ENSBTAG00000009176	2.822789	2.389879	2.390929	2.379772	3.027127	3.396307	3.887699
ENSBTAG00000009178	3.051221	4.440937	3.040845	2.033161	0.0	0.0	0.0
ENSBTAG00000009213	27.33522	29.14614	23.67789	30.81338	11.54417	12.23415	16.65949
ENSBTAG00000009215	0.463696	0.873042	0.47105	0.529494	0.587408	0.340662	1.477896
ENSBTAG00000009218	0.447704	0.633503	0.168699	0.04624	0.0	0.310417	0.233102
ENSBTAG00000009231	0.0	0.0	0.0	0.0	3.944415	1.432855	1.68771
ENSBTAG00000009235	0.478867	0.553036	0.276865	0.878931	0.0	0.566356	0.244332
ENSBTAG00000009256	0.488955	0.589184	0.323646	0.273633	0.833333	0.112417	0.355404
ENSBTAG00000009257	0.0	0.023565	0.011673	0.0	0.0	0.0	0.0
ENSBTAG00000009263	10.18004	10.88178	8.275609	9.033926	7.218899	10.13212	5.925169
ENSBTAG00000009271	3.810297	3.575422	3.799741	3.083053	3.215854	1.999284	2.636441
ENSBTAG00000009291	0.053553	0.066556	0.053348	0.0	0.0	0.0	0.0
ENSBTAG00000009294	0.233881	0.780962	0.068525	0.432601	0.0	0.0	0.0
ENSBTAG00000009298	4.071097	4.575967	2.601028	2.410157	0.0	0.176614	0.645652
ENSBTAG00000009299	2.096475	2.734468	1.825964	2.486294	5.329328	6.224281	5.803877
ENSBTAG00000009306	0.374255	1.004886	0.895708	0.869758	0.0	0.0	0.0
ENSBTAG00000009307	54.69616	53.3825	51.84779	50.05404	15.37372	15.55023	15.02834
ENSBTAG00000009310	15.21052	15.32624	14.49331	14.62878	14.09531	9.544689	9.828621
ENSBTAG00000009314	0.010644	0.0	0.015222	0.003146	0.0	0.0	0.00657
ENSBTAG00000009374	7.469631	10.7487	6.262624	8.019884	1.1776	0.462654	1.797147
ENSBTAG00000009381	2.74566	2.945952	2.008114	2.718829	1.837975	1.693564	2.611887
ENSBTAG00000009394	3.676095	3.315707	3.604958	3.555621	0.389864	0.0	0.540379
ENSBTAG00000009415	4.738275	4.96275	4.552917	4.097031	1.413785	1.624827	1.413211
ENSBTAG00000009416	4.958475	4.836656	4.605736	4.868891	0.0	0.0	0.574058
ENSBTAG00000009419	0.02887	0.0	0.0	0.027828	0.0	0.0	0.0
ENSBTAG00000009423	1.578953	2.293869	2.173564	0.950975	2.93474	3.003081	3.429502
ENSBTAG00000009428	0.546484	1.558051	0.800937	0.700319	0.619985	0.188632	0.28621
ENSBTAG00000009433	1.201094	0.722829	0.77684	1.213092	0.186803	0.201942	0.125925
ENSBTAG00000009434	24.89162	31.34368	20.43545	21.94774	1.748218	3.044342	3.854926
ENSBTAG00000009436	0.626776	1.096584	0.663249	0.501763	0.866426	0.375248	0.581135
ENSBTAG00000009438	0.047029	0.047773	0.019893	0.0	0.0	0.0	0.0
ENSBTAG00000009471	0.384869	0.325584	0.127708	0.29351	0.0	0.318597	0.05061
ENSBTAG00000009478	0.200564	0.151435	0.202604	0.117186	1.409336	0.439638	1.104617
ENSBTAG00000009479	2819.031	2228.309	3279.271	2847.339	213.9195	122.3305	222.5042
ENSBTAG00000009500	9.864478	11.51179	7.92942	8.517345	0.951458	0.819426	1.461659
ENSBTAG00000009502	3.400108	4.415753	2.335896	2.303722	2.146333	3.325742	3.389833
ENSBTAG00000009506	12.12464	15.13291	9.574894	6.587054	2.274719	2.055038	3.675171
ENSBTAG00000009507	3.566259	4.998823	2.139896	1.421895	0.949309	0.979884	1.643099
ENSBTAG00000009509	1061.301	871.2268	1167.759	1217.25	56.33506	42.94487	63.43426
ENSBTAG00000009514	10.26282	10.7293	9.975248	10.42715	4.763424	6.103628	7.520715
ENSBTAG00000009516	6.268336	7.114849	4.901853	5.51395	4.535041	5.965807	5.679658
ENSBTAG00000009517	399.4839	327.4455	310.8752	259.6188	80.69276	52.90568	65.47731
ENSBTAG00000009519	1.641792	2.019496	1.669961	1.599585	0.802313	2.156221	2.681325
ENSBTAG00000009526	59.42799	73.75679	68.95017	69.6025	34.86767	28.64867	29.74211
